row,jaccard_neighbor,cosine_similarity,jaccard_similarity,label,neighbor_label,label_match
1099,4597,0.06454972,0.015873017,STES,PCPG,False
1100,0,0.0,0.0,SARC,KIPAN,False
1101,3967,0.0062904274,0.000929368,LUAD,COAD,False
1102,121,0.14002801,0.05263158,OV,LGG,False
1103,0,0.0,0.0,PRAD,KIPAN,False
1104,1045,0.2581989,0.14285715,OV,COAD,False
1105,4483,1.0,1.0,GBMLGG,LGG,False
1106,1859,0.08006407,0.032258064,BRCA,DLBC,False
1107,1356,0.35355338,0.125,LAML,LAML,True
1108,583,0.025367314,0.010638298,LUSC,LIHC,False
1109,4676,0.1042572,0.021276595,STES,LAML,False
1110,5787,0.055555556,0.022727273,LUSC,LGG,False
1111,1669,0.57735026,0.33333334,LAML,LAML,True
1112,126,0.077849895,0.027027028,HNSC,THYM,False
1113,5454,0.14142136,0.075,ACC,ACC,True
1114,4906,0.03526728,0.007194245,SKCM,DLBC,False
1115,0,0.0,0.0,HNSC,KIPAN,False
1116,0,0.0,0.0,DLBC,KIPAN,False
1117,0,0.0,0.0,BRCA,KIPAN,False
1118,3538,1.0,1.0,LGG,GBMLGG,False
1119,1172,0.28867513,0.16666667,BRCA,BRCA,True
1120,4888,0.04402255,0.0038610038,STES,BRCA,False
1121,0,0.0,0.0,THCA,KIPAN,False
1122,811,0.09407209,0.0088495575,SKCM,THCA,False
1123,0,0.0,0.0,PRAD,KIPAN,False
1124,0,0.0,0.0,GBMLGG,KIPAN,False
1125,0,0.0,0.0,CESC,KIPAN,False
1126,5410,1.0,1.0,KIRC,KIPAN,False
1127,0,0.0,0.0,GBMLGG,KIPAN,False
1128,2191,0.084215194,0.020408163,SKCM,PRAD,False
1129,1367,0.99999994,1.0,GBMLGG,LGG,False
1130,5690,0.019630497,0.0053475937,STES,CESC,False
1131,3993,0.13867505,0.0625,COAD,GBMLGG,False
1132,725,0.09805807,0.03448276,BRCA,OV,False
1133,359,0.05976143,0.027027028,OV,KIRC,False
1134,0,0.0,0.0,SKCM,KIPAN,False
1135,1958,0.10206207,0.04761905,PCPG,TGCT,False
1136,3827,0.096225046,0.04347826,STES,BRCA,False
1137,2313,0.04938648,0.02,KIPAN,KIPAN,True
1138,2272,0.025854385,0.005154639,BRCA,LUAD,False
1139,4701,0.1714986,0.055555556,BRCA,BRCA,True
1140,3536,0.70710677,0.5,LAML,LAML,True
1141,0,0.0,0.0,BRCA,KIPAN,False
1142,6140,0.011470786,0.0005254861,BRCA,UCEC,False
1143,1198,1.0,1.0,KIRC,KIPAN,False
1144,6176,0.080845214,0.04,BRCA,KIRC,False
1145,956,0.23570228,0.1,LGG,GBMLGG,False
1146,4721,0.13867505,0.037037037,KIPAN,BRCA,False
1147,1806,0.03656362,0.016666668,LUSC,OV,False
1148,2247,0.06804138,0.03125,COAD,UCEC,False
1149,0,0.0,0.0,OV,KIPAN,False
1150,5049,0.0056697507,0.0004474273,STES,UCEC,False
1151,126,0.047946326,0.010989011,LUSC,THYM,False
1152,1882,1.0,1.0,KIPAN,KIRC,False
1153,3730,0.068041384,0.029411765,GBMLGG,GBMLGG,True
1154,2157,0.28867513,0.083333336,PCPG,ACC,False
1155,2070,0.019888932,0.0015748031,BRCA,COAD,False
1156,4441,1.0,1.0,KIRC,KIPAN,False
1157,6078,0.09284767,0.03125,DLBC,SARC,False
1158,2447,0.4082483,0.25,THCA,THCA,True
1159,1294,0.017378824,0.0020876827,STES,GBMLGG,False
1160,1299,0.032141216,0.015384615,CESC,PRAD,False
1161,860,0.0745356,0.03846154,OV,UCEC,False
1162,5866,0.053605627,0.015873017,LIHC,UCEC,False
1163,0,0.0,0.0,BRCA,KIPAN,False
1164,0,0.0,0.0,SARC,KIPAN,False
1165,3993,0.11785114,0.04761905,OV,GBMLGG,False
1166,3808,0.16012816,0.06666667,OV,PAAD,False
1167,1788,0.13608277,0.05,COAD,OV,False
1168,4126,0.05773503,0.027777778,DLBC,PAAD,False
1169,5383,0.069843024,0.022222223,LIHC,PRAD,False
1170,4888,0.0729325,0.010526316,LUSC,BRCA,False
1171,2410,0.11952286,0.0625,BRCA,KIRC,False
1172,1119,0.28867513,0.16666667,BRCA,BRCA,True
1173,5505,0.043355495,0.0121951215,STES,PRAD,False
1174,4721,0.034219295,0.0023364485,BLCA,BRCA,False
1175,4051,0.18257418,0.0625,UCEC,LGG,False
1176,0,0.0,0.0,BRCA,KIPAN,False
1177,1186,0.05391639,0.02,PRAD,UCEC,False
1178,5574,0.0877058,0.015151516,LUAD,LAML,False
1179,4888,0.31622776,0.16666667,BRCA,BRCA,True
1180,4458,0.14002801,0.05263158,GBMLGG,PCPG,False
1181,1957,0.4472136,0.2,BRCA,OV,False
1182,1957,0.20412414,0.041666668,BLCA,OV,False
1183,0,0.0,0.0,BRCA,KIPAN,False
1184,4508,0.18057877,0.09375,ACC,ACC,True
1185,2099,0.014139308,0.0070422534,UCEC,BLCA,False
1186,5312,0.08804509,0.022222223,UCEC,UCEC,True
1187,2017,0.07106691,0.014705882,PCPG,STES,False
1188,4733,0.06579517,0.032258064,OV,OV,True
1189,418,0.046126556,0.010204081,BLCA,PCPG,False
1190,2071,0.57735026,0.33333334,LAML,LAML,True
1191,2526,0.028116079,0.012987013,GBMLGG,STES,False
1192,5241,0.043478258,0.022222223,LIHC,BRCA,False
1193,0,0.0,0.0,LAML,KIPAN,False
1194,5358,0.70710677,0.5,THCA,THCA,True
1195,3463,0.14433756,0.055555556,GBMLGG,KIRC,False
1196,4612,0.015426662,0.004716981,STES,BRCA,False
1197,4073,0.99999994,1.0,KIPAN,KIRC,False
1198,1143,1.0,1.0,KIPAN,KIRC,False
1199,4448,0.13608275,0.071428575,BRCA,BRCA,True
1200,3518,0.11396058,0.05882353,PRAD,PCPG,False
1201,3993,0.2236068,0.125,BRCA,GBMLGG,False
1202,3513,0.021662485,0.00046926326,UCEC,PRAD,False
1203,2688,0.17407766,0.07692308,PCPG,PRAD,False
1204,5946,0.05913124,0.027777778,CESC,KIRC,False
1205,2291,0.05455447,0.027777778,BRCA,GBMLGG,False
1206,0,0.0,0.0,KIPAN,KIPAN,True
1207,0,0.0,0.0,STES,KIPAN,False
1208,2524,0.023087854,0.006802721,TGCT,TGCT,True
1209,3119,0.080845214,0.04,UCEC,BRCA,False
1210,4701,0.2236068,0.09090909,BRCA,BRCA,True
1211,720,0.012202384,0.0031847134,GBMLGG,LUSC,False
1212,0,0.0,0.0,BRCA,KIPAN,False
1213,2079,0.06681531,0.03448276,GBMLGG,KIPAN,False
1214,3268,0.12598816,0.06666667,UCEC,CESC,False
1215,4721,0.09205746,0.016666668,CESC,BRCA,False
1216,2353,0.99999994,1.0,GBMLGG,LGG,False
1217,0,0.0,0.0,SARC,KIPAN,False
1218,0,0.0,0.0,THCA,KIPAN,False
1219,3680,0.013148792,0.0020283975,SARC,SKCM,False
1220,3638,0.050251894,0.025641026,KIPAN,KIRC,False
1221,5586,0.048621666,0.018181818,HNSC,OV,False
1222,4888,0.18898225,0.06666667,BRCA,BRCA,True
1223,3205,0.08058229,0.041666668,GBMLGG,GBMLGG,True
1224,4326,0.011742785,0.0058479533,SKCM,SKCM,True
1225,3704,0.024253562,0.005586592,OV,UCEC,False
1226,811,0.57735026,0.33333334,THCA,THCA,True
1227,2857,0.09805807,0.05,KIPAN,KIRC,False
1228,848,0.05954913,0.010416667,LUAD,SARC,False
1229,4701,0.26726124,0.125,BRCA,BRCA,True
1230,2005,0.02503131,0.0069444445,LUAD,BRCA,False
1231,5100,0.12309149,0.0625,UCEC,UCEC,True
1232,694,0.018144367,0.0024301338,SKCM,SKCM,True
1233,1789,0.0031602557,0.00020885548,TGCT,PAAD,False
1234,811,0.145865,0.021276595,COAD,THCA,False
1235,890,0.061113235,0.01509434,ACC,ACC,True
1236,5269,1.0,1.0,GBMLGG,LGG,False
1237,0,0.0,0.0,PCPG,KIPAN,False
1238,496,0.13608277,0.05,UCEC,UCEC,True
1239,3350,0.048112523,0.021276595,LUAD,LGG,False
1240,0,0.0,0.0,LUSC,KIPAN,False
1241,5852,0.090909086,0.04761905,KIPAN,KIPAN,True
1242,5052,1.0,1.0,GBMLGG,LGG,False
1243,4432,1.0,1.0,KIPAN,KIRC,False
1244,5976,0.12309149,0.0625,OV,BRCA,False
1245,876,0.25,0.14285715,LGG,LAML,False
1246,1470,0.10910894,0.05263158,PRAD,PRAD,True
1247,480,0.18898225,0.1,OV,OV,True
1248,2692,0.02156154,0.004048583,STES,PAAD,False
1249,4660,1.0,1.0,KIRC,KIPAN,False
1250,574,0.14433756,0.06666667,OV,LGG,False
1251,0,0.0,0.0,THCA,KIPAN,False
1252,42,1.0,1.0,KIPAN,KIRC,False
1253,566,0.024968809,0.0024752475,COAD,SARC,False
1254,5116,0.06362847,0.032258064,UCEC,COAD,False
1255,2692,0.08908708,0.045454547,PAAD,PAAD,True
1256,3885,1.0,1.0,KIRC,KIPAN,False
1257,4721,0.31622776,0.16666667,BRCA,BRCA,True
1258,1337,0.08944272,0.03448276,GBMLGG,LGG,False
1259,2624,0.07001401,0.035714287,SARC,BRCA,False
1260,661,0.07905694,0.037037037,BRCA,GBMLGG,False
1261,5427,0.06593805,0.00862069,BLCA,LAML,False
1262,0,0.0,0.0,PCPG,KIPAN,False
1263,1083,0.06454972,0.030303031,DLBC,KIPAN,False
1264,2734,0.04950738,0.022222223,COAD,STES,False
1265,3536,0.5,0.25,LAML,LAML,True
1266,0,0.0,0.0,SARC,KIPAN,False
1267,792,0.045175392,0.01724138,CESC,LGG,False
1268,3536,0.4472136,0.2,LAML,LAML,True
1269,0,0.0,0.0,COAD,KIPAN,False
1270,3718,0.06085806,0.02,BRCA,STES,False
1271,6053,0.99999994,1.0,LGG,GBMLGG,False
1272,1708,0.99999994,1.0,KIPAN,KIRC,False
1273,6158,0.021698153,0.005319149,THCA,HNSC,False
1274,3276,0.0255906,0.0019569471,STES,OV,False
1275,811,0.33333334,0.11111111,THCA,THCA,True
1276,496,0.2581989,0.14285715,BRCA,UCEC,False
1277,5926,0.051298916,0.02631579,SARC,KIPAN,False
1278,3512,0.09284767,0.03125,HNSC,GBMLGG,False
1279,865,0.040824827,0.00952381,SKCM,SARC,False
1280,4761,1.0,1.0,KIPAN,KIRC,False
1281,346,0.99999994,1.0,KIRC,KIPAN,False
1282,2447,0.35355338,0.2,THCA,THCA,True
1283,0,0.0,0.0,OV,KIPAN,False
1284,661,0.04767313,0.024390243,KIPAN,GBMLGG,False
1285,2583,0.052631572,0.027027028,OV,HNSC,False
1286,2936,0.35355338,0.125,PCPG,PCPG,True
1287,4701,0.1714986,0.055555556,KIPAN,BRCA,False
1288,4721,0.11785114,0.027027028,HNSC,BRCA,False
1289,0,0.0,0.0,BRCA,KIPAN,False
1290,4206,0.094491124,0.032258064,PAAD,PCPG,False
1291,4888,0.4082483,0.25,BRCA,BRCA,True
1292,5294,0.034752402,0.01,THCA,COAD,False
1293,5960,0.99999994,1.0,KIRC,KIPAN,False
1294,956,0.26726124,0.125,GBMLGG,GBMLGG,True
1295,4888,0.18898225,0.06666667,BRCA,BRCA,True
1296,337,0.06454972,0.004166667,LAML,LUSC,False
1297,3985,0.03346372,0.015384615,LUSC,STES,False
1298,0,0.0,0.0,OV,KIPAN,False
1299,1160,0.032141216,0.015384615,PRAD,CESC,False
1300,2866,1.0,1.0,KIRC,KIPAN,False
1301,0,0.0,0.0,PRAD,KIPAN,False
1302,5407,0.041885387,0.008474576,LUSC,THCA,False
1303,0,0.0,0.0,PCPG,KIPAN,False
1304,811,0.40824828,0.16666667,THCA,THCA,True
1305,2107,0.038924947,0.014285714,BLCA,OV,False
1306,6081,0.014575648,0.0018832391,UCEC,SKCM,False
1307,0,0.0,0.0,LUAD,KIPAN,False
1308,0,0.0,0.0,PRAD,KIPAN,False
1309,848,0.10369518,0.030303031,COAD,SARC,False
1310,5184,0.99999994,1.0,KIPAN,KIRC,False
1311,326,0.99999994,1.0,LGG,GBMLGG,False
1312,848,0.13608277,0.05,STES,SARC,False
1313,1854,1.0,1.0,KIPAN,KIRC,False
1314,4888,0.14433756,0.04,BRCA,BRCA,True
1315,0,0.0,0.0,SARC,KIPAN,False
1316,4676,0.28867513,0.14285715,OV,LAML,False
1317,4721,0.089087084,0.015625,HNSC,BRCA,False
1318,5191,0.09901475,0.045454547,PAAD,COAD,False
1319,1511,0.042796046,0.02173913,PAAD,COAD,False
1320,3222,1.0,1.0,GBMLGG,LGG,False
1321,956,0.28867513,0.14285715,LGG,GBMLGG,False
1322,4888,0.15811388,0.04761905,STES,BRCA,False
1323,1356,0.57735026,0.33333334,BRCA,LAML,False
1324,848,0.14433756,0.055555556,COAD,SARC,False
1325,2945,0.03526728,0.007194245,UCEC,THYM,False
1326,4853,0.034668762,0.01754386,COAD,COAD,True
1327,49,0.062017366,0.017857144,OV,LUSC,False
1328,554,0.032461375,0.011764706,STES,LUSC,False
1329,4043,0.08703883,0.045454547,TGCT,TGCT,True
1330,1016,0.01757092,0.008403362,SKCM,LUSC,False
1331,4721,0.15075567,0.04347826,KIPAN,BRCA,False
1332,3802,1.0,1.0,LGG,GBMLGG,False
1333,5280,0.08333333,0.03448276,KIPAN,KIPAN,True
1334,99,0.02705669,0.0014619883,SKCM,PCPG,False
1335,579,0.57735026,0.4,PCPG,PCPG,True
1336,1544,0.090909086,0.04761905,GBMLGG,THCA,False
1337,1439,1.0,1.0,LGG,GBMLGG,False
1338,3430,0.14433756,0.07692308,BRCA,OV,False
1339,1640,0.011935248,0.0033898305,SKCM,COAD,False
1340,811,0.21320072,0.045454547,SKCM,THCA,False
1341,1673,1.0,1.0,KIPAN,KIRC,False
1342,5917,0.07715168,0.035714287,KIPAN,ACC,False
1343,3052,0.037904903,0.014492754,LUSC,KIRC,False
1344,3783,1.0000001,1.0,KIPAN,KIRC,False
1345,3402,0.06537205,0.033333335,BRCA,GBMLGG,False
1346,1573,0.15811388,0.07692308,PRAD,BRCA,False
1347,121,0.16666667,0.071428575,BRCA,LGG,False
1348,848,0.17407766,0.07692308,OV,SARC,False
1349,3121,0.0877058,0.045454547,BLCA,HNSC,False
1350,0,0.0,0.0,TGCT,KIPAN,False
1351,1693,1.0,1.0,KIPAN,KIRC,False
1352,811,0.70710677,0.5,THCA,THCA,True
1353,2447,0.4082483,0.25,THCA,THCA,True
1354,2345,0.06324556,0.029411765,TGCT,ACC,False
1355,2167,0.057735022,0.029411765,COAD,GBMLGG,False
1356,4025,1.0,1.0,LAML,LAML,True
1357,3454,1.0,1.0,KIRC,KIPAN,False
1358,811,0.21320072,0.045454547,SKCM,THCA,False
1359,4888,0.16666669,0.05263158,GBMLGG,BRCA,False
1360,3272,1.0,1.0,LGG,GBMLGG,False
1361,4888,0.26726124,0.125,BRCA,BRCA,True
1362,5113,0.02254174,0.002020202,SKCM,THCA,False
1363,0,0.0,0.0,BRCA,KIPAN,False
1364,1271,0.055048186,0.016666668,STES,LGG,False
1365,0,0.0,0.0,BRCA,KIPAN,False
1366,5078,1.0,1.0,GBMLGG,LGG,False
1367,1129,0.99999994,1.0,LGG,GBMLGG,False
1368,0,0.0,0.0,SARC,KIPAN,False
1369,575,0.010002001,0.00020004001,SKCM,SARC,False
1370,121,0.17407766,0.07692308,COAD,LGG,False
1371,3064,1.0,1.0,GBMLGG,LGG,False
1372,1955,0.07106691,0.035714287,OV,OV,True
1373,5925,0.08703883,0.045454547,LUAD,UCEC,False
1374,3916,1.0,1.0,KIPAN,KIRC,False
1375,3651,0.26726124,0.125,PCPG,PCPG,True
1376,728,1.0,1.0,KIPAN,KIRC,False
1377,2564,0.025532145,0.011904762,KIPAN,ACC,False
1378,989,0.032773677,0.007194245,BRCA,STES,False
1379,3915,0.013099063,0.005882353,CESC,CESC,True
1380,5323,1.0,1.0,GBMLGG,LGG,False
1381,0,0.0,0.0,SKCM,KIPAN,False
1382,5000,0.023002187,0.011627907,OV,LUSC,False
1383,4888,0.21320072,0.083333336,BRCA,BRCA,True
1384,5383,0.08944272,0.03448276,LIHC,PRAD,False
1385,3993,0.15811388,0.07692308,HNSC,GBMLGG,False
1386,0,0.0,0.0,THCA,KIPAN,False
1387,2793,0.08111071,0.03846154,KIPAN,LGG,False
1388,99,0.31622776,0.16666667,PCPG,PCPG,True
1389,2610,1.0,1.0,KIRC,KIPAN,False
1390,2083,0.0559017,0.028571429,BRCA,COAD,False
1391,4955,0.07537784,0.03846154,PAAD,PAAD,True
1392,5191,0.08333333,0.03448276,COAD,COAD,True
1393,5326,1.0000001,1.0,LGG,GBMLGG,False
1394,5265,0.016382439,0.0054347827,LUAD,GBMLGG,False
1395,5535,1.0,1.0,KIPAN,KIRC,False
1396,4632,1.0,1.0,KIRC,KIPAN,False
1397,4197,0.11396058,0.05882353,OV,PAAD,False
1398,0,0.0,0.0,KIRC,KIPAN,False
1399,1535,0.048224285,0.01923077,STES,GBMLGG,False
1400,4098,0.009177015,0.00050403224,THCA,UCEC,False
1401,6047,0.06131393,0.03125,OV,GBMLGG,False
1402,2071,0.5,0.25,LAML,LAML,True
1403,2801,0.040128615,0.020408163,CESC,STES,False
1404,1335,0.36514837,0.18181819,PCPG,PCPG,True
1405,1957,0.0531494,0.0028248588,STES,OV,False
1406,3779,0.068041384,0.03448276,DLBC,BRCA,False
1407,267,1.0000001,1.0,LGG,GBMLGG,False
1408,3172,0.0625,0.032258064,GBMLGG,GBMLGG,True
1409,4486,0.08908708,0.03846154,OV,BRCA,False
1410,0,0.0,0.0,PRAD,KIPAN,False
1411,1356,0.40824828,0.16666667,LAML,LAML,True
1412,2097,0.062017366,0.03125,KIPAN,KIPAN,True
1413,811,0.70710677,0.5,THCA,THCA,True
1414,5100,0.12909944,0.06666667,UCEC,UCEC,True
1415,4749,0.016939422,0.004524887,LUAD,SKCM,False
1416,0,0.0,0.0,THYM,KIPAN,False
1417,978,0.02160679,0.010869565,HNSC,STES,False
1418,5174,0.06085806,0.027777778,LUAD,GBMLGG,False
1419,3636,0.21320072,0.083333336,BRCA,BRCA,True
1420,0,0.0,0.0,BRCA,KIPAN,False
1421,181,0.058025885,0.024390243,LIHC,KIPAN,False
1422,1791,0.0710669,0.02631579,STES,GBMLGG,False
1423,1933,0.040488817,0.007936508,COAD,LGG,False
1424,5413,0.058025885,0.027027028,PAAD,SARC,False
1425,0,0.0,0.0,THYM,KIPAN,False
1426,2447,0.31622776,0.16666667,PCPG,THCA,False
1427,4679,1.0,1.0,KIRC,KIPAN,False
1428,1784,0.0559017,0.028571429,GBMLGG,TGCT,False
1429,1868,0.07018624,0.028571429,STES,GBMLGG,False
1430,0,0.0,0.0,SARC,KIPAN,False
1431,0,0.0,0.0,PRAD,KIPAN,False
1432,3846,0.99999994,1.0,LGG,GBMLGG,False
1433,4258,0.9999999,1.0,LGG,GBMLGG,False
1434,2933,0.28867513,0.14285715,BRCA,THYM,False
1435,173,0.034045327,0.01369863,SKCM,SKCM,True
1436,3512,0.13363062,0.05882353,OV,GBMLGG,False
1437,4553,1.0000001,1.0,LGG,GBMLGG,False
1438,509,0.16222142,0.05,COAD,THCA,False
1439,1337,1.0,1.0,GBMLGG,LGG,False
1440,4442,0.045360923,0.022727273,PAAD,TGCT,False
1441,3339,1.0,1.0,LGG,GBMLGG,False
1442,811,0.09901476,0.009803922,SKCM,THCA,False
1443,1957,0.31622776,0.1,LGG,OV,False
1444,0,0.0,0.0,GBMLGG,KIPAN,False
1445,257,0.024784079,0.0125,STES,BLCA,False
1446,2096,0.18257418,0.1,BRCA,SARC,False
1447,3862,0.03984095,0.013888889,STES,BRCA,False
1448,0,0.0,0.0,BRCA,KIPAN,False
1449,3197,0.06804138,0.03125,LIHC,CESC,False
1450,2444,0.10846523,0.04761905,KIPAN,KIPAN,True
1451,4600,0.05892557,0.023255814,GBMLGG,COAD,False
1452,148,0.1490712,0.05882353,UCEC,LGG,False
1453,3512,0.083333336,0.025641026,STES,GBMLGG,False
1454,1446,0.06666667,0.020408163,HNSC,BRCA,False
1455,5411,0.051502623,0.024390243,LUSC,PAAD,False
1456,4888,0.35355338,0.2,BRCA,BRCA,True
1457,0,0.0,0.0,GBMLGG,KIPAN,False
1458,2572,0.050636966,0.014285714,BRCA,HNSC,False
1459,0,0.0,0.0,PRAD,KIPAN,False
1460,0,0.0,0.0,THYM,KIPAN,False
1461,4701,0.16222142,0.05,HNSC,BRCA,False
1462,0,0.0,0.0,THCA,KIPAN,False
1463,0,0.0,0.0,SARC,KIPAN,False
1464,0,0.0,0.0,BRCA,KIPAN,False
1465,3993,0.17677669,0.09090909,OV,GBMLGG,False
1466,3336,0.018142875,0.0022727272,PRAD,STES,False
1467,752,0.15811388,0.083333336,LIHC,LAML,False
1468,1525,0.043355495,0.019607844,BRCA,OV,False
1469,1554,0.07692308,0.04,COAD,TGCT,False
1470,5899,0.12309149,0.0625,PRAD,PRAD,True
1471,2442,0.024746109,0.010752688,BRCA,KIPAN,False
1472,5485,0.040756956,0.010869565,STES,OV,False
1473,811,0.28867513,0.083333336,THCA,THCA,True
1474,1933,0.05063697,0.0121951215,BLCA,LGG,False
1475,4047,0.08111071,0.03846154,BRCA,PRAD,False
1476,1957,0.31622776,0.1,UCEC,OV,False
1477,0,0.0,0.0,PRAD,KIPAN,False
1478,0,0.0,0.0,STES,KIPAN,False
1479,1199,0.07856742,0.03846154,STES,BRCA,False
1480,0,0.0,0.0,THYM,KIPAN,False
1481,1842,0.109108955,0.055555556,CESC,BRCA,False
1482,2201,0.99999994,1.0,GBMLGG,LGG,False
1483,848,0.13608277,0.05,COAD,SARC,False
1484,0,0.0,0.0,BRCA,KIPAN,False
1485,0,0.0,0.0,PRAD,KIPAN,False
1486,5700,0.11952285,0.055555556,THCA,TGCT,False
1487,2452,0.09128709,0.045454547,BRCA,UCEC,False
1488,1065,0.99999994,1.0,GBMLGG,LGG,False
1489,2845,0.03874921,0.018518519,LIHC,COAD,False
1490,1402,0.029514067,0.0034482758,SKCM,LAML,False
1491,0,0.0,0.0,SARC,KIPAN,False
1492,496,0.083333336,0.02,STES,UCEC,False
1493,0,0.0,0.0,KIPAN,KIPAN,True
1494,811,0.1042572,0.010869565,SKCM,THCA,False
1495,621,0.032124627,0.014492754,HNSC,STES,False
1496,736,0.004752538,0.002202643,LUSC,LUAD,False
1497,2480,0.14433756,0.055555556,BRCA,BRCA,True
1498,450,1.0,1.0,KIRC,KIPAN,False
1499,4091,0.029735051,0.01010101,BLCA,SKCM,False
1500,3453,0.03959038,0.02,COAD,STES,False
1501,0,0.0,0.0,PCPG,KIPAN,False
1502,3463,0.014040016,0.0005906675,COAD,KIRC,False
1503,4721,0.26726124,0.125,BRCA,BRCA,True
1504,0,0.0,0.0,OV,KIPAN,False
1505,2028,0.07905694,0.037037037,GBMLGG,PAAD,False
1506,2471,1.0,1.0,GBMLGG,LGG,False
1507,1689,0.07071068,0.03125,LIHC,LIHC,True
1508,708,0.115662985,0.05882353,KIPAN,KIPAN,True
1509,3993,0.07216878,0.019607844,STES,GBMLGG,False
1510,0,0.0,0.0,PAAD,KIPAN,False
1511,2038,0.056613855,0.027027028,COAD,COAD,True
1512,5553,0.018692406,0.0056818184,BRCA,SKCM,False
1513,2198,0.0438529,0.013888889,LUSC,KIPAN,False
1514,5581,0.077849895,0.04,GBMLGG,BRCA,False
1515,811,0.09365858,0.00877193,SKCM,THCA,False
1516,3800,0.029854074,0.015151516,BRCA,HNSC,False
1517,1380,0.083333336,0.041666668,OV,GBMLGG,False
1518,5293,0.08671099,0.04,CESC,UCEC,False
1519,811,0.40824828,0.16666667,THCA,THCA,True
1520,4723,0.20412414,0.11111111,OV,SARC,False
1521,104,0.06299408,0.03125,LUSC,BRCA,False
1522,4723,0.12126782,0.05,GBMLGG,SARC,False
1523,1202,0.0045169406,0.00046446818,OV,UCEC,False
1524,0,0.0,0.0,SARC,KIPAN,False
1525,4797,0.15430336,0.0625,OV,LAML,False
1526,4721,0.31622776,0.16666667,BRCA,BRCA,True
1527,4711,0.99999994,1.0,KIPAN,KIRC,False
1528,96,0.048911598,0.020833334,CESC,STES,False
1529,865,0.07715168,0.030303031,COAD,SARC,False
1530,3993,0.114707865,0.045454547,BRCA,GBMLGG,False
1531,811,0.3779645,0.14285715,THCA,THCA,True
1532,6111,1.0000001,1.0,KIRC,KIPAN,False
1533,121,0.10050379,0.028571429,LUSC,LGG,False
1534,5398,0.06063391,0.014084507,BRCA,BRCA,True
1535,2278,1.0,1.0,GBMLGG,LGG,False
1536,3350,0.02946278,0.009345794,HNSC,LGG,False
1537,4931,1.0000001,1.0,KIRC,KIPAN,False
1538,496,0.15430336,0.0625,UCEC,UCEC,True
1539,5374,0.072739296,0.03448276,BRCA,BRCA,True
1540,4721,0.10660036,0.022222223,STES,BRCA,False
1541,2071,0.70710677,0.5,LAML,LAML,True
1542,121,0.13245323,0.04761905,GBMLGG,LGG,False
1543,0,0.0,0.0,THCA,KIPAN,False
1544,1336,0.090909086,0.04761905,THCA,GBMLGG,False
1545,1487,0.07071068,0.03125,BLCA,BRCA,False
1546,5586,0.061898444,0.027027028,LIHC,OV,False
1547,4641,0.11952285,0.055555556,BRCA,OV,False
1548,5382,0.06262243,0.032258064,GBMLGG,GBMLGG,True
1549,4230,0.07018624,0.028571429,LIHC,PRAD,False
1550,3568,0.06085806,0.02631579,STES,SARC,False
1551,1168,0.032444283,0.016129032,BLCA,DLBC,False
1552,2027,0.05143445,0.02631579,TGCT,TGCT,True
1553,4486,0.08703882,0.037037037,BRCA,BRCA,True
1554,1982,0.13867505,0.0625,TGCT,PCPG,False
1555,0,0.0,0.0,THCA,KIPAN,False
1556,1337,0.028629914,0.004032258,HNSC,LGG,False
1557,121,0.14002801,0.05263158,PAAD,LGG,False
1558,5123,0.10910894,0.05263158,GBMLGG,GBMLGG,True
1559,2226,0.11785114,0.0625,LIHC,BLCA,False
1560,2326,0.011377602,0.003003003,COAD,CESC,False
1561,570,0.009488589,0.00243309,STES,STES,True
1562,956,0.23570228,0.1,GBMLGG,GBMLGG,True
1563,0,0.0,0.0,PRAD,KIPAN,False
1564,1300,0.027277235,0.01010101,STES,KIRC,False
1565,0,0.0,0.0,BRCA,KIPAN,False
1566,890,0.055239163,0.016,ACC,ACC,True
1567,6075,1.0000001,1.0,KIPAN,KIRC,False
1568,771,0.11322771,0.035714287,KIPAN,PCPG,False
1569,1758,0.0075054434,0.002688172,LUSC,STES,False
1570,1326,0.023609608,0.010638298,LUAD,COAD,False
1571,4562,0.99999994,1.0,LGG,GBMLGG,False
1572,1957,0.19245009,0.037037037,COAD,OV,False
1573,5927,0.18257418,0.083333336,BRCA,PCPG,False
1574,300,1.0,1.0,LGG,GBMLGG,False
1575,811,0.3779645,0.14285715,THCA,THCA,True
1576,1607,0.9999999,1.0,KIRC,KIPAN,False
1577,501,0.06788443,0.027027028,COAD,STES,False
1578,811,1.0,1.0,THCA,THCA,True
1579,4971,0.06681531,0.03448276,OV,PAAD,False
1580,5104,0.04714045,0.0125,SKCM,SKCM,True
1581,4729,0.018312437,0.001992032,THYM,SKCM,False
1582,811,0.33333334,0.11111111,SKCM,THCA,False
1583,2144,0.16666667,0.083333336,PCPG,KIRC,False
1584,0,0.0,0.0,PCPG,KIPAN,False
1585,1552,0.049147315,0.025,TGCT,TGCT,True
1586,333,0.05892557,0.023255814,COAD,LGG,False
1587,0,0.0,0.0,THYM,KIPAN,False
1588,5157,0.0805823,0.035714287,UCEC,PRAD,False
1589,0,0.0,0.0,THCA,KIPAN,False
1590,0,0.0,0.0,THCA,KIPAN,False
1591,0,0.0,0.0,PRAD,KIPAN,False
1592,1795,0.07352146,0.024390243,BRCA,BRCA,True
1593,867,0.99999994,1.0,KIRC,KIPAN,False
