true_class,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,h3__ACC,h3__BLCA,h3__BRCA,h3__CESC,h3__COAD,h3__DLBC,h3__GBMLGG,h3__HNSC,h3__KIPAN,h3__KIRC,h3__LAML,h3__LGG,h3__LIHC,h3__LUAD,h3__LUSC,h3__OV,h3__PAAD,h3__PCPG,h3__PRAD,h3__SARC,h3__SKCM,h3__STES,h3__TGCT,h3__THCA,h3__THYM,h3__UCEC
BRCA,0.000837404,0.001996059,0.22233082,0.023410305,0.0009795001,0.0049620788,0.0057097445,0.0011477491,0.008106215,0.0065377536,0.11806654,0.00428585,0.001853808,0.0014300948,0.00045508606,0.012620007,0.0055462522,0.11425017,0.13601315,0.053313915,0.001535511,0.00060694024,0.005422555,0.07298005,0.19287294,0.0027294331,0.0003603143,0.001003108,0.2323708,0.02052002,0.0004714963,0.0030360275,0.003004043,0.00050384883,0.004824354,0.0038526645,0.12124481,0.002216325,0.00089259376,0.0006693541,0.00016470252,0.007948042,0.003331435,0.1159015,0.13321951,0.04419476,0.00084304105,0.0002553514,0.0032107611,0.06450758,0.22981891,0.0016346325
BLCA,0.00014334526,0.7286507,0.0051372377,0.11229451,0.00053638074,0.0003776197,5.469621e-07,0.09732175,6.4413085e-05,3.8001208e-06,3.6713868e-08,2.2946026e-08,3.0272366e-05,0.007430204,0.037594993,1.6624665e-06,2.5756265e-06,6.3975335e-08,2.5264697e-07,1.4732422e-05,0.0024316406,0.0076106414,3.9993358e-07,1.9372084e-08,2.200909e-06,0.00035003602,3.773838e-05,0.8440569,0.0017526943,0.07165658,0.00015717496,0.000121849036,5.991986e-08,0.05550143,1.3350467e-05,5.827448e-07,3.1029963e-09,1.7408769e-09,6.107964e-06,0.0031426344,0.019569024,2.3034914e-07,4.1491055e-07,6.4648455e-09,2.6717784e-08,2.779598e-06,0.000843724,0.0030330583,4.8375153e-08,1.3323829e-09,3.5393373e-07,0.000103209495
GBMLGG,0.0016765711,0.0036022055,0.010991409,0.010611131,0.055724926,0.026171096,0.574063,0.025628695,0.0031419208,0.009340662,0.00010809279,0.05598616,0.016169481,0.029539486,0.009169545,0.010433738,0.04635147,0.0007489812,0.0075890757,0.0055521224,0.027923252,0.03220619,0.009170245,0.0044510392,0.0036782513,0.01997127,0.0006316721,0.0014705199,0.00501947,0.005229969,0.04084591,0.017285045,0.72873217,0.014681107,0.0010913651,0.0042339074,2.6618192e-05,0.039162066,0.008863004,0.01953846,0.0042142165,0.0048411465,0.033315126,0.00023714479,0.0032031245,0.0022805866,0.020780858,0.023248084,0.004537406,0.0016995242,0.0015412107,0.013290318
BRCA,0.004504757,0.040558144,0.40813208,0.010851006,0.006053227,0.021093069,0.048937976,0.037026554,0.08023847,0.039523076,0.04250787,0.018493295,0.0042921803,0.0019521067,0.0011861121,0.055682074,0.077095576,0.030061048,0.0058563347,0.028790355,0.0008606982,0.016141841,0.0043481123,0.0019821762,0.006633834,0.0071980213,0.0033253916,0.03755322,0.47370058,0.008539642,0.0045134793,0.018986378,0.042707462,0.032895103,0.07484075,0.033984642,0.03887385,0.014910877,0.0029798888,0.001323399,0.00076393184,0.052657027,0.075512975,0.025702504,0.004147062,0.023935465,0.0005427138,0.012749302,0.0030675337,0.0012772428,0.004957572,0.0055520153
TGCT,0.00309828,0.0029917026,0.0062409756,0.0260818,0.00081542396,0.0016984182,0.0030701694,0.006628912,0.052191705,0.060046464,4.48186e-05,0.001995003,0.0056295767,0.004194996,0.0030472479,0.003491094,0.009306415,0.001966285,0.0042563244,0.007982942,0.002866488,0.0036738869,0.7831413,0.0008021795,0.002810337,0.001927227,0.0010594352,0.000935923,0.002051159,0.012638031,0.00019367135,0.00048926286,0.000856402,0.0024471816,0.025475098,0.032150477,7.5335743e-06,0.0005195967,0.0019883984,0.0014833481,0.00094569067,0.001103382,0.004016428,0.00056337216,0.0013954361,0.0031629798,0.000864488,0.0012305927,0.9028912,0.00017110868,0.0008112913,0.00054849294
KIPAN,0.00021476019,0.00041790356,0.0022072496,0.0004556435,0.00024069968,6.799128e-05,0.00015132145,0.0005139238,0.9074212,0.08206725,4.7784173e-08,1.2417849e-05,0.0010571834,0.0017521889,5.8952264e-05,0.00015864747,4.0525538e-05,1.6569795e-07,2.7971764e-05,0.00047288724,0.0001626994,0.0019550568,0.00012873889,2.2328861e-07,0.00010793347,0.00030630635,4.603959e-05,9.714982e-05,0.00056659064,0.00010552467,4.9012404e-05,1.227329e-05,2.5913763e-05,0.00012187587,0.95067424,0.04666973,2.701925e-09,1.4904418e-06,0.00028075365,0.00050091493,9.250354e-06,2.8605862e-05,6.163168e-06,1.1210662e-08,3.8881703e-06,0.000108329754,3.102787e-05,0.00054988643,2.374816e-05,1.5050805e-08,1.8976347e-05,6.857704e-05
LGG,5.9021596e-07,5.1011175e-05,0.0008276595,2.1026094e-06,0.00078964175,1.3108676e-06,0.25162444,0.00045732374,2.4423812e-07,6.3028364e-07,0.18886252,0.5505401,1.1408592e-05,3.0350695e-05,9.904143e-06,0.002081284,0.00072719523,8.685822e-05,0.00014632194,0.00201906,6.257548e-06,6.43386e-05,5.501028e-08,3.2246295e-05,0.00027091088,0.0013562304,6.732817e-08,1.2022805e-05,0.00023291448,2.8952203e-07,0.00027228275,1.7737155e-07,0.2112017,0.00014794766,2.4332696e-08,7.217469e-08,0.1260407,0.65972865,1.953409e-06,6.2019935e-06,1.8853598e-06,0.00082795764,0.00025386945,2.0241963e-05,3.5401456e-05,0.00066229113,9.235429e-07,1.4887858e-05,4.8809845e-09,6.1526334e-06,7.4197094e-05,0.00045720296
THCA,6.5533626e-05,3.8703143e-05,0.02119442,0.020755064,0.00012085231,0.000403246,0.0030066126,0.0002008852,0.005175641,0.00451596,0.13861687,0.008376804,0.00011014703,7.199614e-05,0.0023818293,0.0020209309,0.005818809,0.051105507,0.046015665,0.019091107,0.00034308943,0.0023086704,0.00032654623,0.09578146,0.57134265,0.0008109993,3.218401e-05,1.8350253e-05,0.016232107,0.015857628,6.26063e-05,0.00022977292,0.0019677887,0.00010765584,0.0035385096,0.0030472074,0.12578817,0.0059871096,5.6383404e-05,3.5766756e-05,0.0015326206,0.0012682083,0.004051496,0.042255796,0.037441656,0.0143964235,0.00019187471,0.001468378,0.00018102392,0.08338931,0.64037997,0.0004819778
KIPAN,0.008849105,0.0048443503,0.016859964,0.022087852,0.004048292,0.006525763,0.02265671,0.025663985,0.1675958,0.023609217,1.2389604e-05,0.005399312,0.26458535,0.026230292,0.025147103,0.0137099,0.031002823,4.8958984e-05,0.03208172,0.06523321,0.01041399,0.08201355,0.121562645,0.00066631456,0.0015529682,0.017598478,0.00707761,0.0035802925,0.012675237,0.018831931,0.0029292225,0.0050500734,0.018454036,0.022742255,0.17409346,0.019833345,6.1878422e-06,0.0039819665,0.30261374,0.023606548,0.022119025,0.010587658,0.02821828,2.740896e-05,0.028362274,0.061998587,0.008834963,0.0798983,0.12816,0.00040615446,0.0010399426,0.014871511
OV,0.007193689,0.017269121,0.033461656,0.070015796,0.016536681,0.016128395,0.050341535,0.036647573,0.12515616,0.091746934,0.00057105446,0.013393059,0.035086524,0.022513963,0.012357078,0.07678534,0.07230852,0.002899858,0.034201812,0.13339016,0.021138607,0.030995302,0.04044008,0.0047985213,0.016560443,0.018062199,0.005708118,0.015342548,0.029134348,0.072285555,0.013917627,0.014051999,0.047253076,0.035583343,0.13346174,0.097391136,0.00037146462,0.010573649,0.033877596,0.02015957,0.010071849,0.08034202,0.07770667,0.0020722349,0.03286088,0.1477441,0.018943986,0.029123325,0.038808938,0.0035195407,0.013886992,0.015807705
STES,0.0016824054,0.006453173,0.0069198324,0.0066847536,0.33505052,0.005539385,0.011440438,0.17217363,0.034828782,0.008791371,3.8548624e-08,0.00090367947,0.04592293,0.060487866,0.049144454,0.0136731155,0.009450224,4.5280328e-07,0.00013256854,0.020308314,0.00566619,0.18786758,0.0015988057,2.6480294e-07,0.00026524975,0.015013908,0.001145026,0.0047727255,0.0047953376,0.0049896203,0.38033628,0.0042447574,0.008651305,0.17155786,0.028571563,0.0063695763,1.3613015e-08,0.0005601851,0.041011848,0.055553168,0.043517116,0.010780441,0.0073421528,1.9173314e-07,7.166992e-05,0.016186738,0.00417732,0.19186018,0.0010671687,9.9486584e-08,0.00015738864,0.012280266
THYM,0.00051892415,0.00055722386,0.038503863,0.040728256,0.008198582,0.0037380229,0.0023856782,0.003998613,0.015070266,0.04149863,0.010088915,0.0027260853,0.017519284,0.0047775805,0.0020792782,0.008125215,0.0016127949,0.2673449,0.21368779,0.01692818,0.0057419743,0.0030712907,0.00440071,0.15748866,0.08914807,0.040061217,0.00032590632,0.00035234797,0.031708725,0.035714436,0.006391227,0.0027835933,0.0015364278,0.002863833,0.011548324,0.036268905,0.0078610005,0.0018290143,0.015060836,0.0034398204,0.0014191375,0.006296672,0.0010364911,0.3041483,0.2200799,0.013663369,0.004243741,0.0021197107,0.0031833807,0.16068813,0.08880273,0.036634054
LUSC,0.0008574943,0.0037874992,0.00033362815,0.00040613327,0.004737386,0.001232495,2.9775912e-05,0.4253476,0.0009242599,6.460027e-05,2.7014464e-08,2.4474753e-06,0.0023036634,0.10398813,0.21374089,3.981622e-05,2.86843e-05,5.555909e-07,1.2948527e-06,0.00013057223,0.004408817,0.2361332,2.5210167e-05,1.290124e-07,1.4464457e-05,0.0014612082,0.00037921264,0.0019923495,0.00011143931,0.00016090914,0.0024474845,0.0005949555,6.8456525e-06,0.48390728,0.000351733,1.7278182e-05,2.7910627e-09,4.306778e-07,0.0010979288,0.08141889,0.19489811,1.0214632e-05,7.147828e-06,8.499111e-08,2.1579885e-07,4.280251e-05,0.0023942557,0.22944392,6.4684227e-06,1.7466705e-08,3.2974988e-06,0.0007067087
HNSC,0.00066387973,0.009854232,0.07704211,0.011062185,0.07567824,0.0040439577,0.06683565,0.07274253,0.0026012517,0.0026910151,4.945598e-05,0.03134732,0.022465097,0.009266098,0.014242358,0.06855201,0.34344444,0.00012019657,0.0035947452,0.022051655,0.0043153577,0.10091601,0.0014170749,0.003663957,0.004159321,0.04717983,0.000267752,0.0063055563,0.060806375,0.0067721615,0.06855717,0.0022641663,0.0519905,0.063408814,0.0010751431,0.0012021434,1.3497391e-05,0.022920258,0.016125182,0.005469826,0.009386182,0.059301753,0.44970015,3.6723006e-05,0.001635044,0.0146632595,0.0023539239,0.112843946,0.00058596785,0.0017599071,0.0022810404,0.038273547
LUSC,6.5533626e-05,3.8703143e-05,0.02119442,0.020755064,0.00012085231,0.000403246,0.0030066126,0.0002008852,0.005175641,0.00451596,0.13861687,0.008376804,0.00011014703,7.199614e-05,0.0023818293,0.0020209309,0.005818809,0.051105507,0.046015665,0.019091107,0.00034308943,0.0023086704,0.00032654623,0.09578146,0.57134265,0.0008109993,3.218401e-05,1.8350253e-05,0.016232107,0.015857628,6.26063e-05,0.00022977292,0.0019677887,0.00010765584,0.0035385096,0.0030472074,0.12578817,0.0059871096,5.6383404e-05,3.5766756e-05,0.0015326206,0.0012682083,0.004051496,0.042255796,0.037441656,0.0143964235,0.00019187471,0.001468378,0.00018102392,0.08338931,0.64037997,0.0004819778
PCPG,0.0008627761,0.004230848,0.27456847,0.04259994,0.01042421,0.0045164768,0.016362553,0.011380379,0.09979229,0.15723997,0.021749739,0.008863109,0.018399632,0.0042424975,0.0013858365,0.021120764,0.009535274,0.05733053,0.06307085,0.044857137,0.013757116,0.008382781,0.0104868775,0.032509822,0.045190774,0.017139293,0.00037196677,0.002412509,0.31838432,0.038463853,0.0065900595,0.0027880848,0.012194166,0.007781094,0.098089576,0.18839628,0.017111575,0.005217832,0.015455078,0.0024445243,0.00064939604,0.016993752,0.0059940233,0.055416506,0.060262147,0.040074617,0.0101485085,0.00523264,0.007147007,0.025920346,0.04235882,0.014101323
KIRC,0.026238773,0.008289383,0.20546123,0.034792963,0.0061297934,0.013856019,0.022777937,0.0061407154,0.07719781,0.08065876,0.00171224,0.012838007,0.025841348,0.010510641,0.0058217063,0.031467985,0.013731291,0.00901111,0.06059795,0.1270527,0.015526141,0.01073619,0.15498322,0.012527151,0.013476285,0.01262264,0.024713354,0.005414683,0.22428676,0.032153986,0.003605547,0.0114226155,0.016159846,0.0031527786,0.0707776,0.08034788,0.00078186503,0.008339591,0.022514788,0.0074113533,0.0033806434,0.026923986,0.009392907,0.0053441967,0.058298815,0.14102967,0.0124765225,0.0070235403,0.19812419,0.0077406764,0.00939825,0.009783932
SKCM,0.010490863,0.018149713,0.0014160187,0.0029621182,0.036566023,0.00020516565,0.0017256034,0.00964313,0.0038697296,0.0006844935,1.4028987e-11,5.2915515e-05,0.0027909111,0.039271712,0.0069624423,0.00014807463,0.00071419927,1.1524784e-11,1.9278284e-06,0.00014019228,0.82604283,0.030806055,8.808552e-05,3.2483476e-09,1.8882452e-05,0.0072489027,0.0043808445,0.0077883485,0.00035890075,0.0009266774,0.016904168,4.430899e-05,0.00043383194,0.0034580329,0.0010943412,0.00015070783,2.9164897e-13,8.302035e-06,0.0008323825,0.018856572,0.0024118987,2.6639389e-05,0.00017397203,2.2708516e-13,1.9667687e-07,2.5538116e-05,0.92658156,0.012941882,1.5818117e-05,1.3995105e-10,2.800248e-06,0.0025822476
SARC,7.387455e-05,1.8756613e-05,0.020257445,0.019100357,0.00018234411,0.0008973544,0.003164963,0.00017631866,0.007002102,0.0038832673,0.17270294,0.013615338,0.00012156878,0.0001815653,0.0049464535,0.0017848666,0.0004958777,0.043352153,0.055907365,0.028302731,0.00032704326,0.0023668378,0.00059039175,0.08762227,0.5320492,0.0008766226,3.6603436e-05,8.53148e-06,0.015620374,0.014623224,9.760927e-05,0.0005444792,0.0021025417,9.298453e-05,0.004969056,0.0026294459,0.16290967,0.010137342,6.236573e-05,9.655694e-05,0.003422062,0.0011331589,0.000285022,0.035721965,0.047189776,0.022507884,0.00018219365,0.0015365094,0.00034500955,0.07705182,0.5961665,0.00052733097
DLBC,0.027745137,0.0090398295,0.045426913,0.032213617,0.0021954225,0.17259507,0.029674834,0.04734808,0.12446251,0.01878025,8.899683e-05,0.006521234,0.06550774,0.046302333,0.0136620235,0.019455926,0.017187245,0.0006347851,0.12850292,0.06803206,0.014145167,0.011147183,0.089316316,0.0029193128,0.0052852253,0.0018098585,0.023509044,0.005926657,0.035256,0.026820933,0.0010921902,0.23869407,0.021726904,0.041674037,0.12514514,0.013006138,2.780075e-05,0.0038920725,0.065164074,0.043613166,0.009334498,0.013732205,0.012399215,0.0002747802,0.1360618,0.064642966,0.0099527575,0.0068594655,0.09565768,0.0014401538,0.0032040523,0.0008922141
LUAD,0.002016794,0.052864183,0.2618317,0.009817309,0.010960334,0.0016404369,0.007352583,0.14293951,0.007303391,0.0113995755,4.6854298e-06,0.00094258226,0.02518106,0.18093702,0.016088389,0.06550312,0.029474106,3.8941316e-06,0.00060673873,0.009596068,0.0056367326,0.14056024,0.0018985318,1.3287372e-05,1.337562e-05,0.01541441,0.0014787075,0.050782952,0.2681608,0.0078055873,0.008873989,0.0012013637,0.0053317207,0.148072,0.005251903,0.008925607,2.1685273e-06,0.0006027991,0.022052709,0.19827454,0.013795294,0.06104282,0.026680227,1.8351203e-06,0.00038869833,0.00772783,0.004249823,0.1448354,0.0013386917,6.4221726e-06,6.764659e-06,0.01310936
BRCA,0.00037043932,0.00022346561,0.07117439,0.028829703,0.0008656817,0.0018372531,0.12171443,0.0041340003,0.011572269,0.010183329,0.061617773,0.06560344,0.009312749,0.0056026173,0.0016271477,0.00743583,0.011561248,0.023735655,0.08489408,0.22782974,0.0032212804,0.0020981464,0.0032526276,0.03902466,0.19015792,0.012120097,0.0002395666,0.00014188049,0.069505386,0.026783822,0.0005531713,0.0012864369,0.125242,0.0032008262,0.009432205,0.0082152765,0.05780941,0.063097596,0.0077588437,0.0045881667,0.0012008571,0.005611476,0.009842613,0.020393416,0.08090936,0.24817745,0.002541615,0.0015656591,0.0024037922,0.034174927,0.20454794,0.010776327
BRCA,0.0006674237,0.020799732,0.28492856,0.053072628,0.04621089,0.00048689108,0.0096174395,0.087666884,0.0028462254,0.003511988,1.8273856e-06,0.0009412583,0.023868104,0.016340703,0.11271672,0.0036504718,0.0051939446,3.0371282e-07,0.0024257193,0.0069410424,0.02167858,0.04851933,0.0015931646,0.00031853723,1.1584775e-05,0.24599001,0.00043725912,0.018361483,0.3005395,0.049444884,0.041365746,0.00031809794,0.0073411157,0.082034886,0.0018929583,0.0024108225,7.8571554e-07,0.00059253286,0.020186305,0.013334737,0.11197432,0.0026900764,0.0039373343,1.1965119e-07,0.0016352793,0.005222726,0.018303998,0.04338965,0.0010726574,0.00018340474,5.7606953e-06,0.27332357
KIRC,0.002738452,0.0016950114,0.008428195,0.04400641,0.0029639332,0.0058642286,0.008046637,0.00600059,0.07753543,0.47492617,0.0052075563,0.00895426,0.012365852,0.008093076,0.0021169747,0.012247115,0.02039503,0.07354432,0.05191891,0.058377065,0.0075251255,0.0028273975,0.03518694,0.042835735,0.019670272,0.006529297,0.001274762,0.00069748814,0.004195665,0.033067696,0.0013916333,0.0031875658,0.0039564273,0.0028547922,0.07502691,0.6006294,0.0024882792,0.005008388,0.007980872,0.00447881,0.0008923429,0.0069896425,0.014059492,0.06384532,0.040524554,0.047431227,0.004752763,0.0014106538,0.025601093,0.030855713,0.013321764,0.0040767556
LUSC,0.0003028651,0.004371345,0.0057906397,0.0022767445,0.0010130396,1.215951e-05,5.0240606e-06,0.09879165,0.000115642266,2.45578e-05,4.5513037e-08,8.2315205e-07,0.0039623375,0.062895514,0.5944579,0.00031832804,2.3617138e-06,2.0052257e-08,3.7367045e-06,8.477559e-05,0.0013852405,0.2234583,4.654776e-05,1.4102862e-07,9.168841e-06,0.00067110755,0.00010279727,0.002323879,0.0027067482,0.00098966,0.00037680066,3.0319377e-06,8.790787e-07,0.07034584,2.910526e-05,5.209166e-06,5.135965e-09,1.15388204e-07,0.0018304331,0.041722562,0.6892176,9.9487625e-05,3.933556e-07,1.8148544e-09,6.27448e-07,2.3690352e-05,0.00061251473,0.18934007,1.2361698e-05,1.5238797e-08,1.8911146e-06,0.00025423084
THCA,0.00025322445,0.00019539565,0.09602302,0.015225786,0.0015191329,0.0032906188,0.0024304779,0.0007783721,0.0033950713,0.013609679,0.17270085,0.002868239,0.00089326943,0.000676748,0.00020387147,0.01027584,0.003940513,0.1056356,0.13355663,0.043160185,0.0005867407,0.0010015994,0.002335282,0.15986845,0.22117741,0.0043980167,9.562083e-05,6.161948e-05,0.09272122,0.010058144,0.00078173686,0.0017776673,0.0010807263,0.0003476307,0.0019317332,0.008367814,0.1808207,0.0015823594,0.00041458817,0.00028934577,7.376907e-05,0.0070327716,0.002109499,0.097631626,0.14472763,0.033083245,0.00020849932,0.00048149642,0.0012512002,0.15607624,0.2541893,0.0028038162
LUSC,0.001414193,0.010074528,0.0057903184,0.00041850685,0.03871959,0.0018037019,0.00067461253,0.07874232,0.0011256554,0.00015989075,8.254087e-08,8.240856e-05,0.03519845,0.1048547,0.18579526,0.009448039,0.0016475235,8.66598e-08,1.4360977e-05,0.00237209,0.0014596636,0.5128485,9.4741066e-05,1.0106553e-07,8.4017294e-05,0.0071767755,0.0009152331,0.007698869,0.0037817473,0.00024123362,0.03137391,0.0012174735,0.00038416346,0.06810134,0.0006631838,8.546755e-05,2.7607175e-08,4.0672207e-05,0.02868673,0.096137285,0.17642045,0.0067520817,0.0010581679,2.99055e-08,6.6196176e-06,0.0015289604,0.0009430711,0.56865877,5.078153e-05,3.3797544e-08,4.318751e-05,0.0052105156
SKCM,2.1083229e-06,0.0004080324,9.014549e-07,2.3859917e-05,0.0013303597,1.4674658e-06,2.0655116e-06,0.0020909468,2.7554978e-07,1.4075028e-09,3.2313189e-12,1.5513106e-09,3.4917214e-06,0.001035003,0.0023195145,6.788587e-11,9.985054e-09,1.7966571e-12,1.4064813e-10,7.8524283e-07,0.99148214,0.0011721354,1.1958756e-11,1.867812e-12,6.672618e-10,0.00012693493,2.6177537e-07,8.992031e-05,8.599027e-08,3.7027266e-06,0.00032597652,1.8303038e-07,2.3726038e-07,0.0005599043,2.2757392e-08,6.543467e-11,7.421491e-14,7.985007e-11,4.5160107e-07,0.000254448,0.0006439606,2.2691775e-12,5.998985e-10,3.7895492e-14,5.023181e-12,7.797042e-08,0.99781984,0.0002763954,3.3580923e-13,3.6620768e-14,3.0127408e-11,2.4539659e-05
KIRC,0.02744103,0.019641144,0.1767804,0.020437365,0.011473994,0.008529452,0.03966399,0.02791769,0.13033485,0.030122759,1.7781476e-05,0.0051678782,0.07473128,0.0832862,0.03781552,0.021711737,0.0156014655,0.000270202,0.022056062,0.03336634,0.08955297,0.040199626,0.068222426,0.003344537,0.0023709394,0.009942324,0.02407736,0.014836754,0.19709544,0.01583203,0.0075834207,0.0058300076,0.03307753,0.02192863,0.14131546,0.023407461,5.203974e-06,0.0027890294,0.07692256,0.089795925,0.035730883,0.016055398,0.011389325,0.00011919618,0.016693197,0.031091621,0.11780922,0.036790647,0.07009779,0.0016919697,0.0012147621,0.0068191737
BRCA,0.0025871873,0.001670631,0.031949658,0.015853662,0.012491125,0.014494305,0.08923124,0.008489889,0.097796425,0.03820189,0.0074566877,0.02625112,0.041349933,0.033293817,0.010181718,0.11574149,0.038812768,0.0067451308,0.076947704,0.20186408,0.016262462,0.013618643,0.021265658,0.041982718,0.01496443,0.020495612,0.0019392017,0.00121505,0.027496792,0.013543026,0.010424598,0.013014304,0.0883154,0.006726358,0.09980449,0.036243413,0.0057757953,0.023268498,0.04016516,0.031354543,0.008374873,0.1218682,0.038100842,0.005172629,0.07671295,0.2322708,0.015461373,0.011087005,0.019088028,0.039855145,0.012752594,0.01996892
STES,0.0009875201,0.012238552,0.0102478415,0.0018030258,0.25225866,0.0043428508,0.014401744,0.017879037,0.0010373497,0.00019916912,4.98481e-09,0.0038326061,0.03595942,0.025474524,0.01838695,0.002011261,0.0072088973,2.9180531e-09,4.0345727e-05,0.0029997795,0.0011896678,0.5274507,6.077613e-05,3.3108284e-07,3.0508545e-05,0.05995835,0.00037359082,0.0068368954,0.004545899,0.00067571335,0.2387158,0.0022036755,0.007413323,0.009956718,0.00032583228,5.040759e-05,3.0991593e-10,0.0016402567,0.022899235,0.015435314,0.01057366,0.000771566,0.0035043089,1.6713343e-10,8.282677e-06,0.0012230437,0.00042755387,0.6269631,1.436647e-05,3.410346e-08,6.55489e-06,0.045434874
LUAD,0.004010336,0.006627813,0.16798602,0.012896894,0.030114956,0.012606445,0.009621845,0.022207536,0.019454349,0.024447937,8.105812e-06,0.0010028707,0.077282205,0.16622202,0.027769998,0.050147478,0.04861204,0.0002018562,0.011504737,0.04298887,0.040084336,0.11533803,0.09474584,0.00038772565,0.0010708004,0.012658893,0.0030649847,0.005224923,0.17231967,0.010987821,0.027441626,0.010528443,0.00715824,0.019753719,0.01590714,0.021170264,4.081698e-06,0.00065482286,0.07868392,0.18825568,0.02486594,0.04837633,0.04694967,0.00012456426,0.009372898,0.040093075,0.03761154,0.120878845,0.09905017,0.0002378605,0.0007252482,0.010558532
STES,0.00065090164,0.0056027207,0.036278047,0.0053019864,0.041169513,0.009959543,0.021939037,0.08895263,0.0052674664,0.0021055138,1.0369457e-06,0.0019193176,0.11210828,0.029706478,0.074708685,0.029101163,0.02699519,6.1380086e-07,0.0005535394,0.009818351,0.0153299775,0.4164599,0.002807375,4.267198e-06,0.001093037,0.06216542,0.00041445327,0.0041718483,0.02923521,0.0038797494,0.036283646,0.008137621,0.017056685,0.08383821,0.0036065388,0.0013690771,4.4359354e-07,0.001261488,0.11024291,0.025044348,0.07095026,0.024441417,0.022957582,2.5017468e-07,0.00032892448,0.007428373,0.012190131,0.47246903,0.001939242,1.8875284e-06,0.00068945065,0.06206122
LGG,4.9770997e-06,5.36296e-06,0.012872114,0.00031594778,0.00014810085,1.740197e-05,0.29238096,0.00016745379,3.149284e-05,4.1536103e-05,0.024998678,0.65740484,9.706034e-05,4.332425e-05,5.982998e-06,4.6593326e-05,4.0297607e-05,0.00017498503,0.0011464338,0.00025345117,6.2801744e-05,3.06623e-05,1.7071234e-06,0.00076808577,0.0007509092,0.008188792,1.8080088e-06,1.9789666e-06,0.008307349,0.00016105373,7.052626e-05,6.961562e-06,0.25974086,8.187628e-05,1.2385228e-05,1.7049299e-05,0.016729876,0.707765,4.382532e-05,1.9118517e-05,2.2749796e-06,1.9699733e-05,1.6840355e-05,8.366513e-05,0.00061758776,0.00012373131,2.685769e-05,1.2736751e-05,5.742765e-07,0.00039929737,0.00041496515,0.0053221346
KIRC,0.001490909,0.016918909,0.07943685,0.042528465,0.018817777,0.019315554,0.02102621,0.025945019,0.12253189,0.22884446,0.0002923163,0.007935505,0.044436578,0.013947736,0.008482866,0.054698333,0.042337433,0.0045087957,0.05268171,0.036185734,0.01113622,0.04665345,0.06584374,0.0026871837,0.0038941447,0.027422275,0.0007483506,0.012753294,0.07392103,0.038305055,0.013935784,0.015997954,0.014453495,0.020706074,0.13156179,0.2909141,0.00011416254,0.0046371743,0.03959527,0.00940315,0.0055726985,0.052793242,0.038477834,0.002514281,0.04854743,0.029690048,0.0076673697,0.044496432,0.07119207,0.0013080614,0.0021522862,0.028541576
BLCA,0.0009896162,0.678036,0.010025604,0.05538048,0.002455329,0.0054615373,0.000102192396,0.12148773,0.0015055394,0.00024853926,1.0389703e-07,2.9096167e-05,0.0015185553,0.01566832,0.06321498,0.00012582548,7.082566e-05,3.657251e-08,1.5154574e-05,0.00051899045,0.028433895,0.009400239,1.3547391e-05,2.1447445e-07,1.637824e-05,0.005281246,0.0005745115,0.75306684,0.0064560897,0.0424978,0.0015028658,0.0037094192,4.626081e-05,0.09931742,0.00083487097,0.00012456553,3.2735276e-08,1.265513e-05,0.00090259453,0.010986573,0.049268477,6.2792846e-05,3.4138295e-05,1.0729479e-08,6.218102e-06,0.0002797483,0.020632198,0.0061958246,5.8080955e-06,6.843998e-08,7.0842398e-06,0.003475129
GBMLGG,0.0002964237,0.00047403268,0.0026757387,0.0026209306,0.0029553291,0.00015696273,0.64014584,0.0022519485,0.0008930554,0.0054485505,0.002213434,0.28645775,0.008827803,0.0023256622,0.00029103862,0.0015573647,0.013213521,0.0016969799,0.0016601819,0.008411452,0.0014659322,0.0031941202,0.0012080875,0.0013860952,0.0018124935,0.0063592694,6.946502e-05,0.00012203535,0.0008280731,0.00092692324,0.0010604503,3.4579272e-05,0.7060165,0.0007451633,0.00022231594,0.0020414712,0.0007435512,0.265562,0.00386508,0.00080775336,6.638271e-05,0.00044668437,0.006145603,0.00052463886,0.000514254,0.0035750128,0.00044083243,0.0011857951,0.00034463717,0.00038279616,0.0005933584,0.002734662
LIHC,0.0008123646,0.0031603777,0.0041296678,0.005421732,0.00037566145,0.00045711844,0.0023894361,0.004949545,0.021445483,0.035795663,7.215477e-07,0.0009834361,0.8278266,0.01140065,0.004286745,0.0037813687,0.00086800725,5.4354e-06,0.026453234,0.0010959222,0.003613587,0.013356901,0.0063976073,9.02198e-05,0.00026129387,0.02064118,0.00019409077,0.00093745906,0.0011152616,0.001890857,7.63653e-05,0.00010369195,0.0005955609,0.0015983869,0.00823733,0.015983827,7.041547e-08,0.00022144787,0.93314457,0.0043802243,0.0014120553,0.0010550629,0.00020910216,6.67555e-07,0.010731838,0.00026452387,0.0011009015,0.005121563,0.0022759526,1.4067406e-05,5.3721233e-05,0.009281429
