row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,h1__ACC,h1__BLCA,h1__BRCA,h1__CESC,h1__COAD,h1__DLBC,h1__GBMLGG,h1__HNSC,h1__KIPAN,h1__KIRC,h1__LAML,h1__LGG,h1__LIHC,h1__LUAD,h1__LUSC,h1__OV,h1__PAAD,h1__PCPG,h1__PRAD,h1__SARC,h1__SKCM,h1__STES,h1__TGCT,h1__THCA,h1__THYM,h1__UCEC
1457,GBMLGG,0.00080287753,0.0027450286,0.25766438,0.04218431,0.018545622,0.005845928,0.14031543,0.020811629,0.016336104,0.030936774,0.010936734,0.037226155,0.055446487,0.01782546,0.0048160623,0.024997061,0.059766274,0.016848763,0.034051903,0.055603378,0.007021088,0.02123646,0.008115144,0.00638019,0.021351986,0.082188755,0.00080287753,0.0027450286,0.22812822,0.02989295,0.018485133,0.005845928,0.09259516,0.023514835,0.041706715,0.032816086,0.050022002,0.02701035,0.026779521,0.021534106,0.018682748,0.05820635,0.06442839,0.032162227,0.07255112,0.042517167,0.007021088,0.027211687,0.008115144,0.018975781,0.019150522,0.029098855
1458,BRCA,0.0012097473,0.0016351729,0.055236507,0.11505935,0.006438774,0.0066202036,0.032453083,0.008703498,0.19583148,0.07404867,0.019530412,0.014807625,0.005893617,0.005740436,0.0025586952,0.016326968,0.014668805,0.06105644,0.0987556,0.046209224,0.006294848,0.0046208114,0.01607169,0.09709254,0.081711404,0.011424409,0.0012097473,0.0016351729,0.07404333,0.09278649,0.009106649,0.0066202036,0.03170406,0.010955808,0.20001517,0.03555453,0.033751283,0.010101369,0.016422767,0.011395519,0.011514632,0.019356735,0.020767517,0.05224812,0.05207177,0.045416277,0.006294848,0.012925569,0.01607169,0.16519302,0.052905302,0.009932424
1459,PRAD,0.0020056167,0.002468772,0.12522137,0.027319234,0.006121474,0.0074975067,0.031092755,0.008072852,0.030660521,0.06672835,0.099664465,0.031581085,0.019796964,0.009338779,0.003893773,0.02434796,0.02008453,0.072736576,0.17759615,0.05545299,0.008624399,0.005195697,0.04186446,0.054014217,0.05929495,0.009324523,0.0020056167,0.002468772,0.05304995,0.03174635,0.014124364,0.0074975067,0.026267013,0.019708266,0.026699662,0.06241577,0.026708132,0.014974269,0.016299881,0.016935917,0.014275361,0.038117528,0.018554885,0.027183045,0.33280587,0.027873091,0.008624399,0.024638394,0.04186446,0.03213196,0.08816048,0.024869025
1460,THYM,9.2150214e-05,0.0001204037,0.0217498,0.02214647,0.00029364435,0.0012821219,0.001960499,8.796974e-05,0.006611304,0.0038729177,0.14025058,0.012862235,0.00014571908,0.00016342432,0.005008759,0.002254183,0.0052294205,0.05024479,0.054871272,0.03215343,0.00042204603,0.0024327391,0.0007251612,0.113746464,0.52023333,0.0010392318,9.2150214e-05,0.0001204037,0.02368622,0.03126382,0.006977146,0.0012821219,0.010651469,0.007818384,0.015566395,0.010966045,0.107328445,0.022990689,0.0074639013,0.007771845,0.020724367,0.013509571,0.011385578,0.040861122,0.03273657,0.039729826,0.00042204603,0.009885665,0.0007251612,0.09129141,0.47747546,0.007274243
1461,HNSC,0.00058947096,0.0143947,0.09473864,0.04072053,0.017035283,0.002783876,0.009810747,0.57293105,0.0010556857,0.0013852282,6.869963e-06,0.005767387,0.0053671394,0.012703255,0.056212258,0.01745676,0.054668725,1.3576143e-05,0.00052256946,0.021123877,0.0028053161,0.02826487,0.0028569384,0.00034648564,0.0013789862,0.035059717,0.00058947096,0.0143947,0.09075998,0.046300735,0.036199823,0.002783876,0.025713883,0.30923045,0.014660597,0.0112790605,0.009510753,0.009965971,0.020493243,0.017463986,0.013999001,0.059265614,0.1315577,0.009531471,0.011992511,0.030670948,0.0028053161,0.063548304,0.0028569384,0.0097922105,0.009530474,0.045102946
1462,THCA,0.00011796589,0.000938459,0.20528778,0.012872491,0.0026624457,0.002149397,0.005269317,0.0023124127,0.01006599,0.01184763,0.15302475,0.003835877,0.0012377701,0.00074636843,0.00015921613,0.026205752,0.0058040963,0.109664775,0.23682295,0.054438267,0.0008979974,0.00052697345,0.0014351076,0.058552437,0.087615825,0.0055079046,0.00011796589,0.000938459,0.073880896,0.014783042,0.009388846,0.002149397,0.016537571,0.011187023,0.02255133,0.032601304,0.079717286,0.010045653,0.009820859,0.010497829,0.009250592,0.024579508,0.0111333355,0.22779837,0.24324639,0.06208891,0.0008979974,0.013097302,0.0014351076,0.0543944,0.047828715,0.010031862
1463,SARC,0.0032831358,0.0031569712,0.07803052,0.028815025,0.008684839,0.005278593,0.038115118,0.006923053,0.042565696,0.01705213,0.23216185,0.03809094,0.025339076,0.013170162,0.00095720554,0.01647411,0.013896654,0.12786217,0.09461785,0.055392582,0.01308802,0.0145083135,0.02439599,0.05696636,0.027293405,0.013880229,0.0032831358,0.014510749,0.0483596,0.04559896,0.008684839,0.005278593,0.044828765,0.01875029,0.04903775,0.019703168,0.13037635,0.015613812,0.048353694,0.020582315,0.015467446,0.02829173,0.024236431,0.114595,0.08878594,0.09223159,0.01308802,0.02371872,0.02439599,0.04564951,0.03092404,0.025653556
1464,BRCA,0.002155962,0.009514694,0.5089693,0.030759847,0.0035630218,0.0017579673,0.009103155,0.013369258,0.030751824,0.1099832,0.01003988,0.003817255,0.018770576,0.015476059,0.00064500974,0.018412491,0.017810838,0.018235803,0.055077564,0.03429052,0.006547151,0.01324871,0.02362548,0.012138961,0.014752596,0.017182898,0.002155962,0.009514694,0.793622,0.011844572,0.002245317,0.0017579673,0.0037979803,0.0024411546,0.01621832,0.020925222,0.0019085521,0.0019662299,0.0047527887,0.0035147106,0.0019648415,0.0037244812,0.004911095,0.01010974,0.016265798,0.03185816,0.006547151,0.017670123,0.02362548,0.0020903747,0.002436507,0.0021307848
1465,OV,0.00026412023,0.000920129,0.13185798,0.0023031202,0.044973224,0.0013930217,0.10711315,0.01575489,0.0010178114,0.001362673,0.011652365,0.023970002,0.0065839477,0.006193238,0.0043282225,0.14286661,0.36046854,0.0028382158,0.006249308,0.021284891,0.00096785085,0.023200357,0.0008583446,0.0051428545,0.0046130014,0.07182216,0.00026412023,0.000920129,0.20376387,0.017072469,0.05298461,0.0013930217,0.06510234,0.020380728,0.024069846,0.017984273,0.02605791,0.016686752,0.018073738,0.02933033,0.015341135,0.22032881,0.066850975,0.0158801,0.030165574,0.031045841,0.00096785085,0.02730725,0.0008583446,0.016451692,0.022705926,0.058012385
1466,PRAD,0.0006618897,0.001447415,0.10629986,0.028550737,0.021147327,0.00900324,0.014181883,0.006039846,0.030719802,0.045778267,0.004121065,0.009901345,0.026331417,0.014542972,0.009311668,0.087717764,0.021478212,0.014410308,0.26593554,0.15693353,0.020770418,0.015261185,0.010126683,0.031208895,0.028365185,0.0197535,0.0006618897,0.011125668,0.06943518,0.01715979,0.021147327,0.00900324,0.026942208,0.014358003,0.022040421,0.013384749,0.019956373,0.022488581,0.020781487,0.01803509,0.011844171,0.029660396,0.021729404,0.016497558,0.28636295,0.23392726,0.020770418,0.017871978,0.010126683,0.021331636,0.030806035,0.012551451
1467,LIHC,0.0013905085,0.0031496608,0.011493721,0.0031223136,0.0025572446,0.00082023186,0.26208332,0.0019849371,0.0091103325,0.011362087,0.08823325,0.497234,0.0049402975,0.0020252997,0.00010702587,0.007161582,0.0019200582,0.0366787,0.011875551,0.01446295,0.0038320848,0.0017334819,0.0013780647,0.008951019,0.0036464604,0.008745944,0.0013905085,0.0031496608,0.022702973,0.016574003,0.009339973,0.00082023186,0.23789378,0.011128789,0.036876798,0.020466557,0.009219151,0.41350168,0.009769738,0.010763331,0.009202438,0.01523837,0.011570353,0.053544953,0.03184433,0.024152545,0.0038320848,0.01162097,0.0013780647,0.013490736,0.010387037,0.010141056
1468,BRCA,0.005410546,0.035686433,0.14313047,0.012476973,0.023256011,0.0017808772,0.004054925,0.21982911,0.12882896,0.027171122,8.407102e-06,0.001397902,0.045445625,0.13837637,0.016213497,0.015657006,0.00398475,2.011629e-05,0.0014269068,0.0060461415,0.010527681,0.14415735,0.0010451917,1.1702031e-05,0.00039866474,0.013657232,0.005410546,0.035686433,0.04252422,0.057584938,0.06590135,0.0017808772,0.022771027,0.10524224,0.043269727,0.023179868,0.013968683,0.015081484,0.07585677,0.11710654,0.038562823,0.06554074,0.022028342,0.014110093,0.0182418,0.02077735,0.010527681,0.10544839,0.0010451917,0.014872201,0.014318026,0.04916263
1469,COAD,3.8839018e-05,0.0026500775,0.007506833,0.0004331737,0.8435339,0.0017019272,0.0016424342,0.011168853,0.001067235,0.0015207359,0.00060866785,0.0016380344,0.006390004,0.0052817734,0.0044597657,0.07274477,0.005364212,0.0002589534,0.007311804,0.0071851546,0.002968433,0.010757497,0.00025355775,0.00038447414,0.00037034132,0.0027587106,3.8839018e-05,0.0026500775,0.00583126,0.0024264615,0.9005601,0.0017019272,0.005626243,0.010458064,0.0027107252,0.0023396148,0.0019366666,0.0020408279,0.0059713623,0.0023853022,0.002039387,0.013834824,0.007463406,0.0019408853,0.004215775,0.008025581,0.002968433,0.0053920993,0.00025355775,0.0019939796,0.0019406957,0.003254089
1470,PRAD,0.00051631883,0.0019261971,0.020194255,0.020947754,0.007874666,0.0060473387,0.0067300093,0.003862378,0.0061731264,0.006439913,0.013210501,0.0012751097,0.008543788,0.003962302,0.0008450977,0.010489475,0.01737601,0.060439505,0.6098657,0.039683767,0.009782168,0.0046466864,0.0048084822,0.054897916,0.06905662,0.01040486,0.00051631883,0.0019261971,0.019766098,0.019240031,0.006464946,0.0060473387,0.010546198,0.004541735,0.0076708915,0.006510287,0.0054144585,0.0038870468,0.0045855925,0.0044070464,0.0038046355,0.012774122,0.00465985,0.055251427,0.74240744,0.021602044,0.009782168,0.005605694,0.0048084822,0.02118051,0.012153268,0.0044461424
1471,BRCA,0.004829695,0.6591548,0.035886567,0.11358172,0.001634615,0.0011809926,0.000114087234,0.06167025,0.0044702888,0.0012134986,1.503219e-09,1.32415225e-05,0.00061089074,0.02764801,0.006291653,0.00017484483,0.00013990638,2.2494104e-09,2.2818254e-05,0.0005241114,0.039184052,0.03708251,1.3372657e-05,8.7963353e-10,6.775981e-05,0.004490323,0.004829695,0.6591548,0.070444055,0.04657292,0.004985872,0.0011809926,0.0044083255,0.045508172,0.013414469,0.005063203,0.0033725023,0.0035608392,0.006248697,0.023938062,0.0078414455,0.0051254556,0.012522344,0.003304591,0.0038847493,0.004670753,0.039184052,0.020197593,1.3372657e-05,0.0035347505,0.0034007195,0.0036375788
1472,STES,0.0011820473,0.16865629,0.0121336095,0.06565465,0.041250207,0.0004494107,7.607206e-05,0.23814127,0.00025020476,4.9604732e-05,3.4456693e-07,2.2279824e-05,0.003310123,0.089168884,0.085038215,6.669261e-05,0.00016930714,1.3606798e-07,1.8277992e-06,0.00046880235,0.0029324144,0.25844362,3.640419e-05,1.3754736e-06,3.6554604e-05,0.032459706,0.0011820473,0.16865629,0.027062312,0.01802762,0.012305365,0.0004494107,0.010769,0.31263563,0.011311763,0.009818311,0.008238611,0.008698694,0.012666165,0.06978351,0.16982123,0.013641313,0.008807851,0.0080727115,0.0094899675,0.011541865,0.0029324144,0.07482439,3.640419e-05,0.008634963,0.010781371,0.009810847
1473,THCA,0.0026331348,0.011637687,0.0465636,0.014053575,0.036461897,0.0031944264,0.07129105,0.0037787708,0.045480024,0.022528399,0.0033192348,0.029541675,0.026369262,0.009822228,0.00064819795,0.01392401,0.015150565,0.009491935,0.0514187,0.008419616,0.070148125,0.010146551,0.014885605,0.4427816,0.012600165,0.023710035,0.0026331348,0.011637687,0.017964268,0.00457321,0.0048438213,0.0031944264,0.035169333,0.004604684,0.018295221,0.005538186,0.0029397388,0.0030981975,0.0037131666,0.03308365,0.0030956622,0.009643612,0.018246477,0.0029461428,0.006988242,0.015117371,0.070148125,0.00513677,0.014885605,0.695206,0.003890654,0.003406714
1474,BLCA,0.0007114209,0.22320847,0.035588924,0.011502232,0.0012076796,6.344959e-05,9.2860246e-05,0.49969155,0.00033883748,9.983588e-05,4.8012026e-07,9.525694e-06,0.00272394,0.038103007,0.10635772,0.00044482123,1.734834e-05,1.2443185e-07,2.3732508e-05,0.00010761462,0.0038965058,0.02653843,1.3698425e-05,7.305094e-07,1.2799654e-06,0.049255796,0.0007114209,0.22320847,0.021618286,0.026739432,0.00960948,6.344959e-05,0.01380089,0.21505082,0.011839704,0.009590301,0.0085613765,0.009265297,0.016822917,0.041369036,0.21735847,0.010208855,0.010837423,0.008503579,0.013446562,0.011018038,0.0038965058,0.047819,1.3698425e-05,0.00884919,0.008414356,0.05138346
1475,BRCA,0.0053180107,0.0090738395,0.028536737,0.015293227,0.010352096,0.02766722,0.006854365,0.040501736,0.12340118,0.08578349,1.9320742e-05,0.0016521391,0.14851926,0.060524847,0.026081728,0.05441609,0.0041468595,0.00016102733,0.12925658,0.066576876,0.01109091,0.06280108,0.06071358,0.0006429164,0.0016492615,0.018965652,0.0053180107,0.0090738395,0.043603837,0.057761993,0.030592276,0.02766722,0.027272126,0.04170894,0.08671261,0.034016196,0.012360874,0.01334559,0.05252578,0.13996258,0.015157441,0.124051355,0.017482614,0.012486007,0.031065565,0.023989381,0.01109091,0.081965275,0.06071358,0.013160395,0.012670007,0.01424561
1476,UCEC,0.0009457656,0.004707512,0.07822896,0.01746122,0.03696714,0.0017802459,0.0570706,0.01543482,0.015240526,0.015885262,0.0044027646,0.038394656,0.028916802,0.010341966,0.008131776,0.37031683,0.10208144,0.0034557153,0.009168046,0.04654573,0.0054215775,0.05083876,0.0076637617,0.004222327,0.0045600445,0.061815828,0.0009457656,0.004707512,0.05401849,0.014084525,0.0125580905,0.0017802459,0.037801564,0.015596089,0.032767802,0.02696793,0.011105246,0.06499943,0.016357051,0.01478794,0.0117284525,0.37583908,0.071551576,0.0113004865,0.01597437,0.09738155,0.0054215775,0.04728975,0.0076637617,0.011823552,0.015006332,0.020541895
1477,PRAD,0.00041440877,0.0005101218,0.05201244,0.031095829,0.0033069006,0.012110059,0.016692724,0.007538574,0.028775409,0.012255123,0.054542582,0.025311084,0.014074492,0.017231181,0.0025326964,0.009874487,0.0040767337,0.009960499,0.56423944,0.024358276,0.0066406424,0.0063107484,0.01376166,0.04584509,0.02332086,0.013207887,0.00041440877,0.0005101218,0.04106314,0.020807106,0.009809549,0.012110059,0.015435485,0.03998981,0.031925187,0.016940067,0.015138487,0.012669276,0.016810449,0.044462748,0.009573398,0.018982043,0.009551582,0.021739276,0.5006085,0.03763629,0.0066406424,0.015429152,0.01376166,0.0607712,0.01466956,0.012550755
1478,STES,0.0073264777,0.017454408,0.22905093,0.020053944,0.016535522,0.005982265,0.012217139,0.014233154,0.30962533,0.14983629,0.00015287926,0.001175557,0.055333123,0.028757079,0.0027226817,0.023119377,0.006156661,0.0019146114,0.012537818,0.013403904,0.011681248,0.024666494,0.013293099,0.0009954516,0.0028005652,0.018973976,0.0073264777,0.017454408,0.11745042,0.030969828,0.016322171,0.005982265,0.04068795,0.024319744,0.19333275,0.03405645,0.013390709,0.014474755,0.08706692,0.02324789,0.014142171,0.037604243,0.039055545,0.013526267,0.020243742,0.10778214,0.011681248,0.07247336,0.013293099,0.015112841,0.0137255965,0.015276997
1479,STES,0.013712385,0.0047646305,0.008089236,0.009008047,0.013638623,0.010563868,0.006423746,0.01667812,0.022563519,0.0038825776,4.3526627e-05,0.0024304779,0.09866966,0.025777532,0.006353155,0.054421093,0.010322782,0.00026668145,0.020688204,0.01247097,0.008320034,0.026590845,0.61497855,0.0012937317,0.0031445264,0.0049034404,0.013712385,0.0047646305,0.015708987,0.008861146,0.0063007595,0.010563868,0.017492024,0.0066061486,0.030647455,0.009718491,0.0047065276,0.0055091856,0.022740614,0.011040928,0.004956161,0.032562796,0.01115798,0.0047167805,0.008075819,0.11047964,0.008320034,0.018128255,0.61497855,0.004844146,0.006602445,0.0068042143
1480,THYM,3.5335393e-05,9.0219575e-05,0.020161305,0.007999316,0.00021939955,0.0012834148,0.0034304366,0.0002595634,0.0048631956,0.005815948,0.17905068,0.008815888,0.00011623991,0.00018416735,0.00524055,0.001021959,0.0054106712,0.05663714,0.064720646,0.0228789,0.0003012602,0.0025018458,0.00041876014,0.10791546,0.4998643,0.0007633591,3.5335393e-05,9.0219575e-05,0.026164405,0.012879663,0.0068838852,0.0012834148,0.0123357205,0.008222441,0.01315979,0.01396798,0.14576335,0.01549136,0.007944182,0.0079000825,0.022009758,0.010338966,0.012063287,0.047242183,0.043139543,0.031000922,0.0003012602,0.010133664,0.00041876014,0.09031636,0.45370218,0.0072112726
1481,CESC,0.0043221866,0.0041846433,0.13181567,0.017838815,0.008578272,0.008277273,0.03546997,0.014868304,0.031049173,0.028252836,0.034175966,0.0119274985,0.025990207,0.0077010747,0.00056883076,0.022960603,0.032499813,0.118148066,0.15800406,0.16002841,0.009584404,0.0066820253,0.018089931,0.05527423,0.039868668,0.013839118,0.0043221866,0.0041846433,0.08019306,0.031116173,0.012101224,0.008277273,0.035529066,0.045200538,0.033025775,0.029837478,0.06249339,0.011884963,0.017944261,0.013530585,0.011923029,0.02648022,0.022620684,0.0740421,0.14720951,0.15116085,0.009584404,0.01505657,0.018089931,0.0850832,0.036178943,0.012930003
1482,GBMLGG,0.00020176315,0.00060238317,0.010659047,0.0022585117,0.0019262182,0.00047693838,0.6028945,0.0021293932,0.0005752043,0.00057235325,0.0483735,0.2653994,0.003143781,0.0020818654,0.0002917301,0.005794124,0.007218743,0.0041762074,0.0132566895,0.006978273,0.0006211201,0.0022514511,0.0002618965,0.0046560923,0.007908779,0.0052900147,0.00020176315,0.00060238317,0.014047949,0.008695438,0.0051532495,0.00047693838,0.7749411,0.006216806,0.0056459703,0.0053801164,0.0122502465,0.08619527,0.0053080893,0.005572682,0.0047715763,0.008613265,0.0055447915,0.011050289,0.008292103,0.0072754947,0.0006211201,0.0070303706,0.0002618965,0.0054193866,0.005012448,0.005419212
1483,COAD,0.001142986,0.002758025,0.06377829,0.0064119347,0.6557624,0.00026182353,0.006379284,0.03826828,0.0038819644,0.003128934,0.00010576017,0.0028336262,0.0084279245,0.012892762,0.0048346343,0.06671972,0.009019967,0.00017519416,0.00089603924,0.022659628,0.0028929194,0.061033815,0.00040881534,0.00010617322,0.00018687116,0.025032286,0.001142986,0.0037861955,0.087339684,0.0042411163,0.6557624,0.00026182353,0.009986606,0.026901409,0.004883401,0.0041196872,0.0038343954,0.0040535945,0.014947913,0.01479626,0.0040307106,0.051494237,0.012713785,0.003766769,0.004871148,0.014994182,0.0028929194,0.055097193,0.00040881534,0.0038662236,0.0038015698,0.0060050264
1484,BRCA,0.0025999723,0.0025630158,0.57136625,0.013109052,0.0012311501,0.0019523298,0.0039113723,0.0032248273,0.0051053003,0.0069995183,0.17219575,0.004178136,0.0035356907,0.0016049014,0.00015456404,0.0056966506,0.0018077606,0.04878262,0.03194218,0.028910011,0.0019180273,0.0015540668,0.004822799,0.01743387,0.05681257,0.0065876693,0.0025999723,0.0025630158,0.87889963,0.009668504,0.0017902344,0.0019523298,0.002709054,0.0019909218,0.003991414,0.00366971,0.0050187367,0.0017575121,0.002443532,0.0019114367,0.0016320948,0.0030631595,0.0016113677,0.01680803,0.008180654,0.026400115,0.0019180273,0.0040958463,0.004822799,0.0048167813,0.0038105915,0.0018745993
1485,PRAD,0.0014169957,0.017272364,0.15303358,0.0053234203,0.0060230074,0.006284563,0.043630827,0.04847526,0.014339959,0.00716851,0.002770063,0.014238612,0.053057157,0.046846393,0.011193762,0.30686438,0.016890833,0.0030376196,0.048039507,0.122796774,0.0032259678,0.02973771,0.010182276,0.001109327,0.010206762,0.016834412,0.0014169957,0.017272364,0.08883723,0.0137883695,0.012259022,0.006284563,0.02775456,0.04582888,0.01599601,0.014447822,0.012006776,0.012677292,0.014367021,0.01778464,0.012390078,0.27188578,0.024667071,0.011764999,0.01467015,0.2862458,0.0032259678,0.02429783,0.010182276,0.012616886,0.013096021,0.014235659
1486,THCA,0.002883977,0.0016957666,0.07683911,0.028786331,0.0028734196,0.013321638,0.019711632,0.009722999,0.07078659,0.06834467,0.025320744,0.017677851,0.008109008,0.004274311,0.0008676994,0.0289609,0.02887798,0.1279036,0.20083667,0.12452183,0.00421291,0.0033884363,0.021522185,0.060592346,0.039142113,0.008825289,0.002883977,0.0016957666,0.04944539,0.03266551,0.012701111,0.013321638,0.022626786,0.01513366,0.06526368,0.049055304,0.052197877,0.013958965,0.013285533,0.014201329,0.012514083,0.036310256,0.017325534,0.07176487,0.26258162,0.06773439,0.00421291,0.01580296,0.021522185,0.09055951,0.027664175,0.013570975
1487,BRCA,0.0024320153,0.0060027493,0.09319261,0.006820091,0.007288289,0.0022164711,0.042979054,0.038164403,0.014523477,0.014301963,0.02751872,0.047917094,0.015869074,0.00748885,0.003648905,0.3730293,0.0553698,0.02425064,0.055071883,0.07726317,0.0025839969,0.020831292,0.011193056,0.009804756,0.016959513,0.023278795,0.0024320153,0.010934467,0.08524513,0.013043952,0.007288289,0.0022164711,0.025134664,0.03251699,0.020164872,0.017593091,0.014386189,0.05147991,0.016187193,0.013884094,0.011640623,0.22541231,0.06886055,0.02269596,0.0537706,0.22944762,0.0025839969,0.018399432,0.011193056,0.013824989,0.01659728,0.013066204
1488,GBMLGG,0.010450717,0.0024488682,0.009967932,0.0075319214,0.004756005,0.0023984804,0.7084601,0.017975746,0.018613618,0.01692031,0.00065985776,0.047148325,0.010409777,0.012250952,0.0022465119,0.014317564,0.043904938,0.0017130001,0.013965146,0.01462415,0.0020539083,0.008083544,0.01537324,0.0024493942,0.005634356,0.005641704,0.010450717,0.0024488682,0.025777625,0.01401795,0.012843104,0.0023984804,0.46757388,0.028608479,0.024591079,0.012607663,0.005382418,0.17166772,0.019881021,0.017670115,0.00568447,0.013255302,0.033781853,0.0054369066,0.010901405,0.06280569,0.0020539083,0.013991315,0.01537324,0.0056413366,0.005517027,0.009638466
1489,LIHC,0.003210875,0.008365971,0.0055598244,0.0022132196,0.01786285,0.006840815,0.008453702,0.008113109,0.009022726,0.0019347108,6.911974e-08,0.0018786495,0.7239801,0.026759604,0.014255476,0.002952066,0.006994331,4.9872728e-08,0.0047580474,0.0034622746,0.0029319653,0.11766607,0.0015880319,5.991071e-06,9.688081e-05,0.021092527,0.003210875,0.008365971,0.025376715,0.03354765,0.013481009,0.006840815,0.007466237,0.020772154,0.007429975,0.0070801172,0.005945633,0.006387385,0.51003975,0.07448117,0.054702543,0.016437467,0.018515404,0.006005823,0.00773782,0.008496178,0.0029319653,0.12105204,0.0015880319,0.006330207,0.0060943277,0.019682692
1490,SKCM,3.7632372e-08,2.028464e-05,3.1566592e-06,3.533224e-05,0.00065947394,7.191904e-07,1.4843874e-09,1.6333923e-05,6.879601e-09,2.5165994e-10,4.5195195e-11,1.2945962e-07,1.30048585e-08,2.089723e-05,0.0067814225,1.082871e-10,1.5032535e-09,1.0685354e-11,3.4914367e-09,6.463084e-07,0.9922977,2.3668084e-05,3.4081408e-11,3.9253257e-11,1.2303104e-09,0.0001402224,3.7632372e-08,0.00019675575,0.00021055006,0.002036924,0.00065947394,7.191904e-07,9.8638e-05,0.0007774263,0.00010258746,0.00010329493,0.00014534706,0.0001321998,0.00010700912,0.00044296222,0.00029598927,0.0008369798,0.00020511479,7.912994e-05,0.00010306626,0.00023520131,0.9922977,0.0004788425,3.4081408e-11,8.121922e-05,0.00016922061,0.00020366312
1491,SARC,0.00038620073,0.00082825293,0.17331135,0.008113003,0.0011735095,0.0036650712,0.0036827314,0.0016471623,0.012497333,0.009301384,0.22255199,0.0053273747,0.0014357556,0.0018591691,0.00017061176,0.006854951,0.0030610743,0.15960643,0.10678004,0.042939864,0.0015077585,0.000745425,0.0017960679,0.10691199,0.12154453,0.002300976,0.00038620073,0.00082825293,0.1160783,0.015280231,0.007487877,0.0036650712,0.013418055,0.008943878,0.015611734,0.013270516,0.25339592,0.011638856,0.008641204,0.008593235,0.0075679263,0.021538436,0.010457104,0.19023891,0.060168386,0.04155874,0.0015077585,0.011022791,0.0017960679,0.1279568,0.041103758,0.007843989
1492,STES,0.0018042265,0.021561328,0.015076693,0.043447282,0.0055945404,0.00062590383,0.0013072917,0.2167392,0.0026981516,0.0012366339,7.439833e-08,1.8428047e-05,0.010454431,0.12024797,0.05314245,0.0013327034,0.0016407452,8.922875e-08,0.000103942926,0.00014162798,0.0044148373,0.37226355,0.012742691,1.5061583e-07,2.8607745e-05,0.11337649,0.0018042265,0.021561328,0.022351563,0.0599862,0.01015266,0.00062590383,0.010745919,0.19342743,0.011630504,0.009500768,0.008309366,0.008756276,0.024198035,0.20831959,0.09744757,0.03234108,0.009026361,0.008327467,0.011742016,0.009155247,0.0044148373,0.18066555,0.012742691,0.008555271,0.008326597,0.025885573
1493,KIPAN,0.004515572,0.002168223,0.08566887,0.022812745,0.0028805751,0.0074069067,0.008085362,0.0042371615,0.043998305,0.03952436,0.02589731,0.006441596,0.009109952,0.0051540034,0.0002960414,0.014875148,0.0047557885,0.46883067,0.1432599,0.01803122,0.0043543493,0.0033187987,0.017160667,0.029591264,0.021422563,0.0062026414,0.004515572,0.002168223,0.029361654,0.011520276,0.0054564835,0.0074069067,0.0115570305,0.006564455,0.015300449,0.010019913,0.005729496,0.010027547,0.008282668,0.006493724,0.0053813327,0.010024774,0.0053129913,0.5956474,0.13636,0.03386898,0.0043543493,0.0077446885,0.017160667,0.03640248,0.007372229,0.0059657404
1494,SKCM,6.128867e-06,0.00033074236,1.1145314e-05,0.000525407,0.00063620857,6.103586e-06,1.676081e-05,0.00070512603,3.6702556e-06,2.0582029e-07,1.1471452e-12,2.5961356e-06,0.0001522377,0.0017233669,0.00906105,9.53935e-07,3.1813736e-06,1.7440414e-13,3.6333914e-09,1.37750485e-05,0.9862869,0.00036926262,2.0346025e-07,6.662193e-12,2.7893714e-07,0.00014462128,6.128867e-06,0.00055241404,0.00035782089,0.001433367,0.00063620857,6.103586e-06,0.00021262559,0.00084113405,0.00024500393,0.00020668784,0.00019237453,0.00020413741,0.00029127012,0.0007626341,0.003315712,0.0002708673,0.00022658412,0.00018898166,0.00023377092,0.00031153008,0.9862869,0.0018947145,2.0346025e-07,0.00083120336,0.00019072765,0.0003008237
1495,HNSC,0.0010552756,0.021358496,0.10026811,0.006393319,0.055884447,0.009376907,0.013411485,0.15438467,0.0668776,0.018429494,4.449918e-05,0.0009911014,0.06446271,0.023147035,0.009822697,0.11131023,0.20606688,0.0001669342,0.011301703,0.013744482,0.0023801324,0.08509282,0.0036166112,0.00029031324,0.0023729962,0.017748963,0.0010552756,0.021358496,0.046950344,0.018309595,0.025534349,0.009376907,0.0219294,0.17200358,0.06774107,0.025140168,0.015943814,0.016834194,0.055819947,0.03536613,0.016793042,0.107238494,0.086958215,0.015622757,0.01836551,0.048114896,0.0023801324,0.11606815,0.0036166112,0.016710859,0.017415017,0.017352952
