row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,ovr__ACC,ovr__BLCA,ovr__BRCA,ovr__CESC,ovr__COAD,ovr__DLBC,ovr__GBMLGG,ovr__HNSC,ovr__KIPAN,ovr__KIRC,ovr__LAML,ovr__LGG,ovr__LIHC,ovr__LUAD,ovr__LUSC,ovr__OV,ovr__PAAD,ovr__PCPG,ovr__PRAD,ovr__SARC,ovr__SKCM,ovr__STES,ovr__TGCT,ovr__THCA,ovr__THYM,ovr__UCEC
1866,BLCA,0.0004364401,0.05577607,0.09480068,0.019888284,0.006759416,0.0001686956,0.00041836686,0.38175917,7.603224e-05,3.94101e-05,2.5499216e-06,0.0005677782,0.0074281315,0.12137552,0.23431426,0.007014008,0.00016263386,3.03261e-07,3.341903e-05,0.0002812294,0.0010729394,0.04377174,4.118857e-06,4.5398951e-07,1.7985296e-06,0.023846583,0.000615332,0.055163015,0.2860272,0.024264367,0.0036168678,0.00012685322,2.6800764e-05,0.20633706,9.906769e-05,3.838816e-05,2.3474371e-14,0.00030072982,0.009593595,0.19319837,0.12207763,0.030932333,2.0356143e-05,2.4948393e-17,2.1912123e-05,6.374418e-05,0.0003927301,0.037313394,2.8928403e-07,7.3971074e-09,4.5581097e-10,0.029769996
1867,BLCA,0.0044118613,0.060713682,0.03804738,0.1318452,0.004566809,0.0008954781,0.015472376,0.056110043,0.012934689,0.004219059,8.066352e-07,0.0024910453,0.035529684,0.43796974,0.030375928,0.02030218,0.009298927,7.5939914e-07,0.008878625,0.023306005,0.054602504,0.0323664,0.0063133007,4.1214807e-05,0.00059155625,0.008714687,0.0029175368,0.086824894,0.100686625,0.118675195,0.001624431,0.0002619423,0.018523768,0.0648108,0.024424406,0.0054113735,6.3855554e-10,0.0058637555,0.053969506,0.28547865,0.013641844,0.032585345,0.0046290364,9.7752526e-08,0.0025030193,0.027036466,0.10684931,0.034405813,0.0035172573,6.643472e-05,0.0006450903,0.004647533
1868,GBMLGG,8.813595e-05,9.931152e-05,0.0015679526,9.1845446e-05,0.0009234529,2.345259e-05,0.46713343,0.00062052667,0.00011609226,0.00017948299,0.0032951098,0.51062304,0.0006412674,0.00015098888,0.0001294702,0.00654806,0.0014678376,0.0002661255,0.0011644848,0.000815773,0.00018955843,0.00039823502,9.062116e-06,0.00046100197,0.000298815,0.0026974692,0.0010299792,0.00076255354,0.01898469,0.00038867316,0.019758824,0.00012921481,0.40504378,0.005744729,0.007446159,0.008462789,0.003185244,0.39468777,0.008585703,0.0019655665,0.0055227913,0.06929493,0.010002872,0.00047571704,0.013338313,0.0014707062,0.0040599485,0.0060371985,4.7457856e-05,0.0012845133,0.00091027195,0.011379484
1869,PRAD,0.0014030918,0.0014655435,0.030318897,0.017039528,0.0037384692,0.005906098,0.009152115,0.005735695,0.088581,0.05190141,0.000539824,0.0036565403,0.058810282,0.013439952,0.003669561,0.01948797,0.0009846976,0.002156571,0.5242847,0.0157648,0.015502973,0.0063941837,0.09757619,0.0072390926,0.0029988308,0.012251952,0.0004980479,0.0011899093,0.083731264,0.016941195,0.007710296,0.003519731,0.022887751,0.012306214,0.103779264,0.066120654,0.00040266023,0.0045892587,0.0976963,0.034771424,0.011180926,0.043445054,0.00051518256,0.0014153123,0.26702356,0.030360164,0.019175114,0.015110809,0.12473781,0.009020955,0.0035640597,0.018306997
1870,PRAD,0.0020452603,0.007961062,0.17701277,0.057176054,0.015006186,0.007895878,0.053161427,0.016531127,0.040846147,0.04861159,0.0013732353,0.008071805,0.053255122,0.037982658,0.0031748617,0.07885096,0.041338414,0.0122405095,0.11223241,0.078379,0.015086863,0.036777657,0.018051201,0.029192258,0.025304873,0.02244065,0.00034420626,0.011560579,0.12948532,0.05462775,0.010396856,0.001564774,0.067974314,0.014196001,0.024698243,0.06508774,0.00039615366,0.0028862194,0.03177002,0.033455707,0.0017445696,0.12449524,0.027124362,0.019391656,0.13771667,0.025010442,0.007880592,0.085759096,0.012817139,0.07558034,0.020274246,0.01376164
1871,UCEC,2.588727e-05,0.00012485363,0.0027835122,0.002068748,0.0002395232,2.9808862e-05,0.0024674525,9.084066e-05,0.00019727257,0.0011162179,0.00014574395,0.0005894399,0.0037758427,8.177956e-05,2.182743e-05,8.241824e-05,1.6063566e-05,0.00029427293,0.000453215,0.00037382255,0.00020726722,0.000204767,1.0836064e-05,0.00015888001,9.901718e-05,0.98434067,0.0003278699,0.002032725,0.083881274,0.048567537,0.002985649,0.00042723573,0.07060234,0.0016796917,0.007542822,0.14781153,0.0020154775,0.009770417,0.18096866,0.0016741982,0.00040149593,0.0030746579,0.00014173404,0.0052919053,0.015991328,0.0048516784,0.006497144,0.012183049,0.000113454924,0.0038465324,0.0014640744,0.38585556
1872,GBMLGG,0.006083326,0.0123622585,0.05906745,0.008828713,0.015596296,0.008671214,0.050176203,0.06278328,0.01755756,0.0025757537,4.2465244e-06,0.011063937,0.10775442,0.04971054,0.10414184,0.029027076,0.07249354,1.0471085e-05,0.0017105218,0.08331807,0.025175465,0.19715735,0.057235844,8.774273e-05,0.005459147,0.011947668,0.003589347,0.006835104,0.03640381,0.009532107,0.0115243215,0.01263473,0.0956133,0.09841903,0.052738883,0.0068564587,6.809103e-07,0.020470496,0.11247737,0.03371195,0.054418173,0.019062765,0.089786656,5.2022397e-06,0.00045334818,0.111962445,0.024735238,0.090525895,0.079162255,4.890174e-05,0.018660024,0.010371565
1873,KIPAN,0.0002862912,0.00064411986,0.0041457745,0.0011423095,0.0015139786,0.0014724658,0.00019902192,0.0006236514,0.8852006,0.09083899,2.7481357e-07,7.305388e-05,0.0024103979,0.00035895203,0.00022145675,0.0008027941,0.00015454307,3.7251182e-06,0.0019021146,0.0009082167,0.0005040929,0.0048077027,0.00041559944,9.491197e-06,3.6184792e-05,0.0013242341,0.0016288203,0.002656834,0.054962434,0.0075834864,0.04120627,0.013308232,0.0021848353,0.0028966197,0.4378618,0.296306,1.2113388e-06,0.0018461455,0.012725232,0.0011356379,0.0019984827,0.005186136,0.0005464298,3.4801994e-06,0.011089487,0.008338455,0.0067993575,0.079532154,0.0008733212,5.756282e-05,8.7559434e-05,0.009184111
1874,CESC,0.005310562,0.012901475,0.0843767,0.3119433,0.074197374,0.004332162,0.01278378,0.028108813,0.049325906,0.039795477,5.3591484e-05,0.0014786676,0.065031625,0.024552245,0.025237253,0.011193302,0.059098523,7.767272e-05,0.0030054692,0.022649776,0.053021982,0.07637331,0.0124023445,0.00024695633,0.0018616504,0.020640051,0.003227536,0.0073185177,0.05602881,0.27830333,0.09259003,0.0014973581,0.021282448,0.021377198,0.052986752,0.046065986,8.387557e-05,0.0012344093,0.0919227,0.009716476,0.02511935,0.020025421,0.08499605,1.4956472e-05,0.0016106736,0.024111062,0.057794113,0.057885006,0.011050637,0.00018856676,0.0012498533,0.032318983
1875,PCPG,0.0013530729,0.00043035965,0.19570372,0.014307034,0.0041636857,0.0018658557,0.022962324,0.0020217681,0.009881717,0.005479883,0.07948684,0.012412676,0.004245028,0.0024631412,0.0002754446,0.01285088,0.016770158,0.20911579,0.12942965,0.08523641,0.008157144,0.0015886327,0.0058835377,0.1367103,0.03302629,0.0041787024,0.0010650515,0.0006796329,0.08468222,0.024992287,0.0102778785,0.0014405973,0.059993867,0.0053199595,0.027617984,0.011070309,0.08405457,0.0148706,0.008557938,0.005250099,0.0024596823,0.032348398,0.035466887,0.14045408,0.117232345,0.10752374,0.030884909,0.010254577,0.0076122945,0.13400853,0.037597604,0.0042840783
1876,SKCM,0.03523927,0.009852171,0.0091189975,0.009840324,0.0014590533,0.0694573,0.008873745,0.0032593613,0.105789065,0.016110305,0.003243999,0.020838577,0.013161757,0.011766441,0.0024548243,0.0071966834,0.0064682057,0.51075304,0.02835724,0.044381946,0.029997515,0.0023168055,0.0064611896,0.009170088,0.028364334,0.0060677384,0.03571542,0.01604755,0.021527046,0.00933563,0.0020767825,0.08372069,0.017288351,0.0025157633,0.15676284,0.010557482,0.0017352897,0.024553368,0.02911338,0.025010059,0.0045382376,0.026817478,0.0018109471,0.26796132,0.05264637,0.082239315,0.073043756,0.00538739,0.003118904,0.0053440686,0.02675188,0.014380741
1877,BLCA,0.012862833,0.1781204,0.013523123,0.022028608,0.005576883,0.0035838955,0.0073955045,0.4976784,0.073660046,0.0070809172,2.5562292e-07,0.000654801,0.008863737,0.048348714,0.023510553,0.0001506216,0.00012203231,3.0477162e-07,7.660618e-05,0.0015473732,0.01092778,0.04064786,6.9911606e-05,3.9434897e-07,8.475344e-05,0.04348367,0.019629188,0.19228914,0.020022957,0.020486062,0.0015644343,0.0030363726,0.010929564,0.45023245,0.096321,0.0070012617,4.0508013e-13,0.0004504358,0.0057274,0.08810791,0.016181616,4.269986e-05,2.2497727e-05,2.4344149e-12,6.7736873e-06,0.0005087879,0.018873824,0.015164857,5.6439417e-06,1.1682503e-08,3.893023e-05,0.033356324
1878,BRCA,1.4230088e-05,0.00077380764,0.16833335,0.0011218443,0.01264118,0.00073402806,0.047136724,0.011225083,0.00040139988,0.00057385425,0.12364565,0.13404965,0.003318878,0.0034880443,0.0017149699,0.21239123,0.041194253,0.008831876,0.052160256,0.12400522,0.00021360868,0.004515364,0.00019823572,0.0047463872,0.025140446,0.017430378,4.4898898e-06,0.0008151681,0.12488357,0.0012800939,0.019482445,0.0007744537,0.047246255,0.03925892,0.003440885,0.0033461794,0.11637371,0.0928782,0.005783013,0.0046196016,0.0094961235,0.13956857,0.054395847,0.016080124,0.09210882,0.122274436,0.00043886123,0.017763589,0.0002270461,0.0089001665,0.04701458,0.031544868
1879,ACC,0.94043714,0.0018247217,0.0006384497,0.00026937333,0.00021379636,0.0004139717,0.00018958354,0.0016594012,0.0019102843,0.000815322,1.0893785e-07,4.8043144e-05,0.0035274804,0.03132457,0.0049418905,0.0008469476,0.00012463359,1.5313046e-07,0.00011603742,0.00039895857,0.001164571,0.0067706034,0.0017994469,4.8697115e-07,4.301916e-06,0.0005597195,0.5412394,0.0131652625,0.016538318,0.0026938936,0.0019642424,0.003138788,0.0004910401,0.019752756,0.015503306,0.008450593,1.8671847e-10,0.00031774168,0.038514063,0.098681405,0.067133516,0.011917357,0.00045641235,4.7835175e-10,0.00033069064,0.007183796,0.023963869,0.11123904,0.010553919,1.7943746e-06,1.0247635e-05,0.006758444
1880,PRAD,0.002127464,0.0007072722,0.05748033,0.020196421,0.011753393,0.00986298,0.031397056,0.0032887904,0.0067924736,0.011739131,0.031719666,0.010881821,0.013387962,0.0092263445,0.0017145643,0.01352181,0.018127695,0.22238182,0.297118,0.055167347,0.008253023,0.003788842,0.042840566,0.06200532,0.049819503,0.0047003916,0.0014661519,0.0005917725,0.09238969,0.033246323,0.014459191,0.005387369,0.055132076,0.0056763543,0.010923527,0.029720543,0.03195137,0.00869993,0.02167143,0.016286964,0.0084228115,0.03017091,0.028833427,0.14729407,0.12413823,0.07128456,0.009288418,0.018523144,0.06659565,0.0904996,0.073259935,0.004086461
1881,LUAD,0.0083551975,0.006365636,0.08144413,0.01940839,0.0041587353,0.014346991,0.017851463,0.009823462,0.05710465,0.034080304,0.028210104,0.012592915,0.031108962,0.0069353785,0.0027080895,0.067330234,0.061116826,0.11943758,0.22222543,0.064295255,0.00799716,0.0054138517,0.03850331,0.043673694,0.03242957,0.0030826558,0.0054027275,0.0077158795,0.05808519,0.018925324,0.004466625,0.009695712,0.021015218,0.019691912,0.06428106,0.04833909,0.03595515,0.016009327,0.045762178,0.006358434,0.0106649585,0.10617002,0.0673356,0.10116534,0.14286305,0.06427524,0.011182702,0.013685188,0.03794592,0.052796602,0.028181149,0.002030474
1882,KIRC,0.008263369,0.006288984,0.07372608,0.058011115,0.003703043,0.03988392,0.013186787,0.007092146,0.08028114,0.19250427,0.003313806,0.005889277,0.033264875,0.01437907,0.0038145138,0.036831986,0.025796944,0.014573045,0.13488442,0.068160385,0.007342652,0.009037988,0.124928854,0.01826584,0.008299327,0.00827612,0.0032941366,0.0008461903,0.087093644,0.08919447,0.0022835701,0.040833995,0.010514055,0.007885298,0.09282602,0.15256034,0.0016108347,0.011856933,0.028334245,0.01603968,0.0024093215,0.038129333,0.024362054,0.012451973,0.124257244,0.051896423,0.0069087916,0.07039271,0.074275635,0.03983727,0.0017798622,0.008125916
1883,SKCM,6.256146e-08,3.1037692e-07,7.5789845e-05,4.1393523e-06,1.6790318e-06,1.4424883e-07,1.2279994e-06,1.3739882e-06,3.5329176e-08,7.523045e-09,8.2283724e-10,1.1445256e-09,7.576874e-08,4.3604236e-06,1.5914635e-05,1.264245e-07,7.307843e-08,6.914675e-09,1.1250021e-08,9.205571e-06,0.9996759,0.00019909172,1.13004335e-08,2.4362963e-08,4.3609782e-07,1.0040174e-05,2.6215455e-08,1.2289088e-09,3.6351093e-09,9.073454e-11,3.475808e-06,2.755881e-05,1.2848981e-37,3.0843825e-13,6.979409e-27,6.6553276e-35,0.0,2.8976028e-17,2.7273802e-23,1.4636122e-18,1.3957054e-09,0.0,2.1992966e-26,0.0,9.073801e-37,2.925126e-07,0.9996178,1.9062592e-09,0.0,0.0,1.7679168e-14,0.00035076097
1884,PCPG,0.0016074241,0.00070700835,0.03382685,0.025023036,0.0009267448,0.0034804875,0.006524947,0.0014817158,0.009277177,0.026630776,0.08844504,0.0057204496,0.0023408527,0.0008510016,7.737241e-05,0.004135174,0.0063345907,0.4037761,0.10870835,0.03814321,0.0022551958,0.00055403967,0.009819768,0.11159493,0.10189386,0.0058639618,0.0015999469,0.0019240283,0.06454774,0.048696555,0.0018842339,0.0055481065,0.025578124,0.007778541,0.015482572,0.068454556,0.08452616,0.008650627,0.0054335087,0.0022042755,0.001993263,0.011320935,0.023102645,0.1506446,0.11034603,0.07687456,0.009428548,0.0077355374,0.020554679,0.13778955,0.09221441,0.015686337
1885,STES,0.00090421765,0.007738804,0.41548517,0.038209844,0.0136756115,0.008095102,0.02439946,0.013634041,0.044488456,0.04776589,0.03250267,0.015134333,0.05314081,0.012131948,0.0014535133,0.02353365,0.0063528293,0.032495018,0.076608494,0.02778186,0.013535555,0.024090158,0.006067439,0.014446935,0.026640248,0.019687938,0.00028940005,0.0049832566,0.2561044,0.032008,0.008721157,0.0041696425,0.02529085,0.008901094,0.09931309,0.13144521,0.05295002,0.018524643,0.06745603,0.008112354,0.0015083649,0.017430961,0.0032478436,0.027242137,0.068761244,0.016621666,0.022512874,0.077125765,0.0031083215,0.014366353,0.0150697995,0.01473561
1886,LAML,0.00050368113,0.0016190445,0.06971555,0.013580261,0.0036711656,0.00241086,0.052909207,0.0039551845,0.017230107,0.009581483,0.05610928,0.018430669,0.0027270736,0.0016361171,0.0005576859,0.0141179105,0.035141904,0.21374127,0.18083921,0.0756959,0.0020095774,0.0031881994,0.005268798,0.059280496,0.1471053,0.008974115,0.0003085196,0.0022960731,0.07284977,0.026507638,0.0061879815,0.0019145508,0.10278753,0.011063061,0.027748683,0.025875146,0.0586991,0.025895493,0.0032448359,0.0019139103,0.0052324384,0.020589996,0.0544668,0.14711356,0.07754279,0.09000081,0.005202567,0.01687892,0.005908678,0.06799793,0.12832001,0.0134530645
1887,PRAD,0.023335423,0.017511684,0.024228496,0.027740024,0.0058096903,0.04039475,0.013520461,0.017077971,0.29489547,0.10114642,6.158346e-05,0.003765535,0.046447217,0.06330382,0.017034201,0.03994374,0.011452534,0.00024014668,0.06117223,0.11565488,0.011495672,0.021090599,0.034934193,0.00094109983,0.00023255986,0.006569647,0.0019537052,0.033697437,0.040309522,0.023476535,0.009886504,0.007509694,0.012201379,0.035772506,0.16874157,0.09657394,4.64458e-05,0.0019362443,0.045404244,0.08764996,0.038084537,0.051200546,0.0054642404,8.745523e-05,0.13412495,0.12526058,0.02692249,0.032930158,0.0147034135,0.00068655744,0.00022234423,0.005153052
1888,GBMLGG,7.609132e-06,0.00033000304,0.003372668,8.965315e-05,0.0020474992,0.00010709322,0.40228233,0.00095872825,1.604368e-05,2.9384923e-05,0.029253172,0.5292161,0.00016062902,0.00010476159,9.836664e-05,0.0038474808,0.0040495577,0.00010775712,0.00026586003,0.01751661,4.2798507e-05,0.000371174,2.5789727e-06,6.817564e-05,0.0017955449,0.0038584773,3.814171e-05,0.00574375,0.047013618,0.0004772695,0.026539737,0.0014410506,0.30217612,0.006362678,0.0007940541,0.0010462775,0.07970708,0.3086621,0.0019069952,0.0014339733,0.0014602945,0.027262036,0.01612661,0.0002650647,0.0019709333,0.12402808,0.00047836243,0.0047244164,1.8109191e-05,0.0001626252,0.021582704,0.018577926
1889,HNSC,0.04732252,0.02177135,0.04292143,0.21587563,0.0054887007,0.060346276,0.06718328,0.02078397,0.106908314,0.02384414,0.00026041077,0.023437839,0.041459057,0.02230834,0.011954418,0.0059567317,0.048974197,0.0012908838,0.013464575,0.07883202,0.03445952,0.018454319,0.07007319,0.0028240466,0.005016094,0.008788715,0.034205988,0.014044221,0.040287904,0.16637504,0.001354222,0.13858654,0.07868885,0.020420806,0.13391744,0.015945842,0.00031464655,0.010638335,0.039239507,0.01947396,0.013936693,0.0016571076,0.026612297,0.00046122112,0.01492893,0.0805894,0.01751207,0.02452645,0.09666733,0.00054422766,0.0070784884,0.0019924801
1890,LIHC,0.0018824799,0.003879975,0.036868244,0.008454625,0.045850735,0.0038027798,0.033902906,0.031684745,0.0017160021,0.0026346727,8.223281e-06,0.010376066,0.07245001,0.022616746,0.06718,0.09510678,0.1474073,7.572134e-06,0.008263127,0.06963738,0.0044627194,0.28234154,0.011552725,0.0003226075,0.002868286,0.034721732,0.0019334124,0.0018608752,0.048034232,0.01732496,0.03788849,0.001584829,0.023483954,0.027310645,0.0056281663,0.0096819475,1.400441e-05,0.0061824964,0.09079495,0.021259023,0.07311169,0.14819068,0.119921,1.6337887e-06,0.02150576,0.08571497,0.0047364384,0.16562794,0.0120722605,0.00021728732,0.009470427,0.06644798
1891,OV,0.0010645096,0.0045521175,0.05669447,0.0035849884,0.0337421,0.0048146,0.021237705,0.010540147,0.012195289,0.014780865,0.0013378159,0.012613987,0.03704993,0.0066420687,0.0046051834,0.5616318,0.03155687,0.0017986111,0.033794772,0.02613242,0.0020379103,0.028995473,0.0007309172,0.008733808,0.003433388,0.075698264,0.00077954226,0.007954751,0.14027603,0.003326286,0.027327355,0.0034749834,0.028186958,0.012544311,0.02897704,0.022163218,0.00079132494,0.01146981,0.06508328,0.0073194862,0.010542488,0.27022925,0.034995325,0.001390283,0.046195377,0.04731441,0.0016042058,0.074123025,0.0002552408,0.029250724,0.003797873,0.120627455
1892,HNSC,0.00039525214,0.01861472,0.038771357,0.004734948,0.0083982125,0.0005528699,0.002631112,0.7027353,0.0009920521,0.0006601197,9.6968735e-09,0.00028947016,0.045991912,0.02071948,0.024894943,0.003663794,0.019488635,1.7493479e-08,0.00027257504,0.00084029656,0.007878491,0.083152615,7.135372e-05,4.2773213e-06,0.00013774473,0.014108541,0.00048097604,0.031003363,0.13308658,0.004121682,0.009054485,0.00054597616,0.002809506,0.3159024,0.0068134014,0.0007895442,2.397879e-10,0.0007764288,0.14081956,0.030695125,0.029012162,0.0068960222,0.05376937,1.3854882e-09,0.00024013525,0.0007494025,0.012308825,0.20854005,4.504408e-05,1.5199563e-05,0.00035668036,0.011168021
1893,KIRC,0.013186335,0.046622343,0.15855919,0.055652577,0.0073182457,0.055880032,0.0416244,0.02134832,0.14797981,0.06764466,0.0003014525,0.0061403234,0.048794817,0.05637839,0.0056039696,0.042716503,0.008742162,0.0045412164,0.0507744,0.059700444,0.009564547,0.020574266,0.040560484,0.001160378,0.008343476,0.020287221,0.005516908,0.12645255,0.1865217,0.03793089,0.0036980663,0.0625146,0.073366135,0.01577534,0.07013036,0.024665184,0.0002148165,0.0019444999,0.042784058,0.09392726,0.004254055,0.03590118,0.0043121586,0.004059094,0.074345395,0.05274192,0.012039009,0.026200589,0.024272619,0.00046977258,0.0033147174,0.012647123
1894,SKCM,0.0011012378,9.7514225e-05,0.0042205383,0.002655736,0.00293648,0.00018669783,0.004048437,0.00028794858,0.0015414129,0.0022136788,0.0044724345,0.006991182,0.0011691082,0.003542659,0.00022147504,0.0024950374,0.0005333692,0.016947582,0.01787033,0.0047118943,0.023280403,0.0002042261,0.0019110847,0.88908565,0.0052774753,0.001996397,0.007061066,0.00057109114,0.04556224,0.01097834,0.027809368,0.00057362736,0.021107508,0.0013265561,0.012752183,0.0152620245,0.006948705,0.032109614,0.0068330183,0.050491847,0.007662605,0.029740747,0.001986013,0.053524494,0.076349676,0.022344502,0.15513064,0.0017497629,0.018181425,0.37265065,0.01007747,0.011214741
1895,KIPAN,0.0032528082,0.0029062282,0.04003744,0.014327744,0.0063174437,0.010476101,0.020536352,0.008492984,0.20590797,0.14624977,0.000970816,0.00925242,0.093349144,0.039251372,0.0061793597,0.1024032,0.011946051,0.008293563,0.11657988,0.084394336,0.005885206,0.018683648,0.014524586,0.0076222937,0.009322975,0.012836325,0.0007529674,0.001210978,0.04855811,0.007048336,0.0048250924,0.0015444842,0.017922554,0.006749049,0.13193072,0.15948538,0.0010490459,0.008844562,0.08909384,0.0367573,0.008936531,0.12923487,0.008884664,0.0073759095,0.16805236,0.085587256,0.004795468,0.029351743,0.0067880987,0.018974518,0.003606599,0.012639398
1896,BRCA,0.00035578047,0.1970689,0.09509954,0.30711162,0.00094442227,0.00020067483,0.00039920124,0.08904824,0.007669014,0.0057838955,3.799287e-07,2.6748105e-05,0.0017315738,0.028693693,0.11006835,0.0009812204,0.00025238603,2.5718e-07,0.00018630955,0.00019237807,0.0031674989,0.14909203,3.6846413e-05,3.0074523e-07,2.0389178e-05,0.0018683546,0.00038871635,0.1127879,0.26310068,0.2203149,0.00030533792,6.827599e-05,0.00017560714,0.0496668,0.024460526,0.01397936,6.7362804e-16,0.00012764076,0.00030150855,0.01653457,0.049615286,0.0006906839,0.00017693626,1.0017096e-16,2.6481215e-05,6.732278e-05,0.0037320165,0.24278446,2.7381136e-06,3.150924e-10,6.1901333e-06,0.00068601046
1897,KIPAN,0.0025408212,0.006261251,0.012087928,0.008050766,0.018595666,0.01242946,0.0125116315,0.023689283,0.11637219,0.044240966,6.648733e-06,0.0056029717,0.08697286,0.0979111,0.051925715,0.01158303,0.0029127868,1.0564013e-05,0.013510216,0.02619688,0.090740874,0.34271547,0.0055446657,0.00010977688,0.0004015209,0.007075004,0.0014524314,0.0022966221,0.010959968,0.0032212914,0.008122947,0.0067455517,0.00901861,0.013010681,0.27996108,0.09703441,6.095362e-06,0.0065960293,0.07817097,0.08753575,0.027036382,0.011404058,0.00060598063,2.201763e-06,0.012858321,0.031275243,0.12253633,0.18420318,0.0022203384,0.00011702599,9.553522e-05,0.0035129224
1898,THCA,0.0034250976,0.0011239141,0.004893839,0.0062582693,0.001225493,0.0010595951,0.0067415875,0.00032152003,0.0071190633,0.0072077424,0.0039460305,0.0057246154,0.0033717672,0.0012852118,0.00028955645,0.0020644176,0.002109002,0.025565093,0.037623014,0.007024707,0.023542728,0.00070147385,0.0041557886,0.8261632,0.014738559,0.0023188014,0.012335284,0.007728503,0.04309978,0.012832335,0.005685649,0.0021691779,0.06182968,0.002121256,0.03732475,0.031863287,0.005113269,0.018840253,0.02170374,0.008280568,0.0029779784,0.008442312,0.010673973,0.02550135,0.072074234,0.023182586,0.11944025,0.009017786,0.014698396,0.41961354,0.017061375,0.0063885488
1899,HNSC,0.002310426,0.02953341,0.022394815,0.20247726,0.012220259,0.005872952,0.0033317935,0.11059338,0.0036501156,0.0013080423,2.230269e-07,0.00016275747,0.011809462,0.0806009,0.4400891,0.006497808,0.0067897383,2.5568448e-07,0.00017923064,0.0007345012,0.006656129,0.046502348,0.002282261,4.6880723e-07,0.000542273,0.0034601113,0.0018720748,0.029502263,0.063056014,0.24554136,0.010699585,0.0049834647,0.0034812258,0.14693145,0.010280529,0.0020448812,6.0283885e-13,0.00032401964,0.010046928,0.08835792,0.31455263,0.0047597545,0.009026792,2.4514633e-15,3.2694104e-05,9.339918e-05,0.0015921135,0.046747413,0.0009579966,2.6638563e-07,0.0025437535,0.0025715188
1900,LGG,6.264778e-05,0.00060465967,0.0016379411,8.012123e-05,0.00068866904,0.0003797217,0.28772962,0.004507675,0.00023994513,8.95465e-05,0.0005389948,0.68659866,0.0008545526,0.0016325056,0.00034908508,0.0017407745,0.0012839757,0.00020034995,0.00034281562,0.006668589,0.0003580323,0.00073476136,0.00017212638,5.59068e-05,0.00020715424,0.0022410809,0.00039611798,0.0037626638,0.015030116,0.0002671706,0.0025033255,0.004688029,0.38014203,0.05932655,0.010643435,0.0016502708,0.00094962853,0.39966854,0.008155331,0.017016383,0.003102868,0.014385677,0.007480342,0.0006857704,0.0011210316,0.048529778,0.0061782305,0.0038407121,0.00201661,0.00015035958,0.00042422576,0.007884819
1901,KIPAN,0.0012912909,0.001883856,0.008915728,0.008666262,0.0023804016,0.005173683,0.0042307954,0.0020610236,0.7228677,0.057084143,5.8369846e-05,0.00095374254,0.027150268,0.010403916,0.0019657484,0.024411902,0.0050647464,0.001044863,0.059726503,0.0059762294,0.003899253,0.0074912193,0.031178314,0.0031112258,0.0006742931,0.0023344697,0.0010501212,0.0036016735,0.024198651,0.013069763,0.009729937,0.0059600924,0.014726839,0.006829084,0.31181595,0.09620067,5.073276e-05,0.0014511397,0.06807818,0.03059833,0.0054563205,0.09532256,0.014873008,0.0019229125,0.18047482,0.016098473,0.0052703316,0.0330287,0.041583333,0.012351001,0.00134937,0.004908016
1902,HNSC,0.006079443,0.009106313,0.012018525,0.007875884,0.029987808,0.001700829,0.017128818,0.09603741,0.0062399,0.0067297947,0.0001253706,0.0057151983,0.017170856,0.038447,0.043552075,0.10297953,0.45539013,0.00015333467,0.015199632,0.017004915,0.007732394,0.07861999,0.0068288464,0.0038776603,0.0027392155,0.011559151,0.0047567184,0.009898712,0.018502412,0.0047426005,0.04812367,0.00055517425,0.022663347,0.1547577,0.007571123,0.006863641,8.427807e-05,0.0032574055,0.013945118,0.09328445,0.056570057,0.14843976,0.22270176,4.582614e-05,0.013824927,0.017214889,0.005566921,0.12062767,0.0058874893,0.007687201,0.0022922684,0.010134926
1903,BRCA,3.8275306e-05,0.0010363837,0.8652392,0.0014662201,0.00699331,0.00020082697,0.0036315236,0.011262735,0.00026349124,0.000350684,0.0051973723,0.00346162,0.0039536334,0.0007413214,0.00037947315,0.014988166,0.0026113496,0.0009215904,0.0058519235,0.0023552387,0.00022783507,0.0018270088,5.461173e-05,0.0021214483,0.003442643,0.061382174,0.00010475077,0.004530009,0.32480776,0.0038521928,0.052235607,0.00075451337,0.026355356,0.12540096,0.0015928384,0.0034845716,0.018830275,0.01689789,0.018944966,0.0024281244,0.0049431548,0.10707718,0.013594194,0.0014504726,0.021369347,0.010189684,0.0013475735,0.0117975315,9.888382e-05,0.010711765,0.0113702435,0.20583016
