row_index,truth,exact__ACC,exact__BLCA,exact__BRCA,exact__CESC,exact__COAD,exact__DLBC,exact__GBMLGG,exact__HNSC,exact__KIPAN,exact__KIRC,exact__LAML,exact__LGG,exact__LIHC,exact__LUAD,exact__LUSC,exact__OV,exact__PAAD,exact__PCPG,exact__PRAD,exact__SARC,exact__SKCM,exact__STES,exact__TGCT,exact__THCA,exact__THYM,exact__UCEC,confidence__ACC,confidence__BLCA,confidence__BRCA,confidence__CESC,confidence__COAD,confidence__DLBC,confidence__GBMLGG,confidence__HNSC,confidence__KIPAN,confidence__KIRC,confidence__LAML,confidence__LGG,confidence__LIHC,confidence__LUAD,confidence__LUSC,confidence__OV,confidence__PAAD,confidence__PCPG,confidence__PRAD,confidence__SARC,confidence__SKCM,confidence__STES,confidence__TGCT,confidence__THCA,confidence__THYM,confidence__UCEC
645,SARC,0.0016991679,0.007551187,0.1377011,0.07229631,0.0029038582,0.025929144,0.048797417,0.034141894,0.08602552,0.029887822,0.0035693028,0.11514182,0.0071335323,0.037117355,0.00688611,0.01192768,0.048546504,0.014696836,0.074441686,0.08798,0.0077759908,0.014137856,0.044923153,0.019058472,0.042200565,0.01752971,0.0072974046,0.00924997,0.15895613,0.12900285,0.007223194,0.02100975,0.019127276,0.024295902,0.09962002,0.04828429,0.0022740534,0.018614054,0.015346936,0.022631602,0.007023049,0.01893961,0.05322699,0.016036578,0.07464329,0.10073504,0.012837304,0.016169395,0.044505216,0.020071352,0.03609894,0.016779851
646,SKCM,4.895125e-05,8.304772e-05,1.3687714e-05,0.0005512796,0.0005374178,2.4845501e-06,0.00032233304,0.0011706481,7.056285e-06,2.6672387e-06,1.8895781e-12,6.365711e-06,0.00023010714,0.010904525,0.00050921715,5.031774e-07,1.4393025e-06,6.700705e-13,2.0618828e-07,7.377556e-06,0.9811836,0.00033283728,8.1440376e-08,4.5444587e-10,1.31252e-07,0.0040840385,1.4882364e-05,2.9015994e-06,3.791956e-06,4.6700693e-06,0.0011992921,6.4829573e-09,8.396575e-05,9.907123e-06,3.8502967e-06,3.731325e-07,1.889642e-12,9.0789314e-07,3.4747427e-06,0.002262071,1.1626887e-05,3.086424e-09,1.0576516e-08,6.7006817e-13,1.2705399e-08,6.7973137e-06,0.9961535,6.191045e-06,2.0078943e-08,2.5115045e-11,7.261104e-07,0.00023110014
647,BRCA,9.231821e-05,0.010742556,0.084430344,0.003448529,0.028916232,0.00010047663,0.025672765,0.044782642,0.0019275845,0.0009547269,0.0009337107,0.03297277,0.017562337,0.0069483127,0.0013801123,0.07340073,0.00827054,0.0034925342,0.0038500677,0.029758858,0.0038423764,0.012996225,2.9089284e-05,0.0009827396,0.0010865733,0.6014248,9.6913434e-05,0.0033985812,0.093336985,0.0026251224,0.037156265,1.1444236e-05,0.025353935,0.07941434,0.0010880055,0.00019731485,0.00047228957,0.01687329,0.00591387,0.0077583063,0.00028236432,0.028982002,0.007426837,0.0037302454,0.0018572649,0.0072100926,0.001396553,0.0022139945,3.1808293e-06,0.00028893535,0.00020730733,0.67270464
648,SARC,0.001713192,0.00825228,0.069917165,0.0016852753,0.042044513,0.0031949694,0.05504548,0.028097626,0.0051772795,0.0077461866,0.0012633769,0.077612,0.00959785,0.033727966,0.003076455,0.058987223,0.050413173,0.0038940539,0.0054761413,0.39146242,0.0061460207,0.07152482,0.0006019036,0.00063196156,0.0010304222,0.06168031,0.00038456905,0.010290092,0.05382706,0.0012848183,0.040955495,0.0070570586,0.032393895,0.011900083,0.0043137115,0.008223716,0.00048883026,0.073658146,0.004137665,0.03230479,0.0031942064,0.035611,0.043835483,0.00060644414,0.004985809,0.43162423,0.00471964,0.13713908,0.0007060646,0.0003155449,0.0030345141,0.05300811
649,STES,0.003966617,0.03864125,0.054490525,0.042189844,0.017190225,0.007887136,0.008562878,0.08437775,0.29225364,0.137463,2.6461967e-05,0.00059390796,0.021811005,0.06046164,0.012229096,0.014227184,0.009834773,0.00066673243,0.006377456,0.00757546,0.06378117,0.068949535,0.014572711,0.000861794,0.0028642076,0.028143995,0.0042032576,0.021036532,0.06304171,0.054855175,0.026166037,0.028188383,0.007352224,0.04909873,0.2160709,0.16616243,1.8121424e-05,0.000814975,0.06422681,0.061870098,0.0087864995,0.014569875,0.00818588,0.00016077429,0.018035552,0.020808462,0.017545827,0.068998285,0.03522506,0.0007069575,0.007396927,0.036474504
650,LUAD,0.0003901697,0.06903276,0.049460404,0.018400244,0.027468618,0.0026203627,0.012847643,0.05535435,0.017452706,0.005876701,8.704837e-06,0.00012751338,0.3089749,0.104166284,0.051367104,0.0066859494,0.0013301532,2.155693e-06,0.0003531492,0.0072586318,0.0069657736,0.24061763,0.0019749901,1.4834129e-06,1.4294076e-05,0.011247418,0.00019787537,0.054622356,0.04545608,0.01949212,0.017362753,0.003767553,0.009181358,0.041893806,0.013644618,0.004900128,8.704463e-06,3.870846e-05,0.37337393,0.123478405,0.042516235,0.0077162827,0.0016593152,2.154889e-06,0.00022630033,0.0066132685,0.0030741785,0.219237,0.0020955575,8.419145e-07,1.4247627e-05,0.009426115
651,UCEC,4.2238153e-05,0.00324893,0.5427303,0.0140940435,0.013380188,0.00087715674,0.029207014,0.054626957,0.0007293113,0.00063146406,0.002024311,0.015288123,0.007908201,0.0032858732,0.0016480021,0.103500016,0.011023427,0.00025164615,0.006049057,0.08858473,0.0010422447,0.015562032,0.00016798548,0.0004348747,0.002434114,0.08122772,9.99007e-05,0.0017832983,0.32875097,0.050835013,0.0138525395,0.00043259762,0.13147269,0.15807657,0.0001742676,0.00036071648,0.0012324239,0.0020772005,0.0076244483,0.0003754009,0.00021976461,0.016856365,0.0052782367,1.0602407e-05,0.019092357,0.017718779,0.0015587473,0.01602774,2.0474397e-05,0.005471575,9.2432936e-05,0.22050494
652,LAML,0.0002978298,0.00018863825,0.00046832897,0.00053618907,0.00035114173,0.00043324064,0.0029237552,3.501562e-05,0.00045908117,0.00069862267,0.9731281,0.008008604,0.00023525752,5.995019e-05,1.622264e-05,0.00022258497,0.002756942,0.0010351518,0.0005641191,0.0008216822,0.00033813785,0.00011042641,0.00037978796,0.0018363745,0.0035826107,0.00051214336,1.28138945e-05,6.133211e-05,0.00020468075,3.597247e-05,0.00018342304,4.7520334e-05,0.000498461,1.1878982e-06,0.00010078117,5.1516126e-05,0.98918486,0.0006938099,0.00019039543,3.968619e-05,2.9473208e-06,6.604489e-05,0.0007150248,5.5721408e-05,9.473776e-05,0.00042767316,7.623557e-05,1.1551397e-05,0.00016738233,0.0002145658,0.0066806027,0.00018113993
653,HNSC,0.003240091,0.025265023,0.05654243,0.010639459,0.11665007,0.0022101582,0.04159771,0.06418545,0.0021181304,0.002741327,9.29783e-06,0.009003317,0.04426495,0.014881648,0.044222564,0.057289395,0.16221343,1.0209443e-05,0.00055889314,0.023109533,0.009587167,0.21730413,0.0026142707,5.1416348e-05,0.0011118744,0.08857809,0.003240091,0.025265023,0.05654243,0.010639459,0.11665007,0.0022101582,0.04159771,0.06418545,0.0021181304,0.002741327,9.29783e-06,0.009003317,0.04426495,0.014881648,0.044222564,0.057289395,0.16221343,1.0209443e-05,0.00055889314,0.023109533,0.009587167,0.21730413,0.0026142707,5.1416348e-05,0.0011118744,0.08857809
654,UCEC,0.0021529924,0.0038375289,0.04253938,0.009020479,0.050617777,0.0013110846,0.050407007,0.0034620971,0.0026675586,0.009048411,0.00056654867,0.010902704,0.07230523,0.011152599,0.0037589679,0.025606364,0.010577345,0.002283617,0.03256965,0.013405387,0.02453706,0.06221458,0.0036081322,0.0041943546,0.00097580574,0.54627734,0.0028179477,0.003853072,0.03419667,0.004860918,0.07702663,0.0004035196,0.04892559,0.0026722609,0.002211323,0.0055047055,0.00025949813,0.0060883383,0.06427292,0.006502944,0.0036153274,0.009996971,0.009157795,0.0006850836,0.023731284,0.0104000205,0.011731056,0.08545811,0.0022682666,0.003749983,0.0004492638,0.5791605
655,PRAD,4.569284e-05,0.0001463868,0.020025253,0.007412683,0.0014077664,0.0060460744,0.0014732665,0.002162811,0.009013792,0.0035356884,0.06435307,0.0037724655,0.0036383376,0.0015640432,0.00023822185,0.005024789,0.0014089927,0.070149034,0.5564782,0.0135761285,0.0012581956,0.0008642403,0.002564322,0.07358912,0.14825827,0.001993199,1.7178078e-05,0.00016597976,0.021880189,0.008292382,0.0023367475,0.0059990427,0.0020185472,0.0026329139,0.010878934,0.004450183,0.07576995,0.005207772,0.0033800711,0.001410293,0.00028330696,0.005288087,0.0012796554,0.0731856,0.48730785,0.014703098,0.002012561,0.0010744868,0.0028785798,0.0912631,0.17434633,0.0019371021
656,ACC,0.9935483,9.613956e-05,4.5117664e-05,4.3356256e-05,2.6980357e-05,4.898813e-06,8.324477e-05,8.4036867e-07,0.0017817067,0.0012281336,6.505027e-07,5.034425e-05,3.9467028e-05,2.6781541e-05,1.5482767e-05,5.655901e-06,0.00012172,0.00021603846,3.864486e-06,4.1164176e-06,0.00026696664,4.6886482e-05,0.0019301148,4.218175e-06,3.7387829e-06,0.00040518737,0.9981645,3.619326e-05,6.247724e-06,1.4987733e-06,1.1130108e-05,3.1605828e-07,5.7939586e-05,1.9958232e-07,0.00076125434,0.00029123886,3.6177013e-08,3.6529324e-05,8.5917986e-07,2.8540312e-06,6.924659e-07,1.7160403e-08,2.9369154e-05,8.889258e-05,2.4789597e-06,8.560992e-08,0.00020286949,3.421178e-06,8.260763e-05,7.745993e-06,0.0001798656,3.124134e-05
657,SARC,0.0015444338,0.0024798352,0.12108628,0.002842883,0.011308194,0.0034499487,0.04446347,0.027645877,0.0010240352,0.0011070014,0.19375274,0.09137698,0.009783354,0.006459043,0.002586912,0.21636435,0.026358483,0.02660067,0.023105644,0.1200408,0.0017756723,0.009141647,0.0006770273,0.00969171,0.024109177,0.021223774,0.008954358,0.0014067114,0.26911408,0.0010771478,0.015595301,0.00041821474,0.019104311,0.046014264,0.0008483176,0.0007643837,0.08781428,0.024100255,0.005835191,0.005000917,0.00206676,0.25426325,0.020679824,0.019266028,0.0194244,0.12877442,0.00030610882,0.011922543,0.00010397082,0.0014634735,0.0013668583,0.05431462
658,BRCA,0.0068195397,0.02712256,0.10498554,0.05981643,0.007877387,0.011794325,0.019687463,0.07732077,0.18619877,0.17330112,0.00030284873,0.016511409,0.048400916,0.029538598,0.0050052977,0.03077291,0.021722969,0.0013639911,0.028552528,0.0354483,0.015199133,0.017311208,0.041089546,0.0022920496,0.0041712984,0.02739309,0.0068195397,0.02712256,0.10498554,0.05981643,0.007877387,0.011794325,0.019687463,0.07732077,0.18619877,0.17330112,0.00030284873,0.016511409,0.048400916,0.029538598,0.0050052977,0.03077291,0.021722969,0.0013639911,0.028552528,0.0354483,0.015199133,0.017311208,0.041089546,0.0022920496,0.0041712984,0.02739309
659,LAML,0.00016077007,0.0007200527,0.118619785,0.02741732,0.00024522253,0.0006422377,0.0028949634,0.0020430372,0.01818575,0.010089701,0.0846314,0.00265822,0.0017377592,0.0009420294,2.5438234e-05,0.004777209,0.0020012984,0.41660666,0.06997926,0.06568664,0.0012546948,0.0004059883,0.005580522,0.07011197,0.09036116,0.0022209112,7.918264e-05,0.0009002713,0.11159984,0.0259208,0.0002064005,0.00058054784,0.0031687731,0.0018783261,0.017223053,0.0103869615,0.087111816,0.0034643488,0.0016962402,0.000920018,2.6398668e-05,0.0042835465,0.0018764491,0.41371146,0.06826857,0.06565147,0.002041254,0.0004946236,0.0062647793,0.07873226,0.091074854,0.0024377094
660,THYM,0.0017204647,0.0044693085,0.24593818,0.04589,0.006455266,0.0122538535,0.0220157,0.011576643,0.015188541,0.013821234,0.067119695,0.008521229,0.010829973,0.0043155607,0.00063080713,0.018614924,0.023447413,0.09424238,0.078972645,0.106811486,0.008272246,0.0029143095,0.027551055,0.10246638,0.051198095,0.014762597,0.00050723937,0.004241217,0.2442384,0.06895558,0.005052471,0.015683662,0.03171118,0.0077248854,0.01927358,0.018395187,0.05814266,0.0076370933,0.011774868,0.0025560658,0.0003252651,0.025948083,0.024481123,0.041612256,0.09664296,0.16207692,0.0037279832,0.005648252,0.011604157,0.027433226,0.044360965,0.060244653
661,GBMLGG,0.0037071384,0.0008581944,0.0009506308,0.00019178129,0.00640708,0.00019489574,0.65985096,0.004330118,0.0003065904,0.0011782766,5.3897493e-06,0.037755378,0.00015302614,0.00071062817,0.0003903778,0.0015130464,0.014786386,5.0603626e-06,3.6690377e-05,0.003499195,0.00057627127,0.010873648,6.836165e-05,6.126519e-06,7.802913e-05,0.2515668,0.0031140903,0.00035011422,0.001257087,3.11364e-05,0.0046363403,1.8977133e-06,0.6700239,0.005538883,0.00044626562,0.0034440479,1.7421611e-05,0.08137879,7.333294e-06,9.9423385e-05,5.392204e-05,0.00025522313,0.008305313,8.513482e-07,0.00026676763,0.012217974,0.00025558774,0.0082225725,4.013596e-05,2.4072801e-06,0.0013238318,0.19870867
662,LGG,4.7485035e-05,1.6490234e-05,9.2690825e-05,1.2841712e-05,1.7771308e-05,5.6928743e-06,0.04974622,5.5350658e-05,7.661066e-06,3.8388007e-06,6.568644e-05,0.94917697,1.4726531e-06,2.1714659e-05,1.2334258e-06,5.0680364e-06,3.565307e-05,1.08748645e-05,1.0346621e-05,4.717783e-06,1.8502424e-05,1.0897334e-05,1.1832109e-06,4.309265e-06,5.0873473e-06,0.00062029273,3.376233e-05,7.8680773e-07,2.2909631e-05,2.0135456e-06,3.0794856e-06,2.0129568e-07,0.0442944,8.355131e-06,1.6369117e-06,6.365708e-07,1.8786239e-05,0.95550025,6.887221e-08,4.62846e-06,1.0088863e-07,3.949083e-07,2.5802267e-06,7.563585e-07,5.8483074e-06,5.6381504e-07,5.978313e-06,1.709517e-06,2.3159526e-08,9.382651e-07,1.4801811e-05,7.4728654e-05
663,THYM,0.0005710778,0.0010611016,0.20993999,0.011207527,0.00078018574,0.0068130507,0.0035824021,0.0018909327,0.013894536,0.013190849,0.12934436,0.0035630823,0.0014566743,0.0009878399,0.00026318332,0.008045014,0.011840263,0.14722121,0.12674086,0.0443542,0.0010642064,0.0006637247,0.0040777493,0.07214696,0.18390901,0.0013900397,0.0005710778,0.0010611016,0.20993999,0.011207527,0.00078018574,0.0068130507,0.0035824021,0.0018909327,0.013894536,0.013190849,0.12934436,0.0035630823,0.0014566743,0.0009878399,0.00026318332,0.008045014,0.011840263,0.14722121,0.12674086,0.0443542,0.0010642064,0.0006637247,0.0040777493,0.07214696,0.18390901,0.0013900397
664,LUAD,6.5287786e-05,0.008158548,0.0021822893,0.06504893,0.006545046,0.00020314843,0.00024166278,0.054911934,0.0002679993,7.111506e-05,3.3177733e-07,4.8122165e-05,0.006732267,0.30771905,0.5137562,0.0007850735,5.605587e-05,2.770292e-07,3.0383893e-05,0.0009873358,0.0038728549,0.026878007,0.0002017621,6.2160683e-07,8.657956e-06,0.0012270025,1.442455e-05,0.0060469355,0.0013599762,0.06047583,0.0045653535,3.509573e-05,0.00022867293,0.061429515,0.00024538249,6.520946e-05,3.3177733e-07,2.0633726e-05,0.0018498327,0.3027376,0.5213767,0.00054561754,4.2147632e-05,2.770292e-07,1.8199471e-05,0.000221196,0.0012639796,0.036176354,0.00035120334,6.1642845e-07,5.333669e-06,0.0009236238
665,BRCA,0.0013237912,0.0016283892,0.5275983,0.037371438,0.013056052,0.00081365474,0.009074669,0.013896749,0.03563719,0.050158873,0.0036225917,0.0060746167,0.012144193,0.013338929,0.00023032424,0.012620451,0.013293328,0.06478404,0.0162072,0.016750347,0.0058831065,0.009542152,0.0020855789,0.115151584,0.0026407714,0.015071561,0.00088772294,0.0006003727,0.6093134,0.04923811,0.011686179,0.0012743443,0.0039428105,0.00791659,0.022486394,0.020217123,0.0021046554,0.0023585497,0.01643718,0.008644327,0.00016238505,0.013258188,0.006268549,0.040343937,0.027193036,0.023621805,0.0015386367,0.010546537,0.0009160233,0.10069101,0.0017345818,0.016617637
666,KIPAN,0.00025000627,0.013917932,0.021766447,0.001438705,0.0044025523,0.0050877295,0.015265687,0.02582663,0.0020702747,0.0032019333,0.006254449,0.012251998,0.0007411355,0.030775227,0.007950883,0.53810596,0.11551464,0.0014346988,0.021021036,0.11291094,0.0029096848,0.014806984,0.0042116875,0.009958751,0.00095458404,0.026969405,7.8542726e-05,0.017530054,0.018343216,0.0009835388,0.003115468,0.003036981,0.014380444,0.03191229,0.0015005895,0.001414905,0.0242489,0.008654386,0.00011922898,0.035017375,0.011709587,0.5587739,0.07329457,0.00072747975,0.020025805,0.11218554,0.0023039146,0.014472584,0.004783186,0.018678682,0.0008686874,0.021840258
667,KIPAN,0.004097625,0.005715157,0.10816222,0.063249595,0.0049690893,0.011023009,0.05496424,0.03034228,0.035923105,0.14038104,0.004823415,0.032856014,0.020173684,0.11428598,0.0024258902,0.009756631,0.05161426,0.072004266,0.03296533,0.09604308,0.008819698,0.019790689,0.012621054,0.019195369,0.033912558,0.009884826,0.0005020496,0.0059119225,0.10755217,0.13628624,0.0029795459,0.012676128,0.053787284,0.020956516,0.040214777,0.069962785,0.006867817,0.0102487905,0.02846199,0.10512016,0.0006093946,0.010866239,0.0457214,0.018564044,0.0338696,0.18026708,0.0026563117,0.031860854,0.011469344,0.0049094963,0.026783844,0.030894252
668,LGG,2.8982392e-06,3.0657006e-06,3.855163e-05,9.831352e-07,1.9942167e-05,1.7320245e-07,0.15767731,1.4973654e-05,1.397078e-06,2.3782868e-06,0.000663578,0.84081495,2.3955295e-06,2.0774253e-06,2.7156162e-07,9.6117954e-05,3.8711463e-05,7.674744e-05,1.4356683e-05,0.00020182609,5.3398967e-06,6.4472197e-06,2.356501e-08,5.181802e-06,1.9991749e-05,0.00029034787,1.5061848e-05,5.7251486e-07,1.5618185e-05,2.9362707e-07,1.3761432e-05,3.2380992e-08,0.14803883,8.260337e-06,6.981086e-07,3.096668e-07,0.00020306345,0.85147446,2.7732457e-07,9.708145e-07,2.2341948e-07,1.8536703e-05,3.652416e-06,4.2938227e-06,1.8926872e-05,1.8500556e-05,6.3280936e-06,2.6757739e-06,7.472522e-09,8.996949e-06,4.2012296e-05,0.00010358648
669,BLCA,0.00024529314,0.11024619,0.010113868,0.0019052102,0.0012105816,0.00030071387,4.9389997e-05,0.05095465,0.002495303,0.00027469674,2.506207e-07,1.2193175e-06,0.003518482,0.24163668,0.52030134,0.0010132995,4.0289116e-05,4.2616387e-07,0.00016763827,0.0008719726,0.0010250389,0.05134038,4.971417e-05,3.5617998e-07,1.1005228e-05,0.0022259231,5.730951e-05,0.058406565,0.0044513824,0.0032068645,0.0006735922,9.303118e-05,4.081883e-05,0.047169175,0.0021262162,0.001416687,2.506207e-07,5.1150954e-07,0.0013492852,0.23848297,0.6082465,0.00066417316,2.223729e-05,4.2616387e-07,0.00016249689,0.00058158743,0.00045038323,0.03155746,3.3176973e-05,3.5617802e-07,6.2656404e-06,0.00080034346
670,BRCA,0.00015432623,0.0033456122,0.8589029,0.10436276,0.0006013142,2.8941273e-05,0.00043506178,0.015426332,0.00013299545,0.00026511,1.4270741e-08,0.00016716792,0.00027839406,0.003125991,0.0035281146,0.0011593539,0.00036174874,1.2170317e-08,5.8503825e-05,0.00024837634,0.00065388036,0.0026433398,5.2693504e-05,7.0251026e-06,8.566403e-07,0.004059099,0.00022428275,0.00216368,0.83832425,0.12370305,0.00076863414,4.3211726e-06,0.000309512,0.019405182,9.2025446e-05,5.5633893e-05,7.707648e-09,8.9180394e-05,9.042676e-05,0.0020604087,0.0054594623,0.00048576377,0.00017770726,3.7012806e-09,5.597521e-05,0.00010521833,0.00082725164,0.002818231,1.2074403e-05,1.0921956e-05,5.653607e-08,0.0027566943
671,LGG,1.2486192e-05,9.7409575e-05,0.021616144,0.0085677,0.00021035661,0.0013846279,0.003579601,0.00031452609,0.005068383,0.0063059195,0.17921741,0.0068300418,0.00014196844,0.00022439237,0.0052639158,0.0011963457,0.005799017,0.05670422,0.06284357,0.022434067,0.000273167,0.0025184634,0.0005397816,0.10738495,0.50076973,0.0007018273,1.4224467e-05,9.416022e-05,0.021869954,0.009115145,0.00023067344,0.0013208895,0.003849441,0.00039966614,0.0050831656,0.0068656714,0.18124726,0.008008039,0.00015734545,0.00026901535,0.0053084507,0.0011923957,0.006661951,0.05723742,0.06304046,0.021672307,0.00037433006,0.002566361,0.0006383495,0.10814873,0.49395576,0.0006788774
672,TGCT,0.0012841873,0.013477505,0.040687896,0.027079197,0.0055064033,0.006507603,0.026714318,0.012688318,0.12992689,0.067507215,4.712137e-05,0.0011740965,0.031208022,0.019090611,0.004514986,0.0144859115,0.03501148,0.0015974904,0.0063472968,0.09653889,0.0019117568,0.08550593,0.33104557,0.00065244763,0.00916274,0.030326145,6.666422e-05,0.022685751,0.048640814,0.030655298,0.00471595,0.005663924,0.031481393,0.010314572,0.13531707,0.075414754,7.038373e-05,0.0006276987,0.037116375,0.021013774,0.0030816374,0.020712994,0.027350143,0.0008576145,0.008909139,0.14452203,0.0010391788,0.077146456,0.24445364,0.00052527373,0.016455963,0.03116149
673,KIRC,0.001409082,0.00013734332,4.3666623e-05,3.7755286e-05,2.7928783e-05,0.0001771922,0.00025577235,5.086597e-06,0.049380627,0.9473846,9.1652174e-07,3.0918327e-05,7.067211e-06,1.7183673e-05,1.2566433e-05,1.5908821e-05,1.5595193e-05,5.1268885e-06,6.9139737e-06,0.0005467443,0.00014085034,6.280725e-05,0.00013598587,1.4346052e-06,2.4098028e-06,0.00013867643,7.776391e-05,2.790597e-06,3.8321912e-05,3.1163688e-06,7.30993e-06,3.8797075e-06,5.8310634e-05,6.187304e-07,0.041760232,0.95730233,5.784417e-07,2.7044014e-06,4.439259e-06,2.7043577e-06,6.9909333e-07,9.040227e-06,8.742847e-07,2.333679e-07,6.7077026e-06,0.0005668174,0.000105420666,1.6735325e-05,3.1656573e-06,2.0588354e-07,7.354306e-06,1.7706558e-05
674,THCA,0.0018225409,0.0011396554,0.033504352,0.008731156,0.013310893,0.004458203,0.063644424,0.008028863,0.003311482,0.0027113042,0.1715999,0.123672225,0.013972719,0.010590122,0.0022795158,0.030325271,0.021846384,0.04981867,0.26566544,0.056637738,0.008432047,0.004643623,0.0045936513,0.03730995,0.050148394,0.007801441,0.0018225409,0.0011396554,0.033504352,0.008731156,0.013310893,0.004458203,0.063644424,0.008028863,0.003311482,0.0027113042,0.1715999,0.123672225,0.013972719,0.010590122,0.0022795158,0.030325271,0.021846384,0.04981867,0.26566544,0.056637738,0.008432047,0.004643623,0.0045936513,0.03730995,0.050148394,0.007801441
675,COAD,0.0015628372,0.0013017551,0.006869352,0.0010687312,0.8916398,8.978782e-05,0.00256969,0.00836937,0.0052671055,0.0046491222,0.00018602518,0.0016175741,0.0009453096,0.0003050139,0.0003662227,0.015532824,0.024712197,0.00028148873,0.000253029,0.0015829336,0.0014241177,0.014338946,0.00016530739,0.00028790868,2.3191902e-05,0.01459041,0.0039220164,0.001530751,0.0029561545,0.00035708645,0.92008793,1.038783e-05,0.0017983059,0.005228498,0.009303199,0.0033145663,0.00015729606,0.00058579544,0.00020877292,8.352609e-05,0.0001420362,0.0071992246,0.007270503,6.532547e-05,0.00024661853,0.0007963506,0.0021534453,0.012931447,6.705751e-05,0.00026838,1.4210802e-06,0.019313892
676,PAAD,0.0040102685,0.008498412,0.16680658,0.085840195,0.037648458,0.008295341,0.015998753,0.004847147,0.08771746,0.12592188,0.0035195644,0.006168752,0.038071048,0.014663786,0.0014883276,0.046528663,0.020495407,0.019441925,0.046613548,0.036090676,0.011234019,0.048894864,0.033325862,0.012752824,0.00747844,0.107647866,0.0017401807,0.011650929,0.28326312,0.069946274,0.027839966,0.010033617,0.019742182,0.0047084508,0.07692391,0.07257434,0.0041406536,0.0015931319,0.029724384,0.008414863,0.0010349326,0.045121055,0.008704905,0.0059481803,0.030580878,0.011644119,0.005357176,0.0672933,0.01419642,0.013316685,0.0019230987,0.17258324
677,THYM,0.005329328,0.0060927738,0.038853124,0.017036712,0.009303328,0.011586041,0.03038588,0.012400351,0.08819838,0.015737243,0.035321392,0.017745053,0.071267255,0.011408475,0.003166212,0.032746382,0.03746735,0.015686005,0.1084929,0.1304692,0.011118185,0.012332114,0.217072,0.0206876,0.023757368,0.016339285,0.005329328,0.0060927738,0.038853124,0.017036712,0.009303328,0.011586041,0.03038588,0.012400351,0.08819838,0.015737243,0.035321392,0.017745053,0.071267255,0.011408475,0.003166212,0.032746382,0.03746735,0.015686005,0.1084929,0.1304692,0.011118185,0.012332114,0.217072,0.0206876,0.023757368,0.016339285
678,ACC,0.96660376,0.0027821714,0.0012688686,0.00049663533,0.00013459273,0.0001480839,0.0012234572,0.0001684848,0.020607611,0.0015441547,3.855381e-08,8.7208144e-05,0.0004480002,0.0004091927,0.00019183646,7.435649e-05,0.00042221873,1.9546113e-07,5.3424552e-05,6.0519378e-05,0.0014905011,0.00033905808,0.0010695409,9.589833e-07,2.4387995e-07,0.00037493982,0.9902334,0.00063934387,0.00048930786,9.535723e-05,7.327985e-05,8.574153e-06,0.00047984216,3.751092e-05,0.005293952,0.0001443007,6.4537837e-09,6.623107e-05,2.154493e-05,0.00011838314,6.289598e-05,5.268796e-06,3.966965e-05,7.663611e-09,2.9325825e-05,4.1183907e-06,0.0018500675,0.0001337732,0.000110775334,9.961509e-07,2.3273103e-08,6.2030274e-05
679,STES,4.319343e-05,4.612678e-05,0.0004962058,5.726118e-07,0.037302922,1.7972101e-06,1.0501483e-06,7.183042e-05,9.178602e-05,6.073062e-10,6.5109135e-10,1.1086263e-09,6.3733305e-06,6.0612023e-05,3.0594056e-05,2.6967626e-09,1.7710551e-09,4.1912225e-09,1.921435e-09,4.6414545e-08,4.422068e-05,0.9006701,4.1788134e-10,1.5860335e-10,7.304979e-07,0.061131965,1.360541e-06,2.717601e-06,0.0015060524,2.1092065e-07,0.039175995,1.0071153e-06,1.2331982e-06,3.9414615e-05,0.00020026708,7.1884326e-10,6.5109135e-10,1.1086252e-09,5.2779075e-07,3.8601076e-05,0.00010967547,2.680287e-09,1.6859778e-09,4.1912225e-09,1.9214401e-09,4.6066784e-08,8.824224e-05,0.9224473,4.178813e-10,1.5860335e-10,2.5066083e-07,0.036387067
680,KIRC,0.00023973806,3.1876425e-05,7.264113e-05,6.504041e-05,1.1839388e-05,2.4000337e-05,3.580134e-05,5.9835197e-06,0.045211736,0.9536334,1.3417305e-05,4.947545e-05,5.1878396e-06,3.0946853e-06,7.436978e-07,5.182886e-05,8.2835766e-05,9.154397e-05,1.064886e-05,6.8762224e-06,0.00013209597,1.0858535e-05,0.00012657786,1.5386868e-05,3.1395498e-06,6.4313805e-05,6.220567e-05,3.4451468e-06,5.3354743e-05,1.6729582e-05,2.6752261e-06,1.1325491e-05,1.33417725e-05,1.0308405e-06,0.029233815,0.97027594,3.0744734e-06,1.2475506e-05,1.041376e-06,5.0521857e-07,2.559831e-07,5.2590235e-06,4.9024607e-06,3.788286e-06,7.429968e-06,1.0784685e-05,0.00020838164,4.584108e-06,3.326285e-05,5.586112e-06,5.682497e-06,1.9047919e-05
