true_class,true_rank,top1_class,top1_probability,margin,entropy,correct
LIHC,6,HNSC,0.18235722821626518,0.0068397231929336055,2.396284478456349,False
BRCA,2,OV,0.6101483361179926,0.5223263582321354,1.6775768956931407,False
GBMLGG,1,GBMLGG,0.6257959126965997,0.433838062770153,1.4374200534965202,True
LIHC,2,KIPAN,0.2471663573571232,0.08863897333733345,2.5620541619194954,False
STES,1,STES,0.3695553421512929,0.17518355797796203,2.0243019777011173,True
BLCA,2,CESC,0.4566510070938699,0.1226627919973653,1.5678963555959935,False
TGCT,1,TGCT,0.8259424585108948,0.8003090861017527,0.953175420753444,True
BRCA,5,OV,0.26827895205643565,0.14666310459613996,2.5512581829986662,False
TGCT,1,TGCT,0.5221073637804744,0.43988289026054656,1.9624820346833631,True
THCA,3,THYM,0.5347016919658176,0.33302860641605325,1.4695847261221497,False
HNSC,4,LUSC,0.9755262012902897,0.960328803338986,0.1355203117176811,False
PAAD,1,PAAD,0.35107626198315,0.2605278466706352,2.353150411460797,True
GBMLGG,1,GBMLGG,0.33394020673769004,0.24864587858093307,2.5396570406336387,True
LIHC,8,OV,0.3445495108636404,0.2234772469462336,2.353700766585083,False
COAD,1,COAD,0.7728573564196963,0.688998279089294,1.044733412911862,True
STES,1,STES,0.4672233374240103,0.3414592667110582,2.0829951533361557,True
GBMLGG,2,LGG,0.611203205764763,0.278254929046543,0.9460705095734363,False
PRAD,2,SARC,0.1824517384776863,0.042432758364940176,2.6830679553722803,False
STES,1,STES,0.6769743659164166,0.5317484514940194,1.1864711849931953,True
BRCA,1,BRCA,0.32298248926887646,0.15638382647304358,2.4555628172607653,True
ACC,4,STES,0.5204468813721254,0.3777689376550605,1.4877069902029036,False
KIPAN,1,KIPAN,0.5326595289808882,0.15922641704565538,1.1611175206019335,True
KIPAN,1,KIPAN,0.2577205956795352,0.0747140663496155,2.3651318274229194,True
LUSC,2,LUAD,0.4133483035792232,0.008398235779579544,1.4147001439132842,False
LUAD,1,LUAD,0.6199779165831448,0.4358335016059609,1.1685833741335288,True
LGG,1,LGG,0.7782253456479467,0.5764771129512578,0.6517391106781565,True
COAD,3,STES,0.22420803262524341,0.05599771577416904,2.5236752184742044,False
BRCA,3,OV,0.30840367355524023,0.18876986040923455,2.482482258373346,False
LGG,1,LGG,0.5579782287705615,0.34487016780313917,1.5896625791662529,True
THCA,1,THCA,0.7326675053842766,0.6920796960438571,1.3575196324975936,True
KIRC,1,KIRC,0.5409701736069942,0.385050929192348,1.7355753702377203,True
COAD,3,STES,0.2830695506697604,0.07255934170593348,2.123768046146443,False
THCA,1,THCA,0.9254718745968146,0.9024688245989747,0.41108974336228427,True
OV,10,SARC,0.11187143147167006,0.008331782760863132,2.8995887536325307,False
SKCM,15,PRAD,0.3537202778154963,0.21692325191223077,2.377407473550259,False
THYM,4,PCPG,0.13901217738183147,0.007501244791242201,2.822591203701105,False
SKCM,3,THCA,0.6779298071076917,0.6277266745865235,1.559648767280641,False
PCPG,2,KIRC,0.2686518410713264,0.08098119437022425,2.1841694940673926,False
PCPG,3,LAML,0.28798994961256597,0.08795038610308223,2.10266684284541,False
TGCT,2,GBMLGG,0.5117381396200967,0.4502775679440681,2.0431060297274226,False
COAD,1,COAD,0.8475454308709737,0.7805640716685741,0.7191529981480042,True
THYM,1,THYM,0.471051004341506,0.25934736256238977,1.5862568707162252,True
UCEC,1,UCEC,0.30035381633338626,0.15065396882840212,2.543637263178857,True
THCA,12,SARC,0.11639786991785546,0.0038591778850234765,2.967131805249655,False
THCA,1,THCA,0.20390892187557288,0.021097347304560837,2.117006885308334,True
PRAD,1,PRAD,0.20223011700037194,0.022410050725548303,2.3440631344324716,True
BRCA,1,BRCA,0.22663992859708076,0.0271911772701047,2.437027594068273,True
KIRC,1,KIRC,0.6566200807198577,0.42888417544800594,1.1625610758377822,True
LGG,1,LGG,0.6525218460768376,0.4416749161752679,1.2631137959279077,True
PRAD,1,PRAD,0.21437488074014568,0.07816543074383325,2.624084942402557,True
PAAD,2,STES,0.11603508508742158,0.023437573736371023,2.9858215893818727,False
STES,7,LIHC,0.2607095208730063,0.15451974972297344,2.4877075057342166,False
LGG,1,LGG,0.5638680281890658,0.32322869621510086,1.391419562095873,True
KIPAN,1,KIPAN,0.9411877749549618,0.915825060220765,0.34593976092534967,True
HNSC,6,OV,0.3183791293094155,0.12093401137416993,2.229562527702782,False
THCA,1,THCA,0.8301929424670252,0.8062201886267755,0.9346991955363015,True
PCPG,1,PCPG,0.2247675088575693,0.10784167897483468,2.71004796760266,True
BLCA,1,BLCA,0.8609254522087801,0.7827718703120067,0.5776057087850108,True
GBMLGG,13,PRAD,0.14802512176694585,0.011504858460337136,2.7479882241170523,False
COAD,6,OV,0.16435429654750056,0.020261302838036427,2.673478913181719,False
BRCA,14,OV,0.3127124964379552,0.18844421562200186,2.3476900331895205,False
KIPAN,1,KIPAN,0.603586789959525,0.4769368148094725,1.6173292265637265,True
GBMLGG,1,GBMLGG,0.3960774087160116,0.013044864407970036,1.5804771814916352,True
PRAD,1,PRAD,0.24897664196995806,0.1636089494902854,2.7173694850221652,True
PRAD,2,PCPG,0.1800251908380153,0.06802226630351135,2.7157205682918133,False
GBMLGG,2,LGG,0.5175910423696323,0.1011988604238595,1.0244820134182413,False
HNSC,1,HNSC,0.23804122241417341,0.09035784018215665,2.401795659099728,True
BRCA,1,BRCA,0.4812019589055709,0.4134975403817767,2.131889962782272,True
KIPAN,1,KIPAN,0.32068764561765317,0.15009362618769537,2.208205077163504,True
OV,7,SARC,0.16991947810286995,0.0667019255494773,2.8877213618215407,False
CESC,1,CESC,0.3196343584953843,0.17890856070802813,2.332884759831788,True
OV,1,OV,0.22637654942593488,0.056794185459577484,2.5028756468749123,True
SKCM,1,SKCM,0.528348636242479,0.40183360261918977,1.7473453955924396,True
LGG,2,GBMLGG,0.39551770991557816,0.018806250465091878,1.53031847468055,False
LUAD,2,LUSC,0.564787586917362,0.17832753701801646,0.8615880464288217,False
DLBC,1,DLBC,0.3148334055176766,0.1408363891628179,2.3718069841859317,True
HNSC,4,LUSC,0.41315490968550905,0.09501689893514376,1.47646378031786,False
KIPAN,3,OV,0.2847994533180681,0.027043970957768226,2.2808710836866775,False
BRCA,1,BRCA,0.22296671138067153,0.03084302301144326,2.3621632128332037,True
SARC,2,OV,0.36613806594939474,0.022520897639828008,1.8356682403900986,False
HNSC,2,STES,0.1531477540759748,0.01739422943153926,2.679630378826396,False
SARC,13,OV,0.1390513188161483,0.014553561874449075,2.9799924443616,False
KIRC,1,KIRC,0.7602505474784453,0.543799010773903,0.6881721151963859,True
LIHC,2,TGCT,0.38205243166894337,0.13383770788902133,2.1091486148522014,False
THCA,1,THCA,0.7954481857091473,0.7658425511355152,1.0686395373387574,True
BRCA,1,BRCA,0.527732836000651,0.3933160657077221,1.8193185824186897,True
OV,1,OV,0.5426705688731697,0.46878850776341235,1.9145448029166157,True
STES,6,OV,0.1763559978289241,0.012229620040044048,2.6338117507826926,False
PRAD,9,KIRC,0.4068126076692315,0.15934775424509331,1.8643254964494291,False
SARC,12,LUSC,0.3686660781634012,0.11246721891490585,1.6615600786733347,False
KIRC,1,KIRC,0.3940903171990871,0.019463631106790724,1.6628132336056909,True
LAML,6,PRAD,0.2261053217808202,0.0832188498146082,2.5656162101135602,False
KIRC,5,OV,0.1501481650161976,0.01819196304771664,2.669347496444105,False
GBMLGG,1,GBMLGG,0.5131165191139185,0.13171652991193816,1.1722021680847212,True
COAD,2,STES,0.5934444494722806,0.2674013895147344,1.0199856285421993,False
STES,1,STES,0.7851718565651297,0.7306225659353526,1.003352755439008,True
LUAD,3,OV,0.23459221010282064,0.02052402590626079,2.2934586264991084,False
UCEC,1,UCEC,0.9145055469208243,0.8748014648692869,0.4581916152517803,True
COAD,1,COAD,0.5953592156811185,0.24759694826800405,0.9424256633553842,True
LIHC,8,OV,0.2411785055616824,0.08585322184077876,2.4264747594142446,False
CESC,5,KIPAN,0.21408793599076004,0.09933235674714032,2.708302489102899,False
STES,1,STES,0.6736554145461633,0.5785085261152566,1.4200519264689366,True
KIPAN,7,THYM,0.18804613508149662,0.07116189319855092,2.7412291374832694,False
BRCA,1,BRCA,0.6391383110018016,0.5425778745688039,1.523817811783303,True
KIPAN,1,KIPAN,0.17071505455336014,0.08672325599815284,2.9337362464284586,True
HNSC,1,HNSC,0.3010929894471316,0.13447414658143364,2.4192434243540757,True
LAML,2,THYM,0.2340112156570761,0.03494571337605931,2.166521902629234,False
GBMLGG,6,COAD,0.15311587161650114,0.0379251696268567,2.717564649900921,False
PRAD,3,TGCT,0.17482925597051216,0.06788586521059192,2.7826189840256212,False
COAD,1,COAD,0.8368510552383229,0.8128057186948479,0.9171241648286323,True
OV,1,OV,0.25753092307855274,0.1028385740112755,2.529928760709406,True
GBMLGG,2,LGG,0.6189648708263163,0.35798330267220535,1.1840203534446205,False
CESC,5,BRCA,0.11065696707566774,0.022016334085741315,2.983036495578921,False
STES,1,STES,0.7684032884712638,0.7227853504346621,1.053378998212541,True
KIRC,1,KIRC,0.7572878939549568,0.5472618901745943,0.7455802235966085,True
STES,1,STES,0.23513514286298937,0.08533064246900154,2.3728577260115116,True
OV,11,BRCA,0.2688124707039977,0.0724123846820178,2.3897720234060746,False
UCEC,5,HNSC,0.3508449643952242,0.13705071225221097,1.8291570485045974,False
STES,1,STES,0.8407416894563472,0.7641310074923722,0.67928975981135,True
STES,1,STES,0.25836742555922354,0.13228705848803304,2.5644874069630146,True
SKCM,1,SKCM,0.9637873044907171,0.9522273656321361,0.23211372671090233,True
SKCM,1,SKCM,0.8124421298390059,0.7346277829689489,0.813884811471824,True
GBMLGG,10,PCPG,0.12344877624491665,0.018327892127473933,2.8977250404394366,False
LAML,1,LAML,0.9430506355862942,0.9246552622045526,0.33234851575022695,True
LIHC,1,LIHC,0.43883388299331677,0.2203840715410119,1.975112856421213,True
LGG,11,GBMLGG,0.23483262318975506,0.10472353183125865,2.7531679715273984,False
BRCA,5,HNSC,0.2731141823701251,0.08482825071623976,2.123847345048281,False
KIRC,1,KIRC,0.2606343636988818,0.07930569381186364,2.4624191655029857,True
CESC,2,BLCA,0.9587820525812852,0.918889757597635,0.17892704148869734,False
THCA,1,THCA,0.9349617055636695,0.9225112634598406,0.4054680022541438,True
STES,1,STES,0.4940869975771755,0.32474822907371304,1.688128119633371,True
SARC,1,SARC,0.1427152021109611,0.007547199796393511,2.8440650929426083,True
SARC,1,SARC,0.3751915152270965,0.2951659976028506,2.496081035819422,True
BRCA,7,OV,0.22621402962578946,0.00042659040188525177,2.479826788837273,False
THCA,1,THCA,0.8554710184622878,0.8325462500310105,0.8155970235250772,True
LIHC,1,LIHC,0.257801982421262,0.17123747792431365,2.6348717224271914,True
COAD,1,COAD,0.8658172141668875,0.8255579103905325,0.6710156135193655,True
COAD,1,COAD,0.8925725965146327,0.8350466291315519,0.5399669445320956,True
LGG,1,LGG,0.5781233829011616,0.2490431334864719,1.1759556556753905,True
BRCA,1,BRCA,0.6297897437914542,0.5602575161499178,1.5551985634112746,True
SKCM,1,SKCM,0.9483282357865067,0.9349136938021052,0.3058366497139089,True
BRCA,1,BRCA,0.2455000480687619,0.07553609443578543,2.427734290636713,True
KIRC,11,PRAD,0.1353288671570341,0.004234120502121463,2.7988728485038616,False
LIHC,2,PRAD,0.1767853827970293,0.05458425827689836,2.842902545292857,False
KIPAN,1,KIPAN,0.30592948924862035,0.1640404203748617,2.437719313688912,True
KIPAN,2,KIRC,0.48853565962808765,0.32095356380389806,1.6539575077654514,False
BRCA,3,PRAD,0.19620808644634807,0.10386278270143103,2.7234776769152735,False
KIRC,2,PRAD,0.12692959379088628,0.01672246277154664,2.917198909799838,False
LGG,1,LGG,0.5030906392339919,0.06459277349419273,1.0084114579903063,True
TGCT,1,TGCT,0.3616484611115396,0.16803021308424695,2.1953332434660724,True
PRAD,1,PRAD,0.15633289286657884,0.012231737195840253,2.9102387525837017,True
KIPAN,5,LIHC,0.14449294765973666,0.03404162280414537,2.8579975188189892,False
GBMLGG,1,GBMLGG,0.4625065501087971,0.12380765152974138,1.5402592749435429,True
LIHC,11,COAD,0.456583503735486,0.3717575551437382,2.187762849873921,False
KIPAN,6,PRAD,0.1702021482560794,0.04492025006484546,2.74810699921558,False
PRAD,1,PRAD,0.19519269166451003,0.09430374805255623,2.7091520246751024,True
KIPAN,5,PRAD,0.22502124075518048,0.10929743065593277,2.7370020925047474,False
LUAD,8,PRAD,0.21451753103210028,0.10329166667511648,2.773190877601689,False
THYM,26,GBMLGG,0.13567582883846493,0.005525231207015979,2.8516535920707677,False
STES,1,STES,0.2565095106537593,0.12446658215785084,2.3893398710469445,True
STES,1,STES,0.8126039281643238,0.7214513826443942,0.8022437917550446,True
BRCA,8,LUAD,0.24361720559836295,0.0762122912311411,2.544604253145604,False
KIRC,1,KIRC,0.47867806693035514,0.13553552677693803,1.5069619066832898,True
GBMLGG,2,LGG,0.39435631509980995,0.046732158029575754,1.5818667963574171,False
LUAD,2,LUSC,0.6625833340725019,0.454819589253157,1.0698355303642546,False
KIRC,1,KIRC,0.40614395148113885,0.2843345991223002,2.116620573769459,True
BRCA,2,PRAD,0.11993353340729596,0.00025206062920629657,2.9415219630194476,False
COAD,1,COAD,0.7168151013189114,0.6734207190448348,1.3401479615109262,True
LAML,1,LAML,0.9306343264829736,0.90914632240911,0.38681164094263054,True
COAD,1,COAD,0.4975248164823495,0.29362291924622297,1.8216646001567196,True
THYM,2,PRAD,0.19946738474110762,0.04924250990188478,2.5362552741855002,False
GBMLGG,1,GBMLGG,0.6307684097420476,0.5815922045389402,1.7180165214358452,True
PRAD,3,PCPG,0.22211954511584153,0.07288093544629484,2.5029358615691613,False
PRAD,1,PRAD,0.1806454524307986,0.005391166103039691,2.4862409356013258,True
LUAD,1,LUAD,0.3553822537500925,0.02963304685519813,1.747555755949731,True
STES,1,STES,0.2438663314113672,0.05260412224276889,2.2438355773407044,True
KIRC,1,KIRC,0.7964524452558093,0.633053932343556,0.7242849451778457,True
KIRC,1,KIRC,0.49645679669505693,0.05471914620885354,1.0490991466831647,True
GBMLGG,1,GBMLGG,0.5121940018774745,0.2143708270095564,1.48339812948641,True
SKCM,1,SKCM,0.9969300935504528,0.9949480541871202,0.02471763097368722,True
BRCA,1,BRCA,0.4175003583694441,0.3377074394024624,2.3707041219612024,True
BRCA,7,LUSC,0.48896533173882634,0.2804047864158895,1.4826861866155714,False
KIRC,1,KIRC,0.3657055484823113,0.24290846206197217,2.3234504787647796,True
STES,1,STES,0.8491574444812868,0.8099596423116429,0.7298155534893865,True
GBMLGG,2,LGG,0.7803916266474379,0.5993975188426894,0.7194784833370483,False
KIRC,1,KIRC,0.24105627161293464,0.10647022426677241,2.6804179436793447,True
PCPG,8,PRAD,0.17516260260471414,0.04025131216122024,2.8520702646578253,False
UCEC,1,UCEC,0.8901783748663302,0.8676770222382275,0.6228712142308335,True
SARC,1,SARC,0.13405420939261342,0.02200045364907395,2.876304274611611,True
BRCA,1,BRCA,0.44766608229217936,0.35901279436883315,2.095788624960699,True
OV,1,OV,0.2638459533752063,0.1340613678491225,2.6480233440738083,True
KIPAN,1,KIPAN,0.24487481650702372,0.13971181753166662,2.521675337224857,True
PRAD,3,PCPG,0.18245276174294123,0.060767300801527147,2.672435994278738,False
BRCA,1,BRCA,0.4604026813320707,0.33559001435821406,2.0755459026509286,True
LIHC,1,LIHC,0.21515691453193164,0.10645496930756988,2.691750562755495,True
PRAD,1,PRAD,0.27737155779885464,0.11247097046283955,2.1956948124959763,True
PAAD,2,OV,0.22411863508449387,0.063316211111764,2.526769522617391,False
HNSC,2,LUSC,0.3787382336038348,0.004386722801720977,1.4218959544521548,False
HNSC,6,COAD,0.4977852716934225,0.3430305822221333,1.7954009901636658,False
LUAD,2,LUSC,0.7058690774799815,0.5224898001934132,0.9655992183685301,False
OV,9,SARC,0.10740966134769123,0.035767308651472304,3.0684482484843363,False
STES,5,HNSC,0.19076348349357136,0.01535496076095802,2.356513255148402,False
THCA,4,THYM,0.3707649307286485,0.21939215947735055,1.9894686657413365,False
HNSC,4,OV,0.32838522072828885,0.12625583500694396,2.3468912135850637,False
CESC,1,CESC,0.36243128933334534,0.05264547922903601,1.954808607650261,True
COAD,1,COAD,0.7323004017853801,0.7057911853970061,1.357203978331708,True
BRCA,2,OV,0.29599220921715286,0.13509777809535412,2.402426596479188,False
LAML,2,THYM,0.5293989698264331,0.3612675612693449,1.5185777561627403,False
STES,1,STES,0.979818219599176,0.9714305180587239,0.1360002532104575,True
PRAD,3,SARC,0.15185180902934056,0.004603504863675695,2.5545820222606124,False
ACC,3,STES,0.45338706489353026,0.09304225713067898,1.2949064546076214,False
OV,1,OV,0.25224583392550654,0.12341415418046855,2.6124774937154314,True
STES,1,STES,0.7378111517753613,0.49120344461844245,0.6529658583806786,True
LAML,2,THYM,0.5117298131007656,0.33372309770457026,1.532678251040923,False
PRAD,1,PRAD,0.2713377839078063,0.16027980208884024,2.65594184650867,True
UCEC,3,LUSC,0.4422678533232378,0.16505835138864794,1.1286963106767665,False
BRCA,8,LUSC,0.2515776940174633,0.0729134944613824,2.2768291522689217,False
OV,1,OV,0.2672464149783391,0.0761776388494661,2.339030004962783,True
STES,1,STES,0.6118461939359408,0.2641089793445048,0.8555449625911085,True
UCEC,1,UCEC,0.5455424428045735,0.30883325496303005,1.5721630650728098,True
GBMLGG,1,GBMLGG,0.17586305141032463,0.06310867838875135,2.716167131081307,True
BRCA,1,BRCA,0.7245824226978328,0.6738767223550478,1.3088470261810816,True
STES,1,STES,0.5561380483646294,0.41545350068644415,1.6482721011251948,True
STES,1,STES,0.34966496704002703,0.19585341994114402,2.2709256201115045,True
COAD,1,COAD,0.8407169346514135,0.7906817797341321,0.791540895448618,True
BRCA,2,SARC,0.09982249159332829,0.017790749702212866,3.0103839380440784,False
KIPAN,1,KIPAN,0.8435497222801662,0.690891595359921,0.4615065343150434,True
BRCA,1,BRCA,0.22536931197465884,0.1312575384278515,2.8052220427760375,True
SKCM,1,SKCM,0.9976491203141775,0.996870207780983,0.020326360723747126,True
GBMLGG,1,GBMLGG,0.49973257928162246,0.21649321719655096,1.6730313062617421,True
BRCA,6,THYM,0.29848839165541585,0.1224287653182132,2.039438751067021,False
LIHC,9,SARC,0.22467970757321962,0.14253828817256542,2.8389649485028974,False
HNSC,2,STES,0.5508864890977639,0.45527365127963443,1.8306349632796086,False
GBMLGG,2,LGG,0.5320916234140702,0.10032026945956352,0.9039327933512551,False
BRCA,1,BRCA,0.6421256462215041,0.5444698670233414,1.5338731395840348,True
OV,7,PRAD,0.1581518532710754,0.0266372715800082,2.8426573421678505,False
PRAD,1,PRAD,0.17411578231622432,0.03188818790236969,2.69810474730686,True
BRCA,3,OV,0.46007402766908967,0.3831329017205417,2.132633476568558,False
TGCT,1,TGCT,0.16045518975988401,0.034789161534236085,2.7768416693241402,True
OV,1,OV,0.26043960239845654,0.110000490245871,2.5950290316137417,True
THCA,3,THYM,0.5293989698264331,0.3612675612693449,1.5185777561627403,False
LIHC,1,LIHC,0.5483294870318071,0.4782937595115375,1.9231718422702524,True
OV,1,OV,0.17416116118298225,0.016336798220496662,2.444512175939462,True
PAAD,17,UCEC,0.6994533372509995,0.46885132689961595,0.8230477696288503,False
KIRC,1,KIRC,0.6806370224926654,0.4789644353593526,1.1390776542428651,True
GBMLGG,2,LGG,0.5532702912523584,0.15795576883355777,0.9628741947928987,False
ACC,1,ACC,0.767224871224816,0.7084573011465285,1.1388837306209898,True
PCPG,3,SARC,0.10448935902847387,0.0007448345618709801,2.9184565281249073,False
BRCA,1,BRCA,0.4663388209053589,0.29566345100673885,2.0683271480260994,True
BRCA,4,STES,0.14908766300427823,5.9142712919985074e-05,2.4715194729264627,False
LUSC,2,HNSC,0.3981375138772433,0.2568113426203677,2.1283599620291023,False
PCPG,1,PCPG,0.6730454681231987,0.598958741121964,1.4636991973935756,True
BRCA,1,BRCA,0.20430776394208722,0.05662268377285937,2.5833264860136063,True
KIRC,1,KIRC,0.666638823537689,0.4122681148853794,1.0379422435129702,True
LUSC,2,HNSC,0.26233966202758285,0.02269142698683177,1.9816067809387277,False
THCA,3,PCPG,0.17904308221714144,0.0062113706715343775,2.4062483695492487,False
LUAD,24,PRAD,0.18862913835339398,0.08286362921780395,2.8185195811933643,False
GBMLGG,1,GBMLGG,0.1549580913337535,0.04202227828167096,2.805501562556791,True
STES,1,STES,0.4633357909134549,0.28947019744018354,1.830526508190964,True
KIRC,1,KIRC,0.47517199884164024,0.32913299411245434,1.9717692351023755,True
OV,1,OV,0.4411276766685183,0.3223069458927468,2.0976528222734383,True
OV,4,KIPAN,0.28076329466954886,0.1123183057197494,2.50301797571967,False
BRCA,7,THYM,0.471051004341506,0.25934736256238977,1.5862568707162252,False
LUSC,1,LUSC,0.5542343213386388,0.41715187982205326,1.4726476194604738,True
ACC,1,ACC,0.9981631347940588,0.9973184802495504,0.016676291080063292,True
COAD,5,UCEC,0.25812911560216445,0.11985072295253815,2.2567068872553895,False
PRAD,1,PRAD,0.2175563233518151,0.09707949866863476,2.7534752735451002,True
BRCA,3,OV,0.17793602091335628,0.007411927747125541,2.4916277112696275,False
HNSC,7,LIHC,0.15729164587912559,0.021929265463924263,2.537144501164251,False
HNSC,7,CESC,0.14645146085820349,0.0029048026108544622,2.8238344471108596,False
HNSC,1,HNSC,0.23507726787569544,0.007366165705234268,2.0761927225346115,True
CESC,5,ACC,0.17349790525465425,0.0018498153015570062,2.6357917276619167,False
COAD,2,STES,0.8472227320415249,0.7592218696404817,0.6165651179159284,False
KIPAN,1,KIPAN,0.76933058912307,0.7159883590692333,1.159208735957442,True
HNSC,1,HNSC,0.18333346397878586,0.04104675186028753,2.621869888151496,True
BRCA,1,BRCA,0.6814951470401093,0.6069424676110139,1.480765271151133,True
BRCA,1,BRCA,0.4245291168896729,0.3322874258109369,2.313147364975808,True
BRCA,3,OV,0.2851982889583596,0.1531247729562989,2.501728110221051,False
KIPAN,1,KIPAN,0.3699430973307094,0.2149053154095048,2.297825333176384,True
KIRC,1,KIRC,0.7368457353103336,0.535748617094429,0.8711267942846903,True
THCA,1,THCA,0.8451262661393497,0.8100207759077701,0.8099113119436379,True
BRCA,2,KIPAN,0.46666691258071336,0.22691530216111047,1.6583095849240148,False
SKCM,1,SKCM,0.8144760516958307,0.7042234723963838,0.7182340345417091,True
KIPAN,2,OV,0.2021545254576943,0.004237398678851811,2.645413120638745,False
KIPAN,2,PRAD,0.1987380604658252,0.060914598874465736,2.6604471657961515,False
BRCA,1,BRCA,0.2188943919782049,0.01698820175178417,2.241151313630449,True
BRCA,1,BRCA,0.4486170571098648,0.2701830574222548,2.015255809542731,True
CESC,1,CESC,0.30531198680189714,0.1506743924173214,2.5394709837932252,True
LIHC,1,LIHC,0.6871764461049393,0.5832513849058527,1.3654133674090554,True
THCA,5,PCPG,0.1446646250478189,0.0029700546379699266,2.780234665958345,False
KIPAN,1,KIPAN,0.31435534578020224,0.1858992115344759,2.428054599368519,True
BLCA,7,BRCA,0.14090062239490317,0.006852566982695291,2.6222022409637495,False
THYM,5,PRAD,0.20957258772481957,0.04209306922250622,2.409462162800234,False
SKCM,1,SKCM,0.9914862704300952,0.9879068982338198,0.06623111208970152,True
COAD,1,COAD,0.7750353257379308,0.7284683025516018,1.0554568335823016,True
ACC,9,LUAD,0.6343941840121721,0.5112690932079925,1.3246040680844833,False
BRCA,1,BRCA,0.28763353978646256,0.08138461454581614,2.3277375998166736,True
OV,4,STES,0.18165582430601598,0.009577810770724032,2.4611751327976523,False
BRCA,1,BRCA,0.522296564763769,0.3165499286444373,1.5872265601477236,True
STES,2,LIHC,0.1197804522559125,0.007139622792354694,2.8771833579249964,False
OV,1,OV,0.3192132675910942,0.16745815911636483,2.3806964832704427,True
ACC,1,ACC,0.9633869810548941,0.9543583245685079,0.2463670026949345,True
TGCT,1,TGCT,0.2996446607321016,0.22012645120877125,2.56970621241467,True
SARC,3,DLBC,0.11861554229452516,0.0020350962356057573,2.9459787591708753,False
SKCM,1,SKCM,0.8257469256239439,0.7823107866776653,0.8490713528989088,True
KIRC,1,KIRC,0.37469340315675365,0.010036110332842685,1.7563554365486194,True
PAAD,1,PAAD,0.5455732933212017,0.418574094126687,1.7011704229697895,True
PRAD,1,PRAD,0.10648002285778642,0.006745919937055103,2.991505008507597,True
KIRC,1,KIRC,0.3625860026462333,0.16895676274325702,1.8813039105609994,True
TGCT,1,TGCT,0.49463991090800474,0.44026733493843206,2.169048068623073,True
KIPAN,2,LIHC,0.24375111629029875,0.050115226207188196,2.438092834575544,False
PCPG,1,PCPG,0.17062507729059995,0.06919232216211316,2.833601305460914,True
TGCT,1,TGCT,0.17583468863362794,0.04880413084654281,2.816540688125982,True
DLBC,1,DLBC,0.42277394504659593,0.3253756816623303,2.2588470881225637,True
BRCA,4,OV,0.30101998212448755,0.18051317222892332,2.459244304921594,False
LAML,1,LAML,0.2349487433891094,0.027465463149853153,2.228296001647761,True
CESC,1,CESC,0.21356341062904305,0.1329930506282646,2.836061173229483,True
SKCM,15,PRAD,0.1844508352053105,0.05665916668810572,2.668477820302919,False
KIPAN,1,KIPAN,0.7849017128045112,0.5834626817904225,0.6092801763069831,True
BRCA,1,BRCA,0.18387470852322715,0.015616954394700983,2.5624498568267517,True
BLCA,4,LUSC,0.2930940604371387,0.06014200874137998,1.9272884402503312,False
BLCA,6,LUAD,0.29118516868610356,0.14391636745989456,2.434838006738861,False
GBMLGG,2,LGG,0.5709133237874382,0.21627591122230405,1.067006729624922,False
PRAD,1,PRAD,0.24520876118730026,0.025569335257250247,2.4028851545168033,True
PRAD,2,OV,0.11424566452914138,0.006032734923218985,2.9870304510819747,False
UCEC,1,UCEC,0.9587029233400448,0.9466485183282525,0.2699167754195181,True
GBMLGG,17,LIHC,0.1293598981503233,0.030186302306287438,2.888554205205411,False
KIPAN,1,KIPAN,0.8735593874171664,0.7634004556833648,0.47174087344587673,True
CESC,1,CESC,0.3316227912792972,0.24702803187632794,2.522551894107422,True
PCPG,2,THCA,0.15611956932030924,0.003227353387186188,2.5284974576659645,False
SKCM,8,PCPG,0.2433774629361088,0.16694541337693264,2.849632185226355,False
BLCA,2,HNSC,0.38007792677158647,0.22246280222805348,2.133596018931566,False
BRCA,5,OV,0.2489394689784966,0.10483932474979096,2.426609358981513,False
ACC,1,ACC,0.9426367942682664,0.9333702553147072,0.3667295365665316,True
PRAD,1,PRAD,0.1780048701720294,0.044665368743289496,2.763753011606462,True
LUAD,21,PRAD,0.1824950499605425,0.08090298116005869,2.8962180293339936,False
KIRC,1,KIRC,0.26084978466127184,0.12021037059465922,2.5969388201729835,True
SKCM,1,SKCM,0.9999456961379315,0.9999056082515632,0.0006427520416997695,True
PCPG,1,PCPG,0.30052743679107746,0.17376219264671647,2.268500199228982,True
STES,13,BRCA,0.2742127334151949,0.15369133589384232,2.5995102256821725,False
LAML,6,PCPG,0.2122680472446483,0.006256669985545749,2.485680444143781,False
PRAD,3,KIPAN,0.15628614341246225,0.033631166841595395,2.7583100565046856,False
GBMLGG,2,LGG,0.7258092639423869,0.5141800431628218,0.870810203489448,False
HNSC,14,DLBC,0.24566548873973984,0.12119066622124705,2.6315407706156693,False
LIHC,4,PAAD,0.2952862871416438,0.17459740604679147,2.4736835007867324,False
OV,1,OV,0.4254551616623167,0.3562118182162215,2.303438432776144,True
HNSC,1,HNSC,0.674766202090992,0.5696450726752416,1.3386066635679619,True
KIRC,14,BRCA,0.11678136050380186,0.02386739831705946,2.902453398336491,False
SKCM,2,THCA,0.8294751018628613,0.7958969756719366,0.9175094676297045,False
KIPAN,3,PRAD,0.15509794861909026,0.004139527734390608,2.679200549638261,False
