true_class,eb_ACC,eb_BLCA,eb_BRCA,eb_CESC,eb_COAD,eb_DLBC,eb_GBMLGG,eb_HNSC,eb_KIPAN,eb_KIRC,eb_LAML,eb_LGG,eb_LIHC,eb_LUAD,eb_LUSC,eb_OV,eb_PAAD,eb_PCPG,eb_PRAD,eb_SARC,eb_SKCM,eb_STES,eb_TGCT,eb_THCA,eb_THYM,eb_UCEC
OV,0.0004204925080836972,0.013392776773145914,0.08005000218012728,0.09316567694890567,0.010161088244519728,0.005681127065696936,0.025459175059667747,0.013329829609195343,0.050499415131903265,0.07822386480460347,0.08498300943399176,0.02555285121316616,0.008477455335663112,0.004263312256453745,0.002205722818490717,0.03437183558877615,0.026983798602546162,0.09030523503341872,0.13359632119009826,0.0630973602106813,0.004164517553885628,0.004022028919702825,0.01658509363839477,0.034402740598297454,0.0812240349140544,0.015381234366529797
LGG,0.0010039656850556625,0.0029224953208130153,0.012688898384713985,0.008635513121153335,0.003414931931700155,0.0034260654281506975,0.35508083652479955,0.006853336453453532,0.004400472446143037,0.003091373451359803,0.0061689763662255885,0.46281912986803897,0.007219399800403147,0.016972036285931302,0.006012587737887175,0.005882120612473011,0.012924238026863254,0.0042165925705776085,0.006820526888314366,0.02632862688923187,0.010895938397874729,0.006184126657204652,0.005410346092754689,0.004393915934786492,0.005291965672508884,0.010941583451581496
LUAD,0.005588336333919213,0.0037828478636300726,0.023752245847407472,0.03808486801359334,0.016650494044630725,0.06575907710169306,0.05161454856634645,0.031378075210147356,0.07178727475550743,0.04802903864135164,0.0020830710239071334,0.009096732284738894,0.05008429245717851,0.08400542216650196,0.04573764612612014,0.012052002259082142,0.00807096057137811,0.011255365699425215,0.023310998253871933,0.05651334624481531,0.022414188638952334,0.08346888351059782,0.21427197569793482,0.006072261784068848,0.0016204982390724042,0.013515548664127639
OV,0.0014218227947193573,0.029349054679958804,0.14451065432409077,0.003744504122819279,0.08185804506637667,0.005074669527229808,0.025195179111167185,0.044035013073039385,0.006879424568181588,0.003079081837125583,0.004151010354935844,0.012613196659043717,0.02303179503543159,0.014386761707461808,0.006704745708831974,0.23569312321271613,0.102341471494164,0.00358800561116301,0.012118175435351012,0.041846304474252846,0.0018530983652257967,0.12025686164448546,0.001841471967217662,0.002206362283572216,0.007025419624006417,0.06519474731743209
KIPAN,0.0008674840600709164,0.003783804746690323,0.18543763049640333,0.04217994492581352,0.03750460512154705,0.0041637289350588535,0.022090147693398992,0.010495559080863786,0.027557556840805682,0.03983440907338861,0.01765334380961621,0.013698721933654998,0.03890621948839065,0.02635907509887536,0.00241081807100563,0.049277200207809284,0.011886429710723642,0.05659945556828789,0.13136398502468655,0.15130901002871602,0.0440883067954874,0.012435144470485408,0.0068333380279460045,0.03458313567639512,0.016873623803542962,0.011807321310335841
SKCM,0.00011447772916235793,0.0074576243279255786,1.643348726725121e-05,0.010423395044783856,0.0015973823907074055,0.00021972628426968058,5.235686791648448e-05,0.0023275670096004957,4.927509940465573e-07,3.707513156437167e-07,7.309118723764736e-11,1.9313971580700034e-07,4.735173749031643e-06,0.0014588895990183064,0.0010419246002636962,2.1406146586124433e-08,3.839576746331049e-05,3.5805310770056105e-11,5.628431514262849e-08,8.596730345177727e-05,0.9740444602493928,0.0009283048738669952,9.63986597335697e-08,1.7988567913714534e-10,3.385400911356701e-09,0.00018712488583100218
SKCM,2.9623383804633817e-05,0.00024299686534396702,1.0444035909792115e-05,0.0024119899675868845,2.0539409782380237e-05,2.544103279275408e-05,4.8620978295308016e-05,0.0009127860266162669,2.2864001169937715e-06,5.629991091901522e-07,2.413388429392289e-10,1.092125796690023e-06,2.5044454941172783e-05,0.003354015678599974,0.001957967693877899,4.8566401456046064e-08,1.2407212781379913e-05,8.137659227603439e-11,6.744693415566222e-08,5.020696592154972e-05,0.9903140928023786,0.00021662670194591132,1.947230105620323e-07,7.799374858817296e-10,4.141705256930524e-09,0.0003629392836942912
GBMLGG,0.003679122804917902,0.005295623601426185,0.004776333030870958,0.023156894554229084,0.015024347349728413,0.015761708965501307,0.47461697834939165,0.01900612950469563,0.006812293602064714,0.007271368579758921,0.0016138283663592683,0.022604463800916394,0.016982633754939202,0.05466232492088318,0.018303619842585894,0.00903171308037784,0.0497330729130014,0.0035831502456746783,0.005978330551475109,0.022714199678106884,0.010037971739957817,0.025642663443426264,0.12716679375704168,0.0030282938626972006,0.0032471427951014727,0.05026899690487094
DLBC,0.0004428598745414981,0.018346205863654222,0.04211807740569243,0.03927864243483356,0.025144831044986892,0.032683175965574136,0.03974778315631943,0.03070939603865476,0.022081070261990597,0.04720133674206668,0.02300334785739534,0.023917861947602308,0.023085965485285766,0.007543198042658452,0.010873768780859222,0.03489742897587842,0.048625727604305426,0.08441381391065639,0.10266784118860343,0.17969812952248942,0.004254758476259139,0.011491765587550941,0.01876114360979095,0.03477628253200527,0.08391200239234495,0.010323585298000369
THCA,0.0008094818063501946,0.0009583785803545333,0.014487862218136673,0.004019801195315516,0.006234100330513024,0.01706203512034713,0.011881082780000416,0.002924301775085582,0.007398825426063067,0.009514111463557483,0.006469944277513588,0.00898050365445646,0.006273532064191874,0.01499423349748562,0.0010198223567696703,0.019770814873460534,0.008175749649132195,0.009016589611656106,0.04449527510897888,0.012327214250239305,0.01448708922036973,0.002042041705108819,0.003676078192187948,0.7645117341266786,0.006615496031738343,0.0018539006843087122
STES,0.050971888911212626,0.006285130170581562,0.022072150331737726,0.0694019407324562,0.004634606522511343,0.055068470917115524,0.05042912908558159,0.03473586888126291,0.05258922721190406,0.05261794174583748,0.0013234249246612084,0.017497019458188157,0.038752051682268154,0.0710939003135343,0.010847429283345759,0.014186568599219298,0.01889342572080803,0.007750916696472429,0.02572836210271537,0.06040953814148431,0.0175354253335886,0.038678216438033534,0.24904355189122285,0.006560081705012112,0.004392586084429355,0.018501147114815507
BRCA,0.0036418112076167086,0.009057176671886859,0.18189300964548077,0.06023614109433782,0.017245697656155128,0.0170917351429095,0.03444791372662943,0.020643262781560274,0.02227153491648921,0.022426313268259862,0.016274443754756916,0.028151704124128075,0.028411209692952556,0.02085276005650372,0.0056054649209957095,0.08163693043547995,0.030580066120317783,0.04003798342075534,0.11210841738881297,0.04316610576607798,0.010588356571757586,0.006191961550882596,0.030116865415831716,0.0502720369673125,0.04179049025418239,0.06526060744792667
STES,0.002836776816071116,0.004093514638137468,0.037274590557260755,0.020047580249176276,0.020328480168151888,0.01289207917039149,0.05513833305285895,0.008774976926082242,0.04677652061136625,0.051385468263082996,0.0980980442683074,0.027976936790821322,0.016355549448232032,0.005772714803450759,0.0022997294359685108,0.04085664706645357,0.1225422138644633,0.07402740206910054,0.11387484939615092,0.0519165195557913,0.009260004121116244,0.005393917052202905,0.021466384958390764,0.0570583550682809,0.06960643628575101,0.02394597536293907
HNSC,0.0015966140864197727,0.047168160530731966,0.007806521492669334,0.015846140894284263,0.03065490216988876,0.002282185475041305,0.0014114681091997193,0.1181783627519594,0.0011627773008426523,0.0003819601736195814,5.8024309830805604e-06,0.0005404831045611398,0.010835026193238397,0.07677916382459792,0.5092137521421216,0.007714457937454542,0.009144560412446883,3.825569421439494e-06,0.00013885149391441208,0.013665680281009526,0.0053174965131071285,0.12905752804270015,0.00044486157733989823,1.5559180808410844e-05,0.00017265192238550008,0.010461206389253224
HNSC,0.00023285012708558237,0.2634243547052555,0.012126716182303916,0.028900358459902745,0.00553463871942949,0.0001516286266666221,0.0001271867888752804,0.6483421901106552,0.0002654650786455414,3.479007401588363e-05,1.0665388367774011e-07,3.629243948136963e-05,8.887803565554678e-05,0.0012067032364325599,0.017263562743852365,0.0009304523635823927,0.0024811825541564366,3.114598209225701e-08,1.4021320826558275e-06,0.00012886803015305282,0.0014047267823783331,0.00508230969870873,5.384700734579576e-06,3.002459694917619e-07,8.927197789983173e-06,0.01222069316632105
STES,0.00034405873020212956,0.02605606605177924,0.009641947186379295,0.030958196025120607,0.018818890601038377,0.0005349584368196627,0.002267139489125413,0.08332942393055155,0.005472395081654889,0.0029077308602441783,9.875027860113394e-06,0.0003812354683145496,0.023913126343726603,0.6378775809661633,0.04650382679082419,0.005281771512179631,0.01378292491764431,1.7204199980141157e-05,0.0003407093158873408,0.0018324939228338477,0.0244758910457153,0.05667035631642999,0.002147130426791092,4.686565061548176e-05,0.001011093957984008,0.005377107744134747
THYM,0.0007788118675298573,0.002737893229723354,0.04520132731525865,0.028721846930783872,0.00041432999037538116,0.010524416200086012,0.00763241165728228,0.0025941524271194546,0.031748822476510154,0.03634524245354535,0.07338852985554994,0.006523036421373889,0.0015260339694523574,0.001070004735268076,0.0003193556279485375,0.006089672437141306,0.018980813704389615,0.12797985440341594,0.13224072255695069,0.07871536755616505,0.0016076259821782742,0.0006617492677372099,0.0232070273423248,0.06665751092688146,0.29122301139259005,0.0031104292724184286
PCPG,0.006220111055699286,0.008419201872235365,0.05494081472586855,0.032155354366428475,0.013181000676250023,0.02640192528498482,0.016728112809960678,0.010015284659808598,0.16453860688509095,0.20617271568167383,0.029155974409277093,0.011248229907521484,0.04504691025745384,0.008582933022521961,0.004390668654548444,0.022186586471008626,0.009210511201405806,0.10309620750748708,0.13134159439105889,0.02515787029129333,0.008793812373845267,0.006333492118229878,0.012043384667251541,0.014459167218768608,0.018931450457049397,0.011248079033278166
GBMLGG,0.0030971861093220918,0.00882970199205016,0.04112432603138311,0.04484054870762665,0.0208535645152339,0.021448606954719326,0.02190526045744425,0.03623328098943055,0.04889848106265215,0.06486580057213996,0.0022509801920850485,0.015259594497108946,0.12493457497215957,0.04656941483337191,0.026783905871524686,0.11278705237768007,0.02571935395341328,0.009276060655771145,0.16173236406132677,0.05484696458139966,0.02235202517777874,0.025965379557718632,0.035579734732634725,0.008293639275676744,0.007055746352739136,0.00849645151560879
STES,0.004116940251625881,0.025195005911121955,0.00390548881926963,0.006028302391003297,0.07660876847054161,0.06820657004085152,0.017530208196086243,0.13450497191304836,0.02456456014201082,0.0020817496973767873,1.9000767400198226e-06,0.00039877640079863163,0.08045963824841054,0.029157353136890052,0.011490276845925795,0.0007675764387436716,0.011751267886435383,1.1821592860643095e-05,7.922459073663132e-05,0.0018570843112799876,0.04785674367597788,0.40918772811768683,0.0011722987811211218,4.972538517637016e-06,3.124032036389229e-05,0.04302953120457518
LUAD,1.7222453186228028e-05,0.001164788584621582,9.288845967902803e-05,1.590142307813303e-05,0.0001641406812160653,4.172916658570171e-06,1.3138430537636047e-06,0.0017412743338328085,4.788371708214564e-06,7.02268363169468e-07,7.173188256775222e-11,3.6036449387340974e-08,0.0007076572919497288,0.5202814809450422,0.4543293305435228,0.00018118384025914765,8.380867961690886e-06,1.537944386993563e-11,5.270819527439058e-07,0.0002312579106584272,0.0006934033420860285,0.020296070228570155,8.744436640847448e-06,2.048622193985923e-10,3.121319304435458e-08,5.4702634342604905e-05
OV,0.004557253485319849,0.007375006819813516,0.034861428009893926,0.0038769621350027987,0.021110850187371643,0.0010308267440631018,0.06206186703574336,0.07528545968642772,0.01031993085929884,0.006788693603946675,0.008600924462438035,0.04364263045199959,0.04473725861540333,0.019105474196075382,0.049781547723675754,0.24059593022074402,0.15046875700816623,0.001948944127744221,0.023992332530873257,0.05813039295874269,0.012221551924248049,0.03558857117376688,0.016765367821333886,0.0051183991047184605,0.0066329452647615325,0.05540069384842724
KIPAN,0.00028163831261021784,0.00012376662411557127,0.010719756479433675,0.006522422220959264,0.00018863104902963585,0.0005044109222250964,0.0020819000619904057,0.00021977882931543022,0.18309210142676308,0.4486905677495493,0.11206355797857469,0.0048759066481370945,0.000204347511572822,7.581309758935897e-05,1.2965540994436717e-05,0.00294717493521089,0.0011466256981715944,0.06836933417343302,0.048611938923815594,0.003331530626821991,0.0004887708135869182,5.5809240316279463e-05,0.0018550135674200502,0.045839898047922434,0.05666693358288192,0.0010294059375592426
LUSC,0.0003656318310445005,0.008076450822008216,0.0017838295392575156,0.0027985512398600834,0.011500693906830659,0.0012791658573515084,0.0006314793162964025,0.2843103420966597,0.0008607665113646142,0.00015508964200209126,3.747818498245242e-07,0.00011133920681758427,0.008209028316361743,0.057259444392109435,0.5284702800452522,0.006092922788081111,0.007724895640700896,1.6762399540114305e-07,0.00012205314176175848,0.002142276158400483,0.0012211358459710939,0.07482222499644388,0.0013475212093301775,4.177452428515513e-06,1.5016136849749613e-05,0.0006951415009708793
KIRC,0.001924071898456658,0.0022899529095783853,0.007742073273569612,0.0015329334194811087,0.00048370056193958205,0.0014808621273587443,0.0018642148661398073,0.008426222826866721,0.3465302237802912,0.5539726533854775,9.244854892308299e-05,0.0012275442534168612,0.009974283951536496,0.011827164156447875,0.0009036345740742926,0.006428956425697394,0.0014235587815041053,0.0055479630015724864,0.005869358692077005,0.010375542414290312,0.0018562094502362495,0.0041171833270071305,0.012396268365109485,0.0006166105650436623,0.00024007394325578372,0.0008562905006484908
KIRC,0.007210415791559782,0.002659111456764315,0.0591387340168646,0.02942199451463471,0.002388196919928547,0.012523963931120914,0.01094879560642605,0.003220549062859142,0.20887188482556768,0.3059182962179565,0.051966890349226504,0.005329748496800825,0.01651722486516562,0.0047448881264301555,0.00042779362284772044,0.010030432325672786,0.004613225648504814,0.10366655815737393,0.04757632252238275,0.041722665462057336,0.004413568236304522,0.004850295222284625,0.020790274676606473,0.01995981428277867,0.013721421322584446,0.007366934339296573
LAML,0.0064833807733095895,0.003221651585637494,0.046283875708108976,0.08266904471831918,0.005516039354089699,0.009403381883925666,0.02744367001118325,0.004687235885118573,0.03333090052876417,0.07560479948581367,0.054208890192464644,0.021628883347199878,0.009697657448736048,0.002100498061167596,0.0011652508309192883,0.02985570407026856,0.023944290832114343,0.14348927800145803,0.10794431091655016,0.07182479234215317,0.009525806091920748,0.003803353536610176,0.0261409658715059,0.060360331321241724,0.12351813942793345,0.016147867773486035
BRCA,0.0006468409926808689,0.004182511427640474,0.19026351621809715,0.003954108785179722,0.03290453522175925,0.004164938304135285,0.012313228453045458,0.06081422417566819,0.014920417252152741,0.00814104073487846,0.006573207335910536,0.007722549124655139,0.03350910878485929,0.040862346644457176,0.00657489349522508,0.34013341666076397,0.03560022573163293,0.007122175825851476,0.040128501798564496,0.0678882590122194,0.0032520695326319835,0.051514466494497556,0.0019290425078656661,0.004318990214954108,0.006820217801129975,0.013745167469543646
PRAD,0.004156091812153563,0.003977577313912442,0.06787011913806537,0.053611068874730654,0.012081162860848892,0.012660370944938226,0.03440672598235092,0.013045550095057083,0.07056320576110282,0.0727577815313189,0.01910237798068943,0.014596181554780027,0.11045928807103819,0.011745558938290105,0.00411203280771232,0.05365402519334163,0.03997502120433885,0.04507873178923606,0.11414631931020552,0.06822875280320095,0.010380109780188199,0.013233755469486446,0.07236458462586828,0.026096712339449647,0.03070506925477263,0.020991824562922822
LUAD,0.009164616884578198,0.0370798984303484,0.0396979019205975,0.010190166894673513,0.0570869823670416,0.015469908780830816,0.028808059423082736,0.16863461386223397,0.019763207820937344,0.009549565079437827,0.00047251937481366363,0.004733789447566201,0.04091480518146674,0.08464682374075676,0.08417425579165277,0.08839991939620391,0.09504402642616147,0.0002862632813095058,0.0042846228394864206,0.03820213461944513,0.05835310416058274,0.08020285068633892,0.014577118796325495,0.0001617150756468114,7.231631348545316e-05,0.010028813404996083
THYM,3.144403959467031e-05,1.4371137345226758e-05,0.011783220518457531,0.006256218847365599,0.00013743887786610965,0.000422156260086486,0.0014651977333349114,0.00012023526213181378,0.0019225078399864404,0.0019199316853924283,0.20167308554976435,0.006940868048576987,5.410039971350434e-05,9.70776940469459e-05,1.1995974708952156e-05,0.0016284104971649536,0.0010562701825031274,0.07868980424822396,0.041958148501400415,0.020312156033894115,0.0001702780531955155,2.5395550729117946e-05,0.000409290795730874,0.08769821162175827,0.5347016919658176,0.0005004926812101224
OV,0.01966348848779139,0.004041404928071098,0.023442763829733534,0.0028883293264339843,0.038427632293098694,0.009430111383686282,0.060212071970987116,0.027046822005173467,0.02003058604429695,0.012156674635560095,0.010919122954150866,0.06266665457220127,0.024765189731315432,0.015641734000378816,0.020413106302634557,0.16313184793965615,0.2792644202058985,0.0100334119028334,0.016436677422272814,0.0809157565047695,0.0029733849216780194,0.03588334097622816,0.022805893788392213,0.008712690321562652,0.009979565625549395,0.01811731792564566
LGG,0.0006685969871188608,0.00033780340958517656,0.004188334487481432,0.002069492318269794,0.00031828865136104785,0.0007005570086643557,0.1953963152130418,0.00046078778368482026,0.0020078504065671136,0.0016507740042726875,0.07536069901529963,0.684764133422312,0.0003130963825898879,0.00023443967344279399,2.971393347389221e-05,0.0009492797358706203,0.0015735490871407612,0.006573979614348287,0.004372099794684181,0.002040815732604598,0.00036276477494985603,0.00016999289468657723,0.0012403395715842483,0.002569022771055496,0.01019303480731839,0.0014542385185917035
STES,0.0006955267213193943,0.0012165002060244207,0.001631982616146777,0.0004187238489915987,0.755724491502513,0.0009452999079426034,0.00042193833771589937,0.03280926989952784,0.0007114043730185465,0.00013965178028044973,6.201881413781993e-07,8.037619522102361e-05,0.004149604737083902,0.00333693970553905,0.0038256563114700366,0.001485150775922565,0.011025068438360883,5.63912251514771e-07,1.9505132840998886e-05,0.0015198619805313362,0.0006868852126410057,0.17217324847619614,0.0003775954539846598,1.1374167155419396e-06,7.499423072152134e-06,0.006595497446547259
KIPAN,0.0035990851683486754,0.003603487995846823,0.029502533554813328,0.027031047433337018,0.01556772561854703,0.011058519661315137,0.01614291789469213,0.009079651962050924,0.2829060571630386,0.06217410453048691,0.0065625380190615515,0.009287541788415073,0.07292943491976832,0.02362553230818916,0.008748776332351422,0.044259924709507736,0.028898675169648034,0.046537000967646486,0.1032511449150112,0.03873827704395987,0.011935890724494393,0.013057694849441775,0.05981908774825192,0.033979024943768664,0.01919022959166811,0.018514094986339675
KIPAN,0.00306473860759516,0.007879093343492889,0.021443158535420236,0.009759535148717996,0.011690627863834036,0.008917885893741071,0.016133612132617634,0.009163490559515304,0.5315032041816378,0.12786710350124156,0.0006008454989001486,0.0036329182580046096,0.03722262408073698,0.016386317201749503,0.007917493636153187,0.01147865698175048,0.003517810512281817,0.022639932266408112,0.013897758072704046,0.0581466820359526,0.007656466734098683,0.029753655399599305,0.030402137175403313,0.0011411007804941556,0.0008027926724595911,0.007380358925489845
KIPAN,0.0022186669186701606,0.013459662253835618,0.10415270370499781,0.03245606937632961,0.003489382180129532,0.004860768065847567,0.0193736850000551,0.13639454279288032,0.1125820976348337,0.07777051581521964,0.06806816027367252,0.011103334903225133,0.011846841446329094,0.024003019850972494,0.001891356597203679,0.02363456439295361,0.028519938469095212,0.062341140597984256,0.09124661312000655,0.040324967253356554,0.023512784642152226,0.010511628365490713,0.034461557237003254,0.022394551114248283,0.033362328279264906,0.006019119714242455
BRCA,0.0049052838767680955,0.015281246850536289,0.044849600277436896,0.024708624727837306,0.013851921892534647,0.010689016344464484,0.04900443886519518,0.05971116523959423,0.0078002781902882885,0.00412767423678455,0.004752385391310442,0.03995172646867334,0.016380319238335085,0.034231137205360036,0.025798875628281235,0.11662197763059073,0.3183689091487527,0.0038551687880114404,0.04007197511323748,0.10293690031329368,0.0031396660232245197,0.015757584815957706,0.009381113497461431,0.00775077001394775,0.0163120328050756,0.009760207417046824
HNSC,0.0038188104970710876,0.07377490193516369,0.05379148219391419,0.007158153280407167,0.0061629446986592356,0.0016059700870781604,0.0017776612788580313,0.554618816237749,0.0115657038096819,0.0018563383679537436,2.366515208910464e-05,0.0006611493199157077,0.008884976333766767,0.028518457180053716,0.04144935611764735,0.013307296708828022,0.012666229149805348,5.364415510095264e-05,0.00043745979476707855,0.010389745992133685,0.011539883820742777,0.13015070015372454,0.0017013214603488632,2.4836368528528255e-05,3.416359571542891e-05,0.024026332310295984
SARC,0.0046604991312010095,0.011906234420092773,0.06649067701825322,0.10186967941518105,0.005321256244360541,0.01994722284951588,0.0284582041792756,0.04947792327697337,0.040153919636420135,0.02510509436961202,0.009686946591645132,0.02994645216606351,0.014072265494837657,0.039375047064098445,0.008589473201648153,0.0172438372393867,0.10092630918804316,0.03129477265185771,0.10158571541771699,0.09549650449631417,0.012192154195095579,0.014828842203217615,0.06548505718602486,0.033521751342645824,0.05794570986280587,0.014418451157713038
SKCM,4.5889405470364865e-05,0.0005252249841441789,0.00015779080603682845,0.0020162718134998244,0.0005054911307662691,1.1460082283357569e-05,0.0029479374013197785,0.009197811194590958,1.8032456084330072e-05,2.1295197574296152e-05,1.6027663675784403e-07,0.00025575778290508767,0.0008562937057223669,0.04003677375268928,0.001132389013691471,4.0812017309525505e-06,2.0810844323977564e-05,2.689133515335091e-08,2.242178326930835e-06,0.00013493885539566497,0.9359002056398823,0.0011607655992673174,1.0911456403004468e-06,1.0188512210594866e-05,4.7036991058190135e-07,0.005036599758561131
BRCA,0.0019046537824280072,0.01955240894554947,0.13956568633138702,0.004935352419849497,0.03777385367172295,0.0009447341677822571,0.057251693484050535,0.07361086193172303,0.01813886621909802,0.01914123563158305,0.014151526105960183,0.04258165727861551,0.030733792868356452,0.011947857717530798,0.0050189041589804246,0.14259278261321948,0.021772350332739734,0.01733265382286743,0.010467150803381857,0.11184228554376562,0.009676929215182185,0.015558476000143089,0.001350961111317507,0.003058337496474119,0.006100301411352919,0.18299468693493887
SARC,0.0008987000796526777,0.003758530084779512,0.058156117058939215,0.0008358491944256748,0.01778545394323132,0.0010512185848105204,0.058128035821025735,0.06537712282430073,0.006481044377848292,0.0034338451951871247,0.00497826089353412,0.0971344175530072,0.023391913325791415,0.07960256833156105,0.006631778468975814,0.09137157979892774,0.03373939873678674,0.008739415445295596,0.012612050239146515,0.35726642155297567,0.005156225459414002,0.04828863529680981,0.001260082687094224,0.0009816982658806825,0.0011728325477057663,0.011766804232892853
STES,0.004157857249605425,0.04696928576165553,0.07505824798723384,0.06741391465299305,0.015055577105293889,0.02226092593372155,0.011611502276992716,0.05191117789191016,0.17763570854752378,0.11298990079394852,0.0010905644712709676,0.002720724231209197,0.05740658113344991,0.03530400798514619,0.009658488936345053,0.016786483039112423,0.010947545615965202,0.01304035979540055,0.0485835025588738,0.03212663694742838,0.022977168909393112,0.07082710030389051,0.07361170278958908,0.0022665957210704604,0.004061321003222521,0.013527118357754164
LUAD,0.004888057885144132,0.1143681001213974,0.02572306338396734,0.02974385689252471,0.018041980172625493,0.0077780962934729005,0.006236776934634061,0.08602897388266655,0.039881618270103544,0.014995425549403522,6.446700222845779e-05,0.0013260667225207068,0.3050469866214047,0.1305678831967576,0.060635855747050986,0.006296448171126998,0.005729107858615861,0.0004834384482663496,0.001479359746282166,0.015833750938584887,0.022984960014621914,0.0812041714290731,0.00421720851530957,0.0001949389622815743,9.963432599169214e-05,0.016149772913943698
UCEC,0.0016810493320907384,0.007626578173179192,0.24050246035699774,0.03436070500494669,0.03069059722616538,0.003747761692231681,0.04444619517058831,0.0976622159331485,0.00783476277353718,0.005156975528284119,0.014457713690837879,0.026632964239741652,0.010694335813631248,0.011141012115267435,0.004905476509539201,0.13296882062661494,0.055129069196651954,0.002391114964863087,0.015549196801050992,0.13391155754349418,0.0102026458954756,0.03332175501014154,0.002798788639043613,0.0058261839210049324,0.010062728640643469,0.05629733520082876
LAML,0.002497408050172908,0.002034509768417749,0.017329608860402076,0.018008431252275657,0.002878043075338508,0.00916146478478657,0.04768626347545764,0.0014864371485624967,0.011292477964657979,0.011750110315794584,0.6321610153543459,0.0384774502514179,0.0031584289096901765,0.000541334326467584,0.00021665465991183987,0.005940636099024174,0.019969148375671854,0.02799472186760064,0.020298430507381313,0.01429633130995563,0.0015803120184890668,0.001813344058482808,0.0075403185791472266,0.03462022883290299,0.05608913250266115,0.01117775765098359
HNSC,0.0010363671946785466,0.029995928987437803,0.03094981382727569,0.009219710214192024,0.08282500892095601,0.004400579929891107,0.026417735334661775,0.08724286814504188,0.005881814095029543,0.003351034752997213,0.0006069693764898368,0.008871886362045354,0.043049736095469464,0.019749538032287354,0.04544904667710277,0.07718547048878084,0.24008772897943614,0.0007290495317835434,0.0012009658945709612,0.02410317697392008,0.006422138141384045,0.14897426168186112,0.0020487376979486803,0.000621662853435474,0.0007877917745970774,0.09879097803672568
UCEC,0.003101526105122895,0.005494208153138566,0.06183004839616663,0.028823398463015282,0.021571398087743502,0.010555557125222168,0.036373734990786256,0.021416403657384363,0.016159247836497175,0.030184792783407577,0.008067121843829387,0.014068304760886028,0.09339174015840891,0.05213112085591964,0.017840536564652048,0.042184431704983656,0.015751788616380446,0.01902984109726276,0.12398696121834327,0.06325353026820006,0.049957864696027185,0.03848196620759553,0.027930360684113576,0.030253272933291657,0.007615610599646402,0.16054523219197503
PRAD,0.0006446280429718901,0.0005285828007314923,0.044812718366976485,0.018820882609335062,0.002750996612183903,0.011751122319490794,0.0059140741437404545,0.003019258502781257,0.022278563094599847,0.015043297463286722,0.08263828941645125,0.017506626215596434,0.004405365039090984,0.0025903204112915535,0.00048154274331163485,0.01154015353336973,0.008125150906823139,0.07066166688411643,0.38416130913705304,0.047940498305857664,0.002193203052334076,0.0009035792103736817,0.007623721689974276,0.06892378163627136,0.15970826798794321,0.005032399874043622
ACC,0.6098716567845748,0.006389102290763927,0.017141043145250733,0.026489316895936248,0.0018837976757730345,0.0012985399883316008,0.005012962755355844,0.0018421701157167554,0.032699880914814794,0.03317627106230682,0.0018444281074132568,0.0017783440153090802,0.04367627052115017,0.006064011091115515,0.003792355494768666,0.006183238547494259,0.0031505088985980686,0.03262898863684503,0.006063895607110415,0.0073053807925713065,0.011611210770308586,0.004818159865203726,0.10973217148956547,0.002844181055810624,0.0028384231537014796,0.01986369032420978
SARC,0.003539794515738414,0.007185566080683808,0.06926997894474721,0.008439057705046486,0.02218471274829985,0.008471655854972164,0.03616135253380414,0.030004042388985908,0.0069991982051402024,0.004307439642335524,0.10412536402261797,0.06582576209842012,0.020697740903064293,0.0075822326289087605,0.0035525508399350887,0.19264407273003853,0.054025026934376205,0.033840318065500204,0.03289752540393337,0.19065661562725025,0.0026268728590049836,0.01205477386330472,0.0020308136573309325,0.01333036530478246,0.03445391430256189,0.03309325213921651
BRCA,0.002828178724103617,0.022891300038925488,0.14938502170199666,0.06984984947909677,0.029796421840050952,0.007491655260586293,0.014124396405089144,0.13377106329884797,0.06431238420634933,0.053266879729230325,0.0071844822548566625,0.007115073110949781,0.0713183514795559,0.049891081230039394,0.005459890758082057,0.03403082525622732,0.018417583971468563,0.007880454034223322,0.03233063627380846,0.059301481272225884,0.03466018325642409,0.03798126469113792,0.03868269588349418,0.0093627209824795,0.003312478808001975,0.03535364605274845
LAML,0.0012494677069427621,0.0007679375615765019,0.09430063408231021,0.03181976416138667,0.0007512085636056579,0.0007034619258490593,0.005967566209695336,0.0020242959495471845,0.02336377996352085,0.031101578491462337,0.12024032187264584,0.010070044432341694,0.0014939807417654863,0.0009408393418095356,2.167965588144725e-05,0.005896551001546594,0.003786442525292842,0.342781808038778,0.07789967865214516,0.07582424494476293,0.001568996795233774,0.0004721851674477761,0.005363006549189609,0.08299063051357336,0.07471922699730824,0.0038806681543811393
THYM,0.0014888307434119165,0.0052257360614244115,0.08283440577301318,0.07875700858034354,0.005357480018462545,0.010216542283540632,0.0272860259962878,0.01319368153124282,0.020891021454372938,0.02830229261680447,0.05628095064640875,0.01660461871698303,0.012603410228414352,0.005216140179498607,0.0007793702354299613,0.01976436330899292,0.025439535611105638,0.07781708805743931,0.1244408534023085,0.12097049970032599,0.009866064186392616,0.0027047753640336556,0.04865844807835506,0.0861749703639965,0.0948850863107143,0.024240800550696568
