true_class,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,h2_s__ACC,h2_s__BLCA,h2_s__BRCA,h2_s__CESC,h2_s__COAD,h2_s__DLBC,h2_s__GBMLGG,h2_s__HNSC,h2_s__KIPAN,h2_s__KIRC,h2_s__LAML,h2_s__LGG,h2_s__LIHC,h2_s__LUAD,h2_s__LUSC,h2_s__OV,h2_s__PAAD,h2_s__PCPG,h2_s__PRAD,h2_s__SARC,h2_s__SKCM,h2_s__STES,h2_s__TGCT,h2_s__THCA,h2_s__THYM,h2_s__UCEC
KIPAN,0.000114690876,0.0011616078,0.008994727,0.0073044603,0.0011913689,0.00078218826,0.034189895,0.004751081,0.534303,0.08037162,2.629587e-06,0.003890028,0.08599422,0.033409514,0.019225065,0.011401156,0.0035889759,0.0008057896,0.0055529685,0.09417761,0.012983231,0.04503357,0.005957692,3.76351e-05,0.00061728846,0.004157946,4.0742874e-05,0.00054247753,0.004923726,0.0041741617,0.0004994709,0.00036256458,0.022854676,0.002400159,0.65563715,0.06161422,5.4453216e-07,0.0019766802,0.07042815,0.025440322,0.01378526,0.0070585744,0.0017297245,0.00034909832,0.002946491,0.077706456,0.008059815,0.031549253,0.0034664585,1.05499075e-05,0.00024558307,0.002197777
KIPAN,0.0014956351,0.012851864,0.07266886,0.008508187,0.006402045,0.0020995575,0.0130074555,0.39891878,0.075067,0.02105259,0.021365851,0.003373543,0.0072617386,0.012633041,0.0025387588,0.01750639,0.03801453,0.085998595,0.029776627,0.04356738,0.03691644,0.00933438,0.0064184438,0.032364722,0.036764417,0.004093182,0.0006149673,0.009039577,0.057200443,0.0050229784,0.003592386,0.00095724536,0.007560993,0.54699576,0.06297226,0.0131719755,0.016577553,0.0016008797,0.004018559,0.008367656,0.0010696747,0.010732404,0.033397432,0.07691492,0.020766316,0.031599432,0.027880512,0.0051070154,0.0035891756,0.022278856,0.027044427,0.0019265928
BRCA,0.00036697357,0.0035364074,0.052261025,0.007873475,0.004520121,0.00045681096,0.24864835,0.031695347,0.0018188962,0.00082422234,0.0036282125,0.21798737,0.010069945,0.036543433,0.011119252,0.05273725,0.17309988,0.0003943763,0.035608698,0.08263929,0.00145649,0.012406905,0.0011112865,0.0041740313,0.0028406451,0.0021813225,0.0001605745,0.0020953943,0.0414384,0.004826934,0.002749478,0.00019781124,0.26754084,0.02509163,0.0008804209,0.00036036837,0.0021067052,0.25576204,0.0064771017,0.02917657,0.0075023924,0.052845046,0.1858573,0.00016824501,0.027376557,0.07269445,0.0006898111,0.008143064,0.00060577766,0.0024934425,0.0016071968,0.0011524366
HNSC,0.00031206178,0.13586871,0.042029444,0.022908289,0.025965696,0.0015368119,0.0004419048,0.4986077,0.006899168,0.0010636934,4.5765714e-07,4.1313408e-05,0.011929529,0.01841977,0.032577876,0.011098326,0.0076531926,3.643174e-08,0.00013128623,0.014717947,0.0037448474,0.14690351,0.0007592558,3.3127657e-07,3.482889e-07,0.016388474,0.00012816518,0.12681773,0.025775885,0.015326234,0.016704785,0.0007623158,0.00015317801,0.61391485,0.003413538,0.00041255684,7.201207e-08,1.1011234e-05,0.007016875,0.011910907,0.02324826,0.006377894,0.0038566082,4.592641e-09,4.2961783e-05,0.009227581,0.0018254544,0.122807816,0.00034306207,4.8943576e-08,5.3760257e-08,0.009922094
SARC,0.002225091,0.006378303,0.14716786,0.091950454,0.0016876555,0.080599874,0.00543966,0.034131005,0.051991805,0.007999605,0.00028968725,0.002438193,0.021217939,0.028424159,0.004482117,0.021748563,0.074051924,0.0061455304,0.04614794,0.19717823,0.003744782,0.018232562,0.029166887,0.0060249204,0.10409671,0.007038543,0.0013058345,0.004373124,0.14588092,0.09064958,0.00084537495,0.09596201,0.0034215294,0.026817515,0.043963194,0.0049301772,0.00012564514,0.0013742186,0.016925495,0.02276722,0.0026906857,0.016683506,0.06836295,0.004028086,0.038934562,0.23699309,0.0023732472,0.014075373,0.02698673,0.003955633,0.12026768,0.0053065093
SKCM,1.1231527e-05,0.00029203782,0.0001220712,0.0008480163,0.0016151263,1.2026928e-05,0.0013303364,0.008180465,1.01965825e-05,7.0295832e-06,1.176307e-12,0.00034248727,0.0016381008,0.08377186,0.010570738,6.593935e-06,3.3045948e-05,1.299047e-13,3.243412e-06,3.7741807e-05,0.88392353,0.0029577555,8.5809637e-07,4.0482637e-10,1.9787056e-07,0.004285287,1.742536e-06,6.900969e-05,2.0731992e-05,0.00022469056,0.00039428592,2.0182163e-06,0.00041743106,0.0027348674,1.3155485e-06,9.1383674e-07,2.203614e-14,0.00010889817,0.00047849442,0.043211248,0.0038334555,8.332855e-07,5.551363e-06,1.8042718e-14,3.8539383e-07,6.2944905e-06,0.946244,0.00081212976,8.969742e-08,1.9913644e-11,1.7986663e-08,0.0014315658
BRCA,0.0008875097,0.0047472846,0.1362774,0.005274438,0.020232502,0.0008959866,0.11686251,0.04550094,0.007705677,0.01107959,0.003779992,0.020382144,0.031518053,0.011029958,0.0022980024,0.10550256,0.024627633,0.018463243,0.004004376,0.12909536,0.0019950785,0.016377484,0.0008907135,0.0010278445,0.0005975593,0.27894616,0.00041978725,0.0026080785,0.15356009,0.003074092,0.014362016,0.00039422276,0.1165062,0.040835943,0.0041329307,0.00649974,0.0020598876,0.01585943,0.022836795,0.0067459326,0.0011667782,0.118655525,0.018811272,0.013259772,0.002200089,0.11825088,0.0010413482,0.01101153,0.00037402206,0.0004663689,0.00026707104,0.32460016
SARC,0.00011794759,0.0020413091,0.026976693,0.0007591622,0.0069744163,0.0030806656,0.042423103,0.02164169,0.0028395308,0.0054438403,0.0005641731,0.033801056,0.02253564,0.068574905,0.0056196987,0.015050909,0.02321628,0.0028858497,0.007359851,0.67967284,0.00657713,0.018348387,0.00016399281,0.00073747966,0.0007034536,0.001890013,3.3022476e-05,0.000875468,0.014192724,0.00025992325,0.0035703122,0.0014120818,0.02998519,0.01152501,0.0010084901,0.0023582776,0.00017802494,0.028886383,0.0131257735,0.052834604,0.0029138648,0.007767835,0.0144474,0.0011744298,0.0034984723,0.7959476,0.0034655181,0.009158169,4.927754e-05,0.00024973034,0.00023269594,0.0008497126
STES,0.0005084095,0.03478593,0.079542354,0.06524318,0.011184468,0.06604925,0.0035081976,0.060840163,0.25422227,0.17164214,1.1711729e-05,0.0002434028,0.0731588,0.027336314,0.0067589926,0.0129160555,0.011455164,0.00027779024,0.010707684,0.01662302,0.003838349,0.031263344,0.037064407,0.00083700975,0.009612587,0.01036903,0.00023438505,0.030689126,0.069599174,0.0673429,0.007903917,0.07663329,0.0019115325,0.06122063,0.28590694,0.19606327,3.1190016e-06,9.322446e-05,0.06937059,0.020883033,0.004556352,0.008579289,0.007916326,0.000110107045,0.007444005,0.011792462,0.002163678,0.024894372,0.0318008,0.0003706507,0.0059233825,0.006593473
LUAD,0.00015139401,0.03020718,0.050700314,0.01574617,0.014177425,0.0048142136,0.019807573,0.118898265,0.024579702,0.0064155203,1.8358758e-05,0.00048647576,0.22015895,0.17222114,0.14762528,0.008903331,0.0057711625,4.3818773e-06,0.00029261864,0.010810519,0.00603105,0.1238608,0.0015241926,1.5903484e-05,9.43335e-06,0.01676863,6.2306426e-05,0.026349887,0.03804367,0.011673452,0.010053562,0.0033544744,0.013954489,0.115221,0.016799683,0.0036362107,5.3691397e-06,0.00021777714,0.2590922,0.19033872,0.1599987,0.0058627874,0.0034063251,1.1693869e-06,0.00012484356,0.006964324,0.003538292,0.11789722,0.00084768503,4.7392477e-06,2.6117284e-06,0.012548421
UCEC,0.00013672758,0.0020131287,0.45674652,0.015940262,0.011944415,0.00080132455,0.023421658,0.046752077,0.0009967646,0.00050373614,0.0015271254,0.011718554,0.012813778,0.004084322,0.0016797419,0.16851066,0.024066461,0.0004081155,0.022485059,0.12000703,0.00045757668,0.031916842,0.000391101,0.0006474829,0.0014132739,0.03861627,4.596822e-05,0.0010052565,0.55409783,0.010684223,0.006409797,0.00035114598,0.015250868,0.0349785,0.00043002897,0.00018885563,0.00072647753,0.007899753,0.0077118007,0.0020413776,0.0007205841,0.17725821,0.018457737,0.00015989678,0.015297796,0.09627034,0.00016995426,0.020440245,0.00016613606,0.00027157576,0.0006650137,0.028300641
LAML,0.00039950665,0.00022242557,0.0017571391,0.0013083579,0.00070518267,0.00025492208,0.028518576,7.830779e-05,0.00055784977,0.00036447513,0.9243929,0.023061976,0.0003985578,0.00018082409,6.749355e-05,0.001638633,0.0028985343,0.0020839472,0.0032696158,0.0022404867,0.00024789636,0.0001569508,0.0005005889,0.0023891677,0.001451602,0.00085411215,8.679876e-05,4.358148e-05,0.00040831853,0.00031637802,0.00013245926,5.3878903e-05,0.009502091,1.1902861e-05,0.00010741608,6.7788096e-05,0.9760914,0.008704077,7.0687995e-05,2.9868677e-05,1.0511152e-05,0.00037066414,0.00073086796,0.00053463946,0.0008557634,0.0005480326,4.2611395e-05,2.4347202e-05,9.604e-05,0.0006273863,0.00035135416,0.00018118593
HNSC,0.00021050987,0.018946607,0.06206559,0.006798347,0.04882804,0.002553804,0.013987723,0.055173658,0.00082631985,0.0030884424,4.5870656e-06,0.0023485285,0.04827717,0.024481429,0.06615655,0.07188612,0.24656917,4.1912836e-06,0.0004406607,0.013974212,0.0030491478,0.28014946,0.0005719596,2.121628e-05,0.00014321008,0.029443359,8.32662e-05,0.014109908,0.048147015,0.0041209264,0.043030612,0.0016197017,0.009245926,0.044499483,0.00032805186,0.0016156236,1.0535574e-06,0.0013188209,0.03854993,0.017859327,0.061706983,0.07348033,0.27396718,9.943851e-07,0.00018465909,0.009467339,0.0017328978,0.33179858,0.00024266522,5.8208916e-06,5.6572568e-05,0.022826457
UCEC,0.003874773,0.0050974954,0.061672445,0.009949417,0.03530339,0.0031514189,0.08588829,0.02411693,0.014059983,0.0515821,0.00087301934,0.034065936,0.064758234,0.046618473,0.017123586,0.041343857,0.021622052,0.018882643,0.02978141,0.04829621,0.051813502,0.044686206,0.0069582015,0.025061239,0.0053298166,0.24808937,0.0025297308,0.00325975,0.0501218,0.006030291,0.030266427,0.0018854609,0.09034393,0.017932465,0.008530782,0.04629134,0.00043185515,0.02793002,0.078376286,0.041954774,0.012781842,0.03380243,0.013710312,0.013801216,0.023233805,0.046408344,0.051675603,0.037832268,0.004514462,0.019231256,0.0031201593,0.33400345
PRAD,1.6881484e-05,0.00013941336,0.047642067,0.0040038084,0.0024649743,0.001665679,0.0047070454,0.001698628,0.00775297,0.0017688237,0.1634138,0.0146030765,0.0031718235,0.00079346105,0.00044810874,0.0045220023,0.0007456867,0.050826136,0.5163287,0.036023278,0.00069168693,0.0009666,0.0009756675,0.03063088,0.09633542,0.0076633734,3.3208598e-06,3.347233e-05,0.022482926,0.0016470875,0.00072757545,0.00064794277,0.001730594,0.00052842865,0.0035382295,0.00063969754,0.122379154,0.0066899764,0.0011016292,0.00023502744,0.00014961795,0.0019059823,0.0002483668,0.031033969,0.6975685,0.020612318,0.00015984007,0.00023724088,0.000332271,0.016989723,0.065259695,0.0031174081
ACC,0.97149116,0.00087446976,0.0019533818,0.0013925511,0.000757039,6.7018096e-05,0.00058462296,0.0006494357,0.0022956433,0.0016308951,5.564297e-06,6.858142e-05,0.001272153,0.0015447199,0.00029769546,0.00087141286,0.0011204326,0.0010508326,8.618883e-05,0.00085915247,0.0012539156,0.00077087246,0.005477342,0.00021264347,0.000102158025,0.0033101295,0.99326944,0.00019703235,0.0004346211,0.0003092679,0.00015599211,1.028906e-05,0.00010211556,0.00011110416,0.0005315786,0.0003491228,5.758057e-07,8.904898e-06,0.00028204423,0.00038282017,4.9224698e-05,0.00016785045,0.0002421169,0.00028060834,1.24537055e-05,0.00018695842,0.00028239412,0.00014452415,0.001593202,3.5616602e-05,1.5491292e-05,0.0008447141
SARC,0.006796294,0.007811309,0.20312381,0.003402037,0.017862326,0.020398999,0.023838725,0.048280418,0.00086527853,0.00073692825,0.17632069,0.03473122,0.021249754,0.0033572726,0.0017873736,0.1126138,0.048889935,0.026550496,0.01702455,0.13508916,0.0001479229,0.013688298,0.0015588757,0.004169576,0.028575068,0.041129887,0.004163366,0.004687938,0.21882497,0.001986977,0.012011861,0.01588314,0.01788629,0.042676825,0.00039818048,0.00035643295,0.202625,0.03271242,0.013039685,0.0015751333,0.00091544486,0.14965284,0.045092124,0.02424374,0.013518416,0.12692645,6.8217225e-05,0.008793879,0.00079245475,0.002676293,0.025660273,0.03283155
BRCA,0.0013976158,0.021327648,0.079473704,0.05322355,0.02361015,0.020426847,0.025385918,0.057857044,0.10408548,0.15077005,0.00044462126,0.00981425,0.08527683,0.038527153,0.0072439136,0.0878038,0.026501663,0.00075630797,0.03652491,0.037532352,0.018907892,0.035948128,0.03326766,0.0013341155,0.0017768393,0.04078155,0.00091567973,0.01799497,0.082248025,0.054442693,0.01734461,0.02063556,0.021209864,0.057684407,0.11457886,0.18735738,0.00021883601,0.0066856076,0.09047972,0.03630624,0.004955871,0.088511035,0.019968458,0.00038335484,0.030890014,0.03507694,0.0128679825,0.02809931,0.031614248,0.0007231689,0.0010179824,0.03778907
LAML,0.00064255943,0.00030882715,0.17199054,0.02483866,8.2564504e-05,0.00028863683,0.0021135334,0.0010466337,0.012512277,0.022066722,0.10253232,0.00096100365,0.0006310123,0.00062065065,2.0270674e-05,0.004551628,0.0021722803,0.29305387,0.07798358,0.060507834,0.00089346623,0.00017419324,0.00337405,0.057719707,0.15764996,0.0012632294,0.00028835848,0.0001239558,0.17216483,0.018703459,2.7955792e-05,0.00011375009,0.0011385411,0.0005120893,0.007945154,0.016150298,0.09663466,0.00046031876,0.0002789852,0.0002704956,5.6239237e-06,0.0027521658,0.0011564672,0.34709132,0.069839284,0.051759623,0.0004439276,5.9398408e-05,0.0019543024,0.04846573,0.1610525,0.000606889
THYM,0.00041165546,0.0026673612,0.2201468,0.058701653,0.00177983,0.006912728,0.013918384,0.01540395,0.004617498,0.018301848,0.02900075,0.0024901074,0.01642145,0.004678579,0.0012658405,0.017578531,0.020624248,0.09277314,0.11268015,0.13587007,0.0039965524,0.0042057526,0.03923769,0.07484948,0.07982133,0.0216446,0.00019837554,0.0014414508,0.24246325,0.057010416,0.0010005594,0.0049840747,0.009811062,0.009820011,0.0024816815,0.014372457,0.025309145,0.0013813758,0.012086293,0.0027878464,0.00061964965,0.0129255615,0.014421301,0.09969381,0.1197952,0.15784256,0.0022632922,0.002135505,0.035001412,0.07474568,0.07794074,0.017467324
GBMLGG,0.00019993163,0.0010864624,0.0060566077,0.0016403035,0.0065828003,0.0003758423,0.41265073,0.066079445,0.0015270769,0.0010196577,2.2149452e-05,0.062439464,0.0053273975,0.02250764,0.014189227,0.01259018,0.078989625,1.6765745e-05,0.00085639866,0.056376103,0.0025481156,0.07158946,0.00072898204,4.1788615e-05,0.00025065074,0.1743072,7.581141e-05,0.00046111006,0.0027578697,0.0007560344,0.0035391762,0.0001643108,0.4878483,0.048803814,0.0006513006,0.00041725175,5.4851284e-06,0.052644055,0.002866652,0.015005572,0.00897674,0.009242501,0.06983733,4.0195973e-06,0.00036139708,0.04323675,0.0011988492,0.056600377,0.00030099222,1.119581e-05,8.696622e-05,0.19414613
LGG,9.46934e-05,0.00049675995,0.009629665,0.002353714,0.0004803423,0.0011650209,0.073671795,0.0015840045,0.00022702935,9.8185425e-05,0.002557099,0.89501494,0.00018847948,0.0006800378,0.00014809963,0.00046790382,0.002523795,0.0008417498,0.0013961616,0.00025376442,0.00012411622,0.00036214344,0.00028830106,0.00032328803,0.00044859198,0.0045803017,1.4946186e-05,9.7336626e-05,0.0031198142,0.0006410001,8.764579e-05,0.00027835454,0.026980301,0.00036876317,3.577906e-05,1.3365069e-05,0.00069906015,0.96453255,2.7147491e-05,0.0001410129,2.2142074e-05,8.877049e-05,0.00068875635,0.00018865221,0.00031240538,4.195789e-05,1.7747918e-05,6.490816e-05,5.3068026e-05,5.7892114e-05,8.5055166e-05,0.0013415633
THYM,0.00050874334,0.00087307126,0.21458459,0.012899113,0.0004600659,0.010502997,0.004263879,0.0022049996,0.021089593,0.011593454,0.103467576,0.0043174243,0.0012312693,0.0005302751,0.0002985743,0.007581557,0.009504349,0.10128838,0.10240008,0.028743057,0.001109585,0.0007916879,0.0046114465,0.12920468,0.22455342,0.0013861373,0.00020784205,0.00040476714,0.23974133,0.008736373,0.00016831483,0.008311831,0.0024200438,0.0011807192,0.013906111,0.007505176,0.09961096,0.0024737527,0.00057123794,0.00021944458,0.000107577034,0.004216202,0.006275572,0.09561248,0.09645248,0.022415567,0.0004891372,0.0003555499,0.0026860912,0.13014722,0.25515282,0.0006314362
LUAD,4.7651597e-06,0.0054692905,0.0021442748,0.04047212,0.00640247,0.0006267165,0.00017399887,0.028604843,2.913022e-05,2.3422206e-05,5.625383e-07,0.00023035388,0.020886276,0.09146441,0.7443998,0.001431462,0.00015560494,4.2583846e-07,9.242348e-05,0.0004301163,0.0061623906,0.048696537,0.00013478006,2.7087294e-06,1.2433773e-05,0.0019486937,8.1727427e-07,0.0022555622,0.0006633798,0.021367788,0.0025766673,0.00023151546,4.1306488e-05,0.012957435,5.3752674e-06,4.434564e-06,6.642305e-08,6.256145e-05,0.010365908,0.05563885,0.86579394,0.00048397644,4.0421724e-05,4.935963e-08,2.0772128e-05,0.00012488477,0.002563112,0.024078926,3.555616e-05,3.8559642e-07,2.2718784e-06,0.000684039
BRCA,0.00014082892,0.003262501,0.30056748,0.07152305,0.008419938,0.010589589,0.012277895,0.021871334,0.08189169,0.08883197,0.0061798017,0.0071577965,0.026712803,0.03780569,0.00068188616,0.029676601,0.023610827,0.066206664,0.036594726,0.07198462,0.009625003,0.013055197,0.008547401,0.03823456,0.012957361,0.011592789,5.825076e-05,0.0018175626,0.36771703,0.07023354,0.0048875506,0.007501316,0.008427628,0.015899045,0.08512855,0.092096426,0.0038826233,0.004461639,0.021369021,0.030511972,0.00030234092,0.02456944,0.01624632,0.065674275,0.03147591,0.074140236,0.0065311124,0.009196754,0.0058589056,0.034384232,0.009317598,0.008310758
KIPAN,0.00010600137,0.0029798457,0.04096401,0.0036467079,0.009055486,0.0026446474,0.012169647,0.016230952,0.002202553,0.0023357887,0.0023737873,0.02361993,0.02701338,0.013432666,0.017160725,0.48046595,0.08616208,0.0005795099,0.05602015,0.13628475,0.00067599776,0.036028888,0.0009135601,0.0013281337,0.0015116759,0.024093172,3.3222805e-05,0.0015268032,0.02574169,0.0016680205,0.0050296346,0.0013174294,0.006717076,0.009976524,0.0009741719,0.0010661291,0.0011181805,0.017362328,0.017949054,0.007353243,0.011015142,0.62161106,0.077445,0.00022224232,0.043252505,0.11056062,0.00024854476,0.021497965,0.0003802361,0.0005721165,0.00066525507,0.014695781
KIPAN,0.0024293284,0.007075439,0.101748556,0.12740642,0.00039312686,0.0028424445,0.014524194,0.049831476,0.101039134,0.11768956,0.0012814566,0.008201183,0.008481305,0.023868497,0.0011576752,0.0073398044,0.080233075,0.14210664,0.022540005,0.07598779,0.0022325325,0.012927567,0.05295598,0.0068206303,0.0270718,0.0018143789,0.0019462528,0.005023568,0.09642562,0.13696839,0.00016106252,0.0018074723,0.009963346,0.04576545,0.09840473,0.12833028,0.0006823001,0.005900329,0.00599458,0.019897845,0.00053449394,0.0051277955,0.0826015,0.1740528,0.018591924,0.074908055,0.0013758375,0.00870602,0.049931083,0.004576181,0.02133331,0.000989821
LGG,2.0166865e-06,1.1632201e-05,0.00018998879,1.037719e-06,2.4308221e-05,7.2740927e-06,0.196418,3.163337e-05,2.8366283e-06,3.9116894e-06,0.0015209987,0.8003693,3.3484887e-06,7.446867e-06,3.5951058e-07,4.9248065e-05,5.481103e-05,0.0008450457,3.2544613e-05,0.00034482792,6.4224278e-06,3.5738296e-06,5.818793e-08,5.5922465e-06,5.277276e-06,5.847845e-05,2.2707076e-07,1.9467445e-06,3.7389724e-05,1.1493446e-07,4.218062e-06,1.0312081e-06,0.10020603,5.559299e-06,3.1639777e-07,4.98546e-07,0.00044167027,0.8989524,4.1414995e-07,1.0875764e-06,3.899079e-08,1.084139e-05,1.1062261e-05,0.00022176384,5.513633e-06,8.156843e-05,9.0119926e-07,4.2629847e-07,4.4814805e-09,7.6083086e-07,6.973545e-07,1.3505909e-05
BLCA,0.0004215871,0.121205665,0.05062326,0.0024161756,0.0033749312,0.005323251,0.00031450178,0.10133209,0.002832742,7.051836e-05,2.7796727e-06,2.9212738e-06,0.030547956,0.1763503,0.42627168,0.0019201193,0.00024337145,2.5732786e-06,0.0009623706,0.0026863015,0.0069612702,0.059163615,0.00018872716,2.0364096e-05,3.3018525e-05,0.0067278934,0.00018342225,0.1134954,0.03398755,0.0011818525,0.001646694,0.0036012307,0.0001145192,0.08452472,0.001343136,2.016832e-05,5.549703e-07,6.2387466e-07,0.020834694,0.15808436,0.5285597,0.0009626219,9.3672104e-05,5.176277e-07,0.00042536162,0.0012936747,0.004280862,0.041657727,6.888995e-05,5.132693e-06,1.0001215e-05,0.0036229135
BRCA,3.3297616e-05,0.0095520485,0.4923671,0.38531616,0.0012935919,0.00021258333,0.0021112042,0.035037436,0.00090519467,0.0005989099,2.3006494e-08,0.00038971583,0.0013903663,0.024102338,0.02063899,0.0021110796,0.005988799,1.4687974e-07,0.00022284273,0.0030976862,0.002486385,0.006533461,0.00039312168,4.7430854e-05,1.3356353e-06,0.0051687616,8.888073e-06,0.00585556,0.5402276,0.3895321,0.00050765567,8.134967e-05,0.0009601074,0.021722008,0.00030977651,0.00020194236,2.592307e-09,0.00013602215,0.0005933718,0.014440926,0.01271259,0.0009109606,0.0030849348,1.9336147e-08,6.9691174e-05,0.0014133084,0.0012262127,0.0031565293,0.00015111706,1.1821963e-05,2.2486749e-07,0.0026853855
LGG,9.1258924e-05,7.370437e-05,0.019541405,0.008198702,0.000109921544,0.0006885857,0.0028689113,0.00016244303,0.004830633,0.005144623,0.17218986,0.006981478,0.00014016042,0.00010387325,0.0052308333,0.00195413,0.0052626026,0.06157896,0.06823924,0.020731628,0.00017474774,0.0024888187,0.00061380694,0.10566804,0.5063495,0.00058213127,2.562475e-05,1.9989204e-05,0.012353958,0.0046177963,3.2068474e-05,0.00026494265,0.0013464107,5.054807e-05,0.0024383918,0.0026419668,0.157727,0.0038201492,4.2498454e-05,2.9856887e-05,0.0027165918,0.00086140865,0.0027585248,0.046513386,0.052718714,0.013367588,5.5298337e-05,0.0011388751,0.00023082014,0.0880641,0.6059479,0.00021561408
TGCT,0.021387551,0.016932977,0.040219,0.017623262,0.0026750553,0.048708398,0.010854341,0.04019805,0.15750122,0.1108398,7.213352e-06,0.00020830784,0.058424436,0.018457215,0.005828361,0.009865489,0.042245798,0.003689182,0.0038877649,0.042220708,0.0015255774,0.06421366,0.2742116,9.0741174e-05,0.005076424,0.003107875,0.021217627,0.014014584,0.030634189,0.012806769,0.0015337215,0.04833889,0.0071308687,0.032995515,0.1553028,0.103431046,1.8449027e-06,8.459721e-05,0.053119626,0.014187135,0.0037704005,0.006218492,0.037331257,0.0021811065,0.0022543718,0.034484718,0.0008552775,0.049664542,0.36334762,3.196847e-05,0.0031686705,0.0018923857
KIRC,0.00039199705,0.010113593,0.0020797225,0.0040654875,0.0005117206,0.0069327685,0.0013527459,0.0011213184,0.13554858,0.8199977,2.0493146e-05,0.00025408302,0.003678855,0.001745799,0.00029160065,0.00039223375,0.00025269273,0.00015238428,0.0008712866,0.0041777836,0.0009942222,0.0012217804,0.0029710063,4.378063e-05,0.00011997478,0.000696373,8.8650355e-05,0.0039950646,0.00055499974,0.0012873273,0.000118450924,0.0026957726,0.00034013632,0.0002818114,0.06759598,0.9178857,2.950627e-06,5.1465275e-05,0.0011102377,0.0004914231,6.731113e-05,8.251168e-05,5.3606596e-05,2.8822637e-05,0.00020870806,0.0013238974,0.00028185573,0.00032218941,0.0009095387,6.838433e-06,2.193497e-05,0.00019279712
THCA,0.00014086776,0.00014520259,0.055853102,0.00229971,0.018464213,0.0026873506,0.15982036,0.0117922025,0.0014536608,0.00033716238,0.12459663,0.22518489,0.007918392,0.003592015,0.0016915812,0.042634882,0.013428707,0.0099008195,0.21550979,0.055547513,0.0022736196,0.005080518,0.00036370478,0.011738104,0.019575017,0.007969988,5.739346e-05,6.40932e-05,0.04552239,0.001327543,0.014479912,0.0016565748,0.1561379,0.007700325,0.0007844184,0.00015193917,0.1309315,0.23783727,0.0053939573,0.002072538,0.0008672678,0.0319749,0.009066669,0.007497107,0.2593386,0.051391393,0.0014034291,0.0029200043,0.00017205949,0.009090895,0.016857082,0.0053027733
COAD,0.000110554356,0.0016131472,0.012110922,0.00080867525,0.9245856,0.00020200615,0.00062801206,0.009264102,0.00072930305,0.00057224726,0.0002050781,0.00013846939,0.0015004486,0.0005575426,0.00036493482,0.015667675,0.012495825,0.00048032968,0.00049675413,0.0039295694,0.00026188686,0.010879039,7.66622e-05,0.00021868414,3.7008715e-05,0.0020655268,1.9694415e-05,0.00048882334,0.0034811592,0.00021352422,0.9751397,4.731934e-05,0.00014115848,0.0030815857,0.0001572907,0.00013023155,4.1016592e-05,2.4507406e-05,0.0003925312,0.00013491265,8.471993e-05,0.006225749,0.0045980103,0.00010757693,0.00011694327,0.0011232798,5.6955458e-05,0.0035675364,1.27033545e-05,4.3626722e-05,5.71038e-06,0.0005637687
PAAD,0.0026267883,0.0049910727,0.07486188,0.09269551,0.025758373,0.0057843267,0.0026817594,0.0049354443,0.037507787,0.08204568,0.000604993,0.00086436776,0.08598414,0.036796097,0.0022355,0.05754911,0.031504802,0.05208299,0.024722744,0.0721337,0.008809612,0.022058077,0.20414893,0.005363519,0.0073931874,0.053859603,0.0017481622,0.0035086079,0.06466243,0.095976144,0.018549582,0.004356862,0.0015754518,0.003270284,0.029050594,0.07791663,0.00029832908,0.00043593973,0.094733685,0.034305327,0.0013578925,0.054377094,0.030871069,0.0506741,0.02045626,0.068922624,0.005915386,0.016525716,0.2623521,0.0035804561,0.0056975833,0.04888166
THYM,0.0046576196,0.0048990115,0.01828465,0.053168483,0.012247696,0.003915842,0.046358433,0.014182362,0.014373876,0.0034720693,0.025494236,0.0144250775,0.079519495,0.01294051,0.006702623,0.04693583,0.06082852,0.013694839,0.061313204,0.09172576,0.009324846,0.024129348,0.33082807,0.011046486,0.027685564,0.007845558,0.002502026,0.002341976,0.011008552,0.04634173,0.0064146826,0.0019397858,0.032171044,0.007100813,0.008781677,0.0015939185,0.019311521,0.008755336,0.068383165,0.008163139,0.0031680104,0.03560764,0.045701258,0.008604998,0.05044781,0.080400355,0.0049376567,0.015761295,0.49905157,0.0065543302,0.02037176,0.0045838663
ACC,0.7381043,0.11765421,0.0136160655,0.010475258,0.002872252,0.0020959289,0.005109798,0.008612487,0.024859143,0.00903565,3.830349e-06,0.0026057104,0.007831081,0.013315192,0.0035038856,0.001493412,0.0025461174,2.1502342e-06,0.00021506698,0.0019151904,0.025827901,0.003496997,0.0016431782,3.6237507e-05,2.8093248e-06,0.0031261502,0.89935285,0.055157818,0.0038509464,0.003252414,0.0007699943,0.00063300895,0.0014013614,0.0025431146,0.008870719,0.0029416238,4.5383348e-07,0.0006439292,0.0023825085,0.0045861905,0.00092037633,0.00031054736,0.0006656844,2.1442891e-07,3.72262e-05,0.0004553003,0.009031822,0.0009307664,0.00038183262,5.131577e-06,2.9760798e-07,0.00087387185
