row_index,matched_profile,profile_support,profile_purity,h0_prediction,retrieval_prediction,blend_prediction,true_class,h0_correct,retrieval_recovers_h0_error,retrieval_breaks_h0_correct
1115,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
1116,False,0,0.0,KIPAN,BRCA,KIPAN,DLBC,False,False,False
1117,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1118,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1119,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1120,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1121,False,0,0.0,THYM,BRCA,THYM,THCA,False,False,False
1122,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1123,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1124,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1125,False,0,0.0,TGCT,BRCA,TGCT,CESC,False,False,False
1126,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
1127,False,0,0.0,SARC,BRCA,SARC,GBMLGG,False,False,False
1128,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1129,True,1,1.0,GBMLGG,LGG,GBMLGG,GBMLGG,True,False,True
1130,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1131,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1132,False,0,0.0,LUAD,BRCA,LUAD,BRCA,False,False,False
1133,False,0,0.0,GBMLGG,BRCA,GBMLGG,OV,False,False,False
1134,False,0,0.0,LIHC,BRCA,LIHC,SKCM,False,False,False
1135,False,0,0.0,SARC,BRCA,SARC,PCPG,False,False,False
1136,False,0,0.0,PAAD,BRCA,PAAD,STES,False,False,False
1137,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
1138,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1139,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1140,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
1141,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1142,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1143,True,1,1.0,KIRC,KIPAN,KIPAN,KIRC,True,False,True
1144,False,0,0.0,PRAD,BRCA,PRAD,BRCA,False,False,False
1145,False,0,0.0,GBMLGG,BRCA,GBMLGG,LGG,False,False,False
1146,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
1147,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1148,False,0,0.0,PAAD,BRCA,PAAD,COAD,False,False,False
1149,False,0,0.0,LUAD,BRCA,LUAD,OV,False,False,False
1150,False,0,0.0,SARC,BRCA,SARC,STES,False,False,False
1151,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1152,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1153,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1154,False,0,0.0,KIRC,BRCA,KIRC,PCPG,False,False,False
1155,False,0,0.0,PRAD,BRCA,PRAD,BRCA,False,False,False
1156,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
1157,False,0,0.0,STES,BRCA,STES,DLBC,False,False,False
1158,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
1159,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1160,False,0,0.0,CESC,BRCA,CESC,CESC,True,False,False
1161,False,0,0.0,STES,BRCA,STES,OV,False,False,False
1162,False,0,0.0,LUSC,BRCA,LUSC,LIHC,False,False,False
1163,False,0,0.0,LAML,BRCA,LAML,BRCA,False,False,False
1164,False,0,0.0,SARC,BRCA,SARC,SARC,True,False,False
1165,False,0,0.0,PAAD,BRCA,PAAD,OV,False,False,False
1166,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1167,False,0,0.0,PAAD,BRCA,PAAD,COAD,False,False,False
1168,False,0,0.0,HNSC,BRCA,HNSC,DLBC,False,False,False
1169,False,0,0.0,LIHC,BRCA,LIHC,LIHC,True,False,False
1170,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1171,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1172,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1173,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1174,False,0,0.0,BLCA,BRCA,BLCA,BLCA,True,False,False
1175,False,0,0.0,BRCA,BRCA,BRCA,UCEC,False,False,False
1176,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1177,False,0,0.0,BRCA,BRCA,BRCA,PRAD,False,False,False
1178,False,0,0.0,LUSC,BRCA,LUSC,LUAD,False,False,False
1179,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1180,False,0,0.0,OV,BRCA,OV,GBMLGG,False,False,False
1181,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1182,False,0,0.0,STES,BRCA,STES,BLCA,False,False,False
1183,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1184,False,0,0.0,ACC,BRCA,ACC,ACC,True,False,False
1185,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1186,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1187,False,0,0.0,PRAD,BRCA,PRAD,PCPG,False,False,False
1188,False,0,0.0,STES,BRCA,STES,OV,False,False,False
1189,False,0,0.0,BLCA,BRCA,BLCA,BLCA,True,False,False
1190,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
1191,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1192,False,0,0.0,SARC,BRCA,SARC,LIHC,False,False,False
1193,False,0,0.0,BRCA,BRCA,BRCA,LAML,False,False,False
1194,False,0,0.0,BRCA,BRCA,BRCA,THCA,False,False,False
1195,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1196,False,0,0.0,BRCA,BRCA,BRCA,STES,False,False,False
1197,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1198,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1199,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1200,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1201,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
1202,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1203,False,0,0.0,THCA,BRCA,THCA,PCPG,False,False,False
1204,False,0,0.0,HNSC,BRCA,HNSC,CESC,False,False,False
1205,False,0,0.0,GBMLGG,BRCA,GBMLGG,BRCA,False,False,False
1206,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
1207,False,0,0.0,BRCA,BRCA,BRCA,STES,False,False,False
1208,False,0,0.0,STES,BRCA,STES,TGCT,False,False,False
1209,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1210,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1211,False,0,0.0,UCEC,BRCA,UCEC,GBMLGG,False,False,False
1212,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1213,False,0,0.0,KIRC,BRCA,KIRC,GBMLGG,False,False,False
1214,False,0,0.0,SARC,BRCA,SARC,UCEC,False,False,False
1215,False,0,0.0,BLCA,BRCA,BLCA,CESC,False,False,False
1216,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
1217,False,0,0.0,PRAD,BRCA,PRAD,SARC,False,False,False
1218,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
1219,False,0,0.0,SARC,BRCA,SARC,SARC,True,False,False
1220,False,0,0.0,TGCT,BRCA,TGCT,KIPAN,False,False,False
1221,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
1222,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1223,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1224,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1225,False,0,0.0,BRCA,BRCA,BRCA,OV,False,False,False
1226,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
1227,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
1228,False,0,0.0,LUAD,BRCA,LUAD,LUAD,True,False,False
1229,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1230,False,0,0.0,LUSC,BRCA,LUSC,LUAD,False,False,False
1231,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1232,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1233,False,0,0.0,TGCT,BRCA,TGCT,TGCT,True,False,False
1234,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1235,False,0,0.0,LUSC,BRCA,LUSC,ACC,False,False,False
1236,True,1,1.0,BRCA,LGG,BRCA,GBMLGG,False,False,False
1237,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
1238,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1239,False,0,0.0,BRCA,BRCA,BRCA,LUAD,False,False,False
1240,False,0,0.0,BRCA,BRCA,BRCA,LUSC,False,False,False
1241,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
1242,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
1243,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
1244,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1245,False,0,0.0,SARC,BRCA,SARC,LGG,False,False,False
1246,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1247,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1248,False,0,0.0,COAD,BRCA,COAD,STES,False,False,False
1249,False,0,0.0,KIRC,BRCA,KIRC,KIRC,True,False,False
1250,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1251,False,0,0.0,THYM,BRCA,THYM,THCA,False,False,False
1252,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1253,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1254,False,0,0.0,SARC,BRCA,SARC,UCEC,False,False,False
1255,False,0,0.0,PAAD,BRCA,PAAD,PAAD,True,False,False
1256,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
1257,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1258,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1259,False,0,0.0,GBMLGG,BRCA,GBMLGG,SARC,False,False,False
1260,False,0,0.0,GBMLGG,BRCA,GBMLGG,BRCA,False,False,False
1261,False,0,0.0,CESC,BRCA,CESC,BLCA,False,False,False
1262,False,0,0.0,THYM,BRCA,THYM,PCPG,False,False,False
1263,False,0,0.0,OV,BRCA,OV,DLBC,False,False,False
1264,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1265,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
1266,False,0,0.0,SARC,BRCA,SARC,SARC,True,False,False
1267,False,0,0.0,LUSC,BRCA,LUSC,CESC,False,False,False
1268,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
1269,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1270,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1271,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1272,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
1273,False,0,0.0,KIPAN,BRCA,KIPAN,THCA,False,False,False
1274,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1275,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
1276,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1277,False,0,0.0,OV,BRCA,OV,SARC,False,False,False
1278,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
1279,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1280,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
1281,True,1,1.0,BRCA,KIPAN,BRCA,KIRC,False,False,False
1282,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
1283,False,0,0.0,BRCA,BRCA,BRCA,OV,False,False,False
1284,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
1285,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1286,False,0,0.0,THYM,BRCA,THYM,PCPG,False,False,False
1287,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
1288,False,0,0.0,STES,BRCA,STES,HNSC,False,False,False
1289,False,0,0.0,PRAD,BRCA,PRAD,BRCA,False,False,False
1290,False,0,0.0,PAAD,BRCA,PAAD,PAAD,True,False,False
1291,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1292,False,0,0.0,SARC,BRCA,SARC,THCA,False,False,False
1293,True,1,1.0,KIRC,KIPAN,KIPAN,KIRC,True,False,True
1294,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
1295,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1296,False,0,0.0,THCA,BRCA,THCA,LAML,False,False,False
1297,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1298,False,0,0.0,LAML,BRCA,LAML,OV,False,False,False
1299,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1300,True,1,1.0,KIRC,KIPAN,KIPAN,KIRC,True,False,True
1301,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1302,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1303,False,0,0.0,PRAD,BRCA,PRAD,PCPG,False,False,False
1304,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
1305,False,0,0.0,HNSC,BRCA,HNSC,BLCA,False,False,False
1306,False,0,0.0,BRCA,BRCA,BRCA,UCEC,False,False,False
1307,False,0,0.0,SARC,BRCA,SARC,LUAD,False,False,False
1308,False,0,0.0,PCPG,BRCA,PCPG,PRAD,False,False,False
1309,False,0,0.0,STES,BRCA,STES,COAD,False,False,False
1310,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1311,False,0,0.0,LGG,BRCA,LGG,LGG,True,False,False
1312,False,0,0.0,BRCA,BRCA,BRCA,STES,False,False,False
1313,True,1,1.0,KIRC,KIRC,KIRC,KIPAN,False,False,False
1314,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1315,False,0,0.0,OV,BRCA,OV,SARC,False,False,False
1316,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1317,False,0,0.0,LUSC,BRCA,LUSC,HNSC,False,False,False
1318,False,0,0.0,OV,BRCA,OV,PAAD,False,False,False
1319,False,0,0.0,STES,BRCA,STES,PAAD,False,False,False
1320,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
1321,False,0,0.0,LGG,BRCA,LGG,LGG,True,False,False
1322,False,0,0.0,BRCA,BRCA,BRCA,STES,False,False,False
1323,False,0,0.0,LAML,BRCA,LAML,BRCA,False,False,False
1324,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1325,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1326,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1327,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1328,False,0,0.0,KIRC,BRCA,KIRC,STES,False,False,False
1329,False,0,0.0,TGCT,BRCA,TGCT,TGCT,True,False,False
1330,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1331,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
1332,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1333,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
1334,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1335,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
1336,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1337,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1338,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1339,False,0,0.0,SARC,BRCA,SARC,SKCM,False,False,False
1340,False,0,0.0,GBMLGG,BRCA,GBMLGG,SKCM,False,False,False
1341,True,1,1.0,PRAD,KIRC,PRAD,KIPAN,False,False,False
1342,False,0,0.0,PCPG,BRCA,PCPG,KIPAN,False,False,False
1343,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1344,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1345,False,0,0.0,SARC,BRCA,SARC,BRCA,False,False,False
1346,False,0,0.0,BRCA,BRCA,BRCA,PRAD,False,False,False
1347,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1348,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1349,False,0,0.0,CESC,BRCA,CESC,BLCA,False,False,False
1350,False,0,0.0,KIPAN,BRCA,KIPAN,TGCT,False,False,False
1351,False,0,0.0,BRCA,BRCA,BRCA,KIPAN,False,False,False
1352,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
1353,False,0,0.0,PCPG,BRCA,PCPG,THCA,False,False,False
1354,False,0,0.0,KIRC,BRCA,KIRC,TGCT,False,False,False
1355,False,0,0.0,BRCA,BRCA,BRCA,COAD,False,False,False
1356,True,2,1.0,LAML,LAML,LAML,LAML,True,False,False
1357,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
1358,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1359,False,0,0.0,BRCA,BRCA,BRCA,GBMLGG,False,False,False
1360,False,0,0.0,LGG,BRCA,LGG,LGG,True,False,False
1361,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1362,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1363,False,0,0.0,SARC,BRCA,SARC,BRCA,False,False,False
1364,False,0,0.0,LIHC,BRCA,LIHC,STES,False,False,False
1365,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1366,True,1,1.0,LGG,LGG,LGG,GBMLGG,False,False,False
1367,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1368,False,0,0.0,BRCA,BRCA,BRCA,SARC,False,False,False
1369,False,0,0.0,PAAD,BRCA,PAAD,SKCM,False,False,False
1370,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1371,True,1,1.0,LGG,LGG,LGG,GBMLGG,False,False,False
1372,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1373,False,0,0.0,LIHC,BRCA,LIHC,LUAD,False,False,False
1374,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1375,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
1376,True,1,1.0,KIPAN,KIRC,KIPAN,KIPAN,True,False,True
1377,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
1378,False,0,0.0,PCPG,BRCA,PCPG,BRCA,False,False,False
1379,False,0,0.0,CESC,BRCA,CESC,CESC,True,False,False
1380,False,0,0.0,LGG,BRCA,LGG,GBMLGG,False,False,False
1381,False,0,0.0,BRCA,BRCA,BRCA,SKCM,False,False,False
1382,False,0,0.0,STES,BRCA,STES,OV,False,False,False
1383,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1384,False,0,0.0,LIHC,BRCA,LIHC,LIHC,True,False,False
1385,False,0,0.0,OV,BRCA,OV,HNSC,False,False,False
1386,False,0,0.0,THYM,BRCA,THYM,THCA,False,False,False
1387,False,0,0.0,PRAD,BRCA,PRAD,KIPAN,False,False,False
1388,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
1389,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
1390,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1391,False,0,0.0,LIHC,BRCA,LIHC,PAAD,False,False,False
1392,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1393,True,1,1.0,GBMLGG,GBMLGG,GBMLGG,LGG,False,False,False
1394,False,0,0.0,LUSC,BRCA,LUSC,LUAD,False,False,False
1395,True,1,1.0,KIRC,KIRC,KIRC,KIPAN,False,False,False
1396,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
1397,False,0,0.0,BRCA,BRCA,BRCA,OV,False,False,False
1398,False,0,0.0,KIRC,BRCA,KIRC,KIRC,True,False,False
1399,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1400,False,0,0.0,SARC,BRCA,SARC,THCA,False,False,False
1401,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1402,False,0,0.0,LAML,BRCA,LAML,LAML,True,False,False
1403,False,0,0.0,HNSC,BRCA,HNSC,CESC,False,False,False
1404,False,0,0.0,PCPG,BRCA,PCPG,PCPG,True,False,False
1405,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1406,False,0,0.0,DLBC,BRCA,DLBC,DLBC,True,False,False
1407,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1408,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1409,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1410,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1411,False,0,0.0,GBMLGG,BRCA,GBMLGG,LAML,False,False,False
1412,False,0,0.0,KIRC,BRCA,KIRC,KIPAN,False,False,False
1413,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
1414,False,0,0.0,UCEC,BRCA,UCEC,UCEC,True,False,False
1415,False,0,0.0,CESC,BRCA,CESC,LUAD,False,False,False
1416,False,0,0.0,PCPG,BRCA,PCPG,THYM,False,False,False
1417,False,0,0.0,LUAD,BRCA,LUAD,HNSC,False,False,False
1418,False,0,0.0,HNSC,BRCA,HNSC,LUAD,False,False,False
1419,False,0,0.0,PCPG,BRCA,PCPG,BRCA,False,False,False
1420,False,0,0.0,PCPG,BRCA,PCPG,BRCA,False,False,False
1421,False,0,0.0,KIPAN,BRCA,KIPAN,LIHC,False,False,False
1422,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1423,False,0,0.0,LUSC,BRCA,LUSC,COAD,False,False,False
1424,False,0,0.0,STES,BRCA,STES,PAAD,False,False,False
1425,False,0,0.0,THYM,BRCA,THYM,THYM,True,False,False
1426,False,0,0.0,THCA,BRCA,THCA,PCPG,False,False,False
1427,False,0,0.0,GBMLGG,BRCA,GBMLGG,KIRC,False,False,False
1428,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1429,False,0,0.0,HNSC,BRCA,HNSC,STES,False,False,False
1430,False,0,0.0,BRCA,BRCA,BRCA,SARC,False,False,False
1431,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1432,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1433,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1434,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
1435,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1436,False,0,0.0,OV,BRCA,OV,OV,True,False,False
1437,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1438,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1439,True,1,1.0,LGG,LGG,LGG,GBMLGG,False,False,False
1440,False,0,0.0,STES,BRCA,STES,PAAD,False,False,False
1441,True,1,1.0,LGG,GBMLGG,LGG,LGG,True,False,True
1442,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1443,False,0,0.0,GBMLGG,BRCA,GBMLGG,LGG,False,False,False
1444,False,0,0.0,PRAD,BRCA,PRAD,GBMLGG,False,False,False
1445,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1446,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
1447,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1448,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1449,False,0,0.0,LIHC,BRCA,LIHC,LIHC,True,False,False
1450,False,0,0.0,KIPAN,BRCA,KIPAN,KIPAN,True,False,False
1451,False,0,0.0,GBMLGG,BRCA,GBMLGG,GBMLGG,True,False,False
1452,False,0,0.0,BRCA,BRCA,BRCA,UCEC,False,False,False
1453,False,0,0.0,HNSC,BRCA,HNSC,STES,False,False,False
1454,False,0,0.0,STES,BRCA,STES,HNSC,False,False,False
1455,False,0,0.0,STES,BRCA,STES,LUSC,False,False,False
1456,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1457,False,0,0.0,BRCA,BRCA,BRCA,GBMLGG,False,False,False
1458,False,0,0.0,KIPAN,BRCA,KIPAN,BRCA,False,False,False
1459,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1460,False,0,0.0,THYM,BRCA,THYM,THYM,True,False,False
1461,False,0,0.0,HNSC,BRCA,HNSC,HNSC,True,False,False
1462,False,0,0.0,PRAD,BRCA,PRAD,THCA,False,False,False
1463,False,0,0.0,LAML,BRCA,LAML,SARC,False,False,False
1464,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1465,False,0,0.0,PAAD,BRCA,PAAD,OV,False,False,False
1466,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1467,False,0,0.0,LGG,BRCA,LGG,LIHC,False,False,False
1468,False,0,0.0,HNSC,BRCA,HNSC,BRCA,False,False,False
1469,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1470,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1471,False,0,0.0,BLCA,BRCA,BLCA,BRCA,False,False,False
1472,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1473,False,0,0.0,THCA,BRCA,THCA,THCA,True,False,False
1474,False,0,0.0,HNSC,BRCA,HNSC,BLCA,False,False,False
1475,False,0,0.0,LIHC,BRCA,LIHC,BRCA,False,False,False
1476,False,0,0.0,OV,BRCA,OV,UCEC,False,False,False
1477,False,0,0.0,PRAD,BRCA,PRAD,PRAD,True,False,False
1478,False,0,0.0,KIPAN,BRCA,KIPAN,STES,False,False,False
1479,False,0,0.0,TGCT,BRCA,TGCT,STES,False,False,False
1480,False,0,0.0,THYM,BRCA,THYM,THYM,True,False,False
1481,False,0,0.0,SARC,BRCA,SARC,CESC,False,False,False
1482,True,1,1.0,GBMLGG,LGG,GBMLGG,GBMLGG,True,False,True
1483,False,0,0.0,COAD,BRCA,COAD,COAD,True,False,False
1484,False,0,0.0,BRCA,BRCA,BRCA,BRCA,True,False,False
1485,False,0,0.0,OV,BRCA,OV,PRAD,False,False,False
1486,False,0,0.0,PRAD,BRCA,PRAD,THCA,False,False,False
1487,False,0,0.0,OV,BRCA,OV,BRCA,False,False,False
1488,True,1,1.0,GBMLGG,LGG,GBMLGG,GBMLGG,True,False,True
1489,False,0,0.0,LIHC,BRCA,LIHC,LIHC,True,False,False
1490,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1491,False,0,0.0,LAML,BRCA,LAML,SARC,False,False,False
1492,False,0,0.0,STES,BRCA,STES,STES,True,False,False
1493,False,0,0.0,PCPG,BRCA,PCPG,KIPAN,False,False,False
1494,False,0,0.0,SKCM,BRCA,SKCM,SKCM,True,False,False
1495,False,0,0.0,PAAD,BRCA,PAAD,HNSC,False,False,False
1496,False,0,0.0,LUSC,BRCA,LUSC,LUSC,True,False,False
1497,False,0,0.0,SARC,BRCA,SARC,BRCA,False,False,False
1498,True,1,1.0,KIRC,KIPAN,KIRC,KIRC,True,False,True
